date,Chain,TVL
2024-06-02,Tlchain,0
2024-06-02,Tombchain,322136
2024-06-02,UX,10284954
2024-06-02,Sui,682139523
2024-06-02,SKALE Europa,85016
2024-06-02,Vite,4951684
2024-06-02,Mantle,455258967
2024-06-02,Vaulta,126416627
2024-06-02,VeChain,809664
2024-06-02,Velas,1842271
2024-06-02,Viction,420350
2024-06-02,XRPL,5547845
2024-06-02,Vision,3876213
2024-06-02,XPR Network,9928548
2024-06-02,Wanchain,4411595
2024-06-02,Wax,1221371
2024-06-02,X Layer,8708305
2024-06-02,Rootstock,196502922
2024-06-02,WEMIX3.0,12254989
2024-06-02,XDC,9396358
2024-06-02,Venom,11510515
2024-06-02,Waves,9181036
2024-06-02,Terra Classic,3216477
2024-06-02,ZKsync Era,152656049
2024-06-02,ZKsync Lite,0
2024-06-02,ZYX,0
2024-06-02,Zeniq,0
2024-06-02,ZetaChain,3552657
2024-06-02,aelf,2964483
2024-06-02,Zora,2125049
2024-06-02,Zkfair,20618030
2024-06-02,Zilliqa,2629482
2024-06-02,dYdX,144040936
2024-06-02,inEVM,449784
2024-06-02,Xai,622368
2024-06-02,zkLink Nova,261200675
2024-06-02,opBNB,24294363
2024-06-02,Lachain,21132
2024-06-09,Aeternity,2832
2024-06-09,Aptos,370310014
2024-06-09,Ancient8,253575
2024-06-09,ALV,67956
2024-06-09,Acala,15700715
2024-06-09,Alephium,9462141
2024-06-09,Bittorrent,436594
2024-06-09,Aura Network,438936
2024-06-09,DefiChain,62315137
2024-06-09,Arbitrum,3041451786
2024-06-09,Arbitrum Nova,1895342
2024-06-09,Archway,4686114
2024-06-09,Dash,439566
2024-06-09,Areon Network,58175
2024-06-09,Bitnet,3788
2024-06-09,Findora,73695
2024-06-09,BEVM,109177
2024-06-09,Bifrost Network,18352864
2024-06-09,Algorand,87224675
2024-06-09,BOB,70958989
2024-06-09,BSC,5286687808
2024-06-09,BSquared,33450762
2024-06-09,Bahamut,296834
2024-06-09,Base,1622112040
2024-06-09,Beam,4365362
2024-06-09,Avalanche,795594435
2024-06-09,Bifrost,10252373
2024-06-09,Bitcoin,467693700
2024-06-09,Bitcoincash,20378696
2024-06-09,Bitgert,9403
2024-06-09,Bitindi,0
2024-06-09,Bitlayer,246844194
2024-06-09,Astar,30951446
2024-06-09,Aurora,9186066
2024-06-09,Darwinia,21521
2024-06-09,Blast,2162489453
2024-06-09,CLV,0
2024-06-09,Boba_Avax,0
2024-06-09,Boba_Bnb,444035
2024-06-09,Bone,0
2024-06-09,Bostrom,916889
2024-06-09,BounceBit,3427943
2024-06-09,CMP,0
2024-06-09,Boba,4777998
2024-06-09,Bitrock,347269
2024-06-09,Linea,651020922
2024-06-09,Callisto,18534
2024-06-09,Canto,28658125
2024-06-09,Carbon,7923964
2024-06-09,Cardano,240478234
2024-06-09,Chihuahua,771403
2024-06-09,Astar zkEVM,5460604
2024-06-09,Chiliz,556961
2024-06-09,Cronos,508449970
2024-06-09,AB,104445
2024-06-09,Crescent,83346
2024-06-09,Cube,21401
2024-06-09,Conflux,17532879
2024-06-09,CosmosHub,1240781
2024-06-09,Coti,0
2024-06-09,DeFiVerse,1361899
2024-06-09,Crab,477513
2024-06-09,Cyber,2081
2024-06-09,DeFiChain EVM,4745738
2024-06-09,Comdex,480894
2024-06-09,DFK,3845537
2024-06-09,DFS Network,6508207
2024-06-09,DSC,2
2024-06-09,Concordium,541495
2024-06-09,AirDAO,145
2024-06-09,Filecoin,84405077
2024-06-09,Heiko,792413
2024-06-09,Ergo,5384302
2024-06-09,Genshiro,0
2024-06-09,Gnosis,240318144
2024-06-09,Dexit,0
2024-06-09,Doge,5054240
2024-06-09,Dogechain,3801144
2024-06-09,Elastos,3775871
2024-06-09,Dymension,0
2024-06-09,EnergyWeb,373554
2024-06-09,Equilibrium,1500564
2024-06-09,Elysium,1732734
2024-06-09,Empire,0
2024-06-09,Endurance,69966
2024-06-09,Energi,797919
2024-06-09,ENULS,452783
2024-06-09,ETHF,42267
2024-06-09,Echelon,0
2024-06-09,Ethereum,59892232003
2024-06-09,CORE,65684298
2024-06-09,EthereumPoW,130974
2024-06-09,Everscale,3014044
2024-06-09,Evmos,1591686
2024-06-09,FSC,16283703
2024-06-09,Fantom,121580310
2024-06-09,Celo,129788315
2024-06-09,EthereumClassic,489134
2024-06-09,Flare,10127122
2024-06-09,Flow,25597889
2024-06-09,Fraxtal,26932976
2024-06-09,FunctionX,3239089
2024-06-09,Fuse,1872689
2024-06-09,Fusion,0
2024-06-09,Genesys,206395
2024-06-09,EOS EVM,1926925
2024-06-09,Dexalot,3406706
2024-06-09,GoChain,12952
2024-06-09,Heco,659362
2024-06-09,GodwokenV1,6507727
2024-06-09,Goerli,47475
2024-06-09,HAQQ,553377
2024-06-09,HPB,22324
2024-06-09,Harmony,2087272
2024-06-09,Hedera,84923063
2024-06-09,Godwoken,144209
2024-06-09,IOTA EVM,106423
2024-06-09,Hoo,0
2024-06-09,Horizen EON,3221178
2024-06-09,Hydra,1608932
2024-06-09,Hydration,26584116
2024-06-09,ICP,79919365
2024-06-09,Degen,2096184
2024-06-09,Icon,11423831
2024-06-09,Immutable zkEVM,4732465
2024-06-09,Kadena,992979
2024-06-09,KCC,1837163
2024-06-09,IoTeX,22145686
2024-06-09,JBC,29657
2024-06-09,Joltify,341377
2024-06-09,Juno,601159
2024-06-09,K2,76350949
2024-06-09,KUB,1
2024-06-09,Interlay,4739748
2024-06-09,Kintsugi,369822
2024-06-09,Kaia,59490616
2024-06-09,Kardia,235981
2024-06-09,Karura,1466611
2024-06-09,Kava,209431725
2024-06-09,Kekchain,0
2024-06-09,Injective,64793853
2024-06-09,Kroma,3262523
2024-06-09,CSC,396449
2024-06-09,LUKSO,76605
2024-06-09,Litecoin,5014764
2024-06-09,Lachain,21567
2024-06-09,Lamden,0
2024-06-09,Libre,266322
2024-06-09,LightLink,863309
2024-06-09,Kujira,59033499
2024-06-09,Nibiru,0
2024-06-09,Neutron,30671971
2024-06-09,Manta Atlantic,311522
2024-06-09,MAP Protocol,663324
2024-06-09,MEER,267313
2024-06-09,MUUCHAIN,0
2024-06-09,MVC,306352
2024-06-09,Manta,55876924
2024-06-09,Mantle,426212056
2024-06-09,Lung,959
2024-06-09,Mayachain,30027180
2024-06-09,Ronin,204780339
2024-06-09,Merlin,382498520
2024-06-09,Milkomeda A1,1146
2024-06-09,Milkomeda C1 (Deprecated),1093882
2024-06-09,Mixin,72257057
2024-06-09,Mode,550489554
2024-06-09,Meter,4912849
2024-06-09,Moonriver,8320446
2024-06-09,Moonbeam,43667533
2024-06-09,Near,285523558
2024-06-09,NEO,36287793
2024-06-09,NOS,0
2024-06-09,Nahmii,301801
2024-06-09,Naka,1524758
2024-06-09,MultiVAC,23094
2024-06-09,MultiversX,122246653
2024-06-09,Omax,155599
2024-06-09,Neon,799676
2024-06-09,Palm,545
2024-06-09,Pego,7903352
2024-06-09,Nova Network,0
2024-06-09,Metis,65546521
2024-06-09,Nuls,6116406
2024-06-09,OKTChain,2485455
2024-06-09,OP Mainnet,802700161
2024-06-09,zkLink Nova,253251219
2024-06-09,Rollux,14582836
2024-06-09,Osmosis,152370099
2024-06-09,Obyte,1127336
2024-06-09,OntologyEVM,134698
2024-06-09,Onus,3339388
2024-06-09,Oraichain,17329200
2024-06-09,Oasis Sapphire,3547530
2024-06-09,Oasis Emerald,1198240
2024-06-09,Migaloo,962509
2024-06-09,Parallel,16556829
2024-06-09,Oasys,4364066
2024-06-09,Nolus,1283150
2024-06-09,Persistence One,4527667
2024-06-09,Planq,50516
2024-06-09,Polis,0
2024-06-09,Polkadex,173080
2024-06-09,Polygon,926129172
2024-06-09,PulseChain,363813331
2024-06-09,Rangers,687248
2024-06-09,Q Protocol,526146
2024-06-09,REI,27462
2024-06-09,REIchain,5226
2024-06-09,RENEC,926182
2024-06-09,RSS3,82339
2024-06-09,Radix,34396122
2024-06-09,Polygon zkEVM,11683579
2024-06-09,aelf,2832172
2024-06-09,Ontology,10197339
2024-06-09,XPR Network,9142263
2024-06-09,Shibarium,2187625
2024-06-09,SX Network,1788443
2024-06-09,SatoshiVM,1124048
2024-06-09,Scroll,107064011
2024-06-09,Secret,19056170
2024-06-09,Sei,34720725
2024-06-09,Shiden,95762
2024-06-09,SKALE Europa,83689
2024-06-09,Starcoin,611535
2024-06-09,Sifchain,8910
2024-06-09,Solana,4580257861
2024-06-09,Songbird,2832765
2024-06-09,Sora,688777
2024-06-09,Stacks,125819344
2024-06-09,Stargaze,204580
2024-06-09,ShimmerEVM,4404089
2024-06-09,Starknet,286457570
2024-06-09,Terra2,5617462
2024-06-09,Tenet,20883
2024-06-09,Sui,681669807
2024-06-09,Syscoin,49933
2024-06-09,TON,417585319
2024-06-09,Taiko,12417867
2024-06-09,Telos,46311872
2024-06-09,Terra Classic,2783192
2024-06-09,Step,361140
2024-06-09,Tombchain,254983
2024-06-09,Tezos,27247208
2024-06-09,Theta,2829408
2024-06-09,Thorchain,389334842
2024-06-09,ThunderCore,832930
2024-06-09,Tlchain,0
2024-06-09,Stellar,16217013
2024-06-09,Tron,8564448161
2024-06-09,UX,9833000
2024-06-09,XPLA,1723299
2024-06-09,WEMIX3.0,12105796
2024-06-09,Vaulta,115527189
2024-06-09,VeChain,748466
2024-06-09,Velas,1624102
2024-06-09,Venom,10630285
2024-06-09,Ultron,5492931
2024-06-09,Vite,4952182
2024-06-09,Wanchain,4059547
2024-06-09,Waves,8156485
2024-06-09,Wax,1093323
2024-06-09,X Layer,10101502
2024-06-09,XDC,9124894
2024-06-09,Ubiq,54398
2024-06-09,Rootstock,195976676
2024-06-09,XRPL,6074142
2024-06-09,Viction,390716
2024-06-09,Vision,3891117
2024-06-09,Loop,159890
2024-06-09,ZKsync Era,138951506
2024-06-09,ZKsync Lite,0
2024-06-09,ZYX,0
2024-06-09,Zeniq,0
2024-06-09,ZetaChain,3138386
2024-06-09,Zilliqa,2319887
2024-06-09,Zkfair,20419686
2024-06-09,Zora,1673057
2024-06-09,LaChain Network,0
2024-06-09,dYdX,147255831
2024-06-09,inEVM,449369
2024-06-09,opBNB,24022452
2024-06-09,re.al,1522240
2024-06-09,smartBCH,6666471
2024-06-09,Xai,561397
2024-06-16,Aeternity,2727
2024-06-16,Boba,4528419
2024-06-16,Alephium,8841326
2024-06-16,Kroma,3327685
2024-06-16,AB,108583
2024-06-16,ALV,63796
2024-06-16,Algorand,80791346
2024-06-16,Ancient8,241995
2024-06-16,AirDAO,139
2024-06-16,Astar,27316093
2024-06-16,Aptos,366909908
2024-06-16,Arbitrum,2947487796
2024-06-16,Archway,4382164
2024-06-16,Acala,14304895
2024-06-16,Astar zkEVM,6129737
2024-06-16,GoChain,13330
2024-06-16,Bitgert,8428
2024-06-16,Aurora,8443893
2024-06-16,Base,1549642733
2024-06-16,Avalanche,761334968
2024-06-16,BEVM,106488
2024-06-16,BOB,62503199
2024-06-16,BSC,4890242597
2024-06-16,Bitindi,0
2024-06-16,BSquared,49160590
2024-06-16,DefiChain,55587881
2024-06-16,Aura Network,396764
2024-06-16,Bifrost,9425936
2024-06-16,Bifrost Network,17474192
2024-06-16,Bitcoin,451333612
2024-06-16,Bitcoincash,18352431
2024-06-16,Bahamut,1876388
2024-06-16,Arbitrum Nova,1853402
2024-06-16,Callisto,20134
2024-06-16,Beam,3934210
2024-06-16,Bitlayer,308438802
2024-06-16,Bostrom,880727
2024-06-16,Bittorrent,428414
2024-06-16,Blast,2081258385
2024-06-16,Boba_Avax,0
2024-06-16,Boba_Bnb,430326
2024-06-16,DeFiChain EVM,3666481
2024-06-16,Bone,0
2024-06-16,CMP,0
2024-06-16,Comdex,442932
2024-06-16,Celo,119533641
2024-06-16,CORE,69683072
2024-06-16,CSC,389119
2024-06-16,DeFiVerse,1284496
2024-06-16,Chihuahua,632464
2024-06-16,Bitrock,273753
2024-06-16,Areon Network,145595
2024-06-16,Darwinia,21343
2024-06-16,Canto,25731452
2024-06-16,Dexalot,3406706
2024-06-16,Cronos,490744976
2024-06-16,Cube,20815
2024-06-16,Conflux,16087016
2024-06-16,CosmosHub,1092653
2024-06-16,Coti,0
2024-06-16,Crab,434415
2024-06-16,Crescent,79393
2024-06-16,Cyber,167493
2024-06-16,Dash,403094
2024-06-16,Chiliz,690196
2024-06-16,DFK,3964670
2024-06-16,DFS Network,5807865
2024-06-16,DSC,2
2024-06-16,Bitnet,3731
2024-06-16,Ergo,5190923
2024-06-16,ICP,53727968
2024-06-16,Hydra,1541091
2024-06-16,EthereumClassic,464597
2024-06-16,ENULS,401774
2024-06-16,ETHF,36257
2024-06-16,EnergyWeb,326031
2024-06-16,Gnosis,236263051
2024-06-16,Dogechain,3478213
2024-06-16,Dexit,0
2024-06-16,Dymension,0
2024-06-16,Echelon,0
2024-06-16,Energi,780416
2024-06-16,Equilibrium,1469861
2024-06-16,Elastos,3586882
2024-06-16,Elysium,1404971
2024-06-16,Empire,0
2024-06-16,Doge,4554599
2024-06-16,Endurance,67546
2024-06-16,Carbon,6889738
2024-06-16,Fuse,1797371
2024-06-16,Concordium,539170
2024-06-16,Fantom,101995225
2024-06-16,Findora,69675
2024-06-16,EthereumPoW,122217
2024-06-16,Everscale,2988259
2024-06-16,Evmos,1469571
2024-06-16,Fusion,0
2024-06-16,FSC,15382812
2024-06-16,Filecoin,74654256
2024-06-16,Genesys,179855
2024-06-16,Flare,10785974
2024-06-16,Flow,24056363
2024-06-16,Fraxtal,26576461
2024-06-16,FunctionX,2997814
2024-06-16,Ethereum,58504471387
2024-06-16,Hydration,41406115
2024-06-16,EOS EVM,1857254
2024-06-16,Harmony,2450519
2024-06-16,Injective,58965737
2024-06-16,Ham,47835
2024-06-16,Heco,318596
2024-06-16,GodwokenV1,5286937
2024-06-16,Goerli,46157
2024-06-16,HAQQ,530489
2024-06-16,Kekchain,0
2024-06-16,HPB,21101
2024-06-16,Hedera,75696415
2024-06-16,Genshiro,0
2024-06-16,IOTA EVM,152689
2024-06-16,Heiko,710478
2024-06-16,Hoo,0
2024-06-16,Horizen EON,3119591
2024-06-16,Immutable zkEVM,4149906
2024-06-16,Degen,1421871
2024-06-16,Godwoken,133507
2024-06-16,KCC,1813180
2024-06-16,Icon,10998675
2024-06-16,Interlay,3943408
2024-06-16,IoTeX,20492964
2024-06-16,JBC,27218
2024-06-16,Joltify,339579
2024-06-16,Juno,566080
2024-06-16,Cardano,228724771
2024-06-16,Kintsugi,123914
2024-06-16,KUB,1
2024-06-16,Kadena,851879
2024-06-16,Kaia,55069161
2024-06-16,Kardia,271553
2024-06-16,Karura,1360153
2024-06-16,Kava,178177512
2024-06-16,K2,73602112
2024-06-16,BounceBit,3112550
2024-06-16,CLV,0
2024-06-16,Lung,839
2024-06-16,Mantle,383505665
2024-06-16,Naka,1274216
2024-06-16,Libre,259718
2024-06-16,LightLink,833331
2024-06-16,Linea,677385505
2024-06-16,Mayachain,26687196
2024-06-16,Near,244764030
2024-06-16,Litecoin,4573048
2024-06-16,Merlin,373110607
2024-06-16,MEER,240113
2024-06-16,MUUCHAIN,0
2024-06-16,MVC,193464
2024-06-16,Manta Atlantic,280304
2024-06-16,Neon,827976
2024-06-16,MAP Protocol,587446
2024-06-16,Polygon zkEVM,11170397
2024-06-16,Neutron,29062614
2024-06-16,Lachain,19264
2024-06-16,Oraichain,14813248
2024-06-16,Migaloo,786566
2024-06-16,Milkomeda A1,1146
2024-06-16,Milkomeda C1 (Deprecated),1008034
2024-06-16,Mixin,68837448
2024-06-16,Meter,4897140
2024-06-16,Metis,60926144
2024-06-16,Mode,519857142
2024-06-16,MultiVAC,20836
2024-06-16,MultiversX,113317221
2024-06-16,NEO,32710272
2024-06-16,NOS,0
2024-06-16,Nahmii,275844
2024-06-16,Moonbeam,39501759
2024-06-16,Moonriver,7315064
2024-06-16,XPR Network,9268727
2024-06-16,Lamden,0
2024-06-16,PulseChain,346696259
2024-06-16,Nibiru,0
2024-06-16,Nova Network,0
2024-06-16,Nuls,5365441
2024-06-16,OP Mainnet,768456671
2024-06-16,Oasis Sapphire,3574112
2024-06-16,OKTChain,2421667
2024-06-16,Obyte,1071883
2024-06-16,Oasis Emerald,1291943
2024-06-16,Ontology,9233710
2024-06-16,OntologyEVM,128836
2024-06-16,Onus,3321116
2024-06-16,Kujira,55602019
2024-06-16,Oasys,3724685
2024-06-16,Manta,50179148
2024-06-16,Omax,0
2024-06-16,Nolus,1354520
2024-06-16,Osmosis,132897462
2024-06-16,Pego,9491970
2024-06-16,Persistence One,4118389
2024-06-16,Planq,47388
2024-06-16,Polis,0
2024-06-16,Polkadex,164927
2024-06-16,Polygon,882781338
2024-06-16,Rangers,566541
2024-06-16,Tron,8293667224
2024-06-16,Q Protocol,510358
2024-06-16,REI,23561
2024-06-16,REIchain,4635
2024-06-16,RENEC,903913
2024-06-16,RSS3,82921
2024-06-16,Radix,30972856
2024-06-16,Palm,544
2024-06-16,Parallel,12506618
2024-06-16,UX,8024290
2024-06-16,Ronin,189826734
2024-06-16,Xai,465071
2024-06-16,SX Network,1764081
2024-06-16,SatoshiVM,973703
2024-06-16,Scroll,115650295
2024-06-16,Secret,17493506
2024-06-16,Sei,36679477
2024-06-16,Ubiq,50840
2024-06-16,Rootstock,185222785
2024-06-16,Shibarium,1979126
2024-06-16,Step,338976
2024-06-16,Solana,4313994854
2024-06-16,Songbird,2715701
2024-06-16,Sora,632276
2024-06-16,Stacks,129533512
2024-06-16,ShimmerEVM,4144635
2024-06-16,Sifchain,7819
2024-06-16,Tombchain,238948
2024-06-16,Terra Classic,2469423
2024-06-16,Starcoin,611535
2024-06-16,Loop,134002
2024-06-16,Terra2,4932922
2024-06-16,Sui,630251683
2024-06-16,Syscoin,45066
2024-06-16,TON,590060283
2024-06-16,Taiko,11921130
2024-06-16,Telos,42361885
2024-06-16,Tenet,17425
2024-06-16,Stellar,16394889
2024-06-16,LUKSO,67353
2024-06-16,Tezos,58501276
2024-06-16,Theta,2585530
2024-06-16,Thorchain,359031581
2024-06-16,ThunderCore,788322
2024-06-16,Tlchain,0
2024-06-16,Starknet,264596264
2024-06-16,Shiden,89773
2024-06-16,Stargaze,209507
2024-06-16,SKALE Europa,78961
2024-06-16,XRPL,6746128
2024-06-16,Velas,1457619
2024-06-16,Venom,10697554
2024-06-16,Viction,365202
2024-06-16,Vision,3854801
2024-06-16,Vaulta,110139586
2024-06-16,VeChain,667681
2024-06-16,Vite,4951285
2024-06-16,XDC,8876799
2024-06-16,Wax,967944
2024-06-16,X Layer,11391734
2024-06-16,Ultron,5168357
2024-06-16,WEMIX3.0,10411022
2024-06-16,Wanchain,3977206
2024-06-16,Waves,7568787
2024-06-16,LaChain Network,0
2024-06-16,XPLA,1466379
2024-06-16,Rollux,14515173
2024-06-16,ZYX,0
2024-06-16,Zeniq,0
2024-06-16,ZetaChain,3063032
2024-06-16,Zilliqa,2044232
2024-06-16,Zkfair,19665563
2024-06-16,Zora,1077971
2024-06-16,aelf,2681393
2024-06-16,ZKsync Era,121302155
2024-06-16,ZKsync Lite,0
2024-06-16,opBNB,25660711
2024-06-16,re.al,1813660
2024-06-16,smartBCH,6099939
2024-06-16,zkLink Nova,237345203
2024-06-16,dYdX,144853111
2024-06-16,inEVM,444362
2024-06-23,Acala,13137643
2024-06-23,Kujira,53029855
2024-06-23,AB,105689
2024-06-23,Aeternity,2471
2024-06-23,AirDAO,131
2024-06-23,Algorand,74389026
2024-06-23,Astar,26209254
2024-06-23,Astar zkEVM,4866630
2024-06-23,Ancient8,235221
2024-06-23,Arbitrum,2782116832
2024-06-23,Arbitrum Nova,1771640
2024-06-23,Archway,4123931
2024-06-23,Areon Network,120463
2024-06-23,Alephium,8614127
2024-06-23,Aptos,337218448
2024-06-23,Bittorrent,401949
2024-06-23,Aurora,7808747
2024-06-23,Avalanche,686632666
2024-06-23,Bifrost,8928125
2024-06-23,Bitnet,3816
2024-06-23,BEVM,105807
2024-06-23,BOB,57255850
2024-06-23,BSC,4753742534
2024-06-23,BSquared,71313823
2024-06-23,Bitrock,260387
2024-06-23,Bahamut,1868560
2024-06-23,Bifrost Network,16585174
2024-06-23,Bitcoin,436603345
2024-06-23,Bitcoincash,16774809
2024-06-23,Bitgert,7792
2024-06-23,Bitindi,0
2024-06-23,Bitlayer,354516188
2024-06-23,Base,1493364162
2024-06-23,Kroma,3327566
2024-06-23,Boba,4386013
2024-06-23,Comdex,380367
2024-06-23,Bostrom,911726
2024-06-23,BounceBit,2572554
2024-06-23,CLV,0
2024-06-23,CORE,67238194
2024-06-23,Boba_Avax,0
2024-06-23,Callisto,4651
2024-06-23,Bone,0
2024-06-23,CMP,0
2024-06-23,Carbon,6371892
2024-06-23,Cardano,210867367
2024-06-23,Celo,107791853
2024-06-23,Beam,3608807
2024-06-23,CSC,385073
2024-06-23,Aura Network,391276
2024-06-23,Canto,23799494
2024-06-23,Chihuahua,543648
2024-06-23,Cube,20774
2024-06-23,Blast,1945089309
2024-06-23,CosmosHub,966227
2024-06-23,Coti,0
2024-06-23,Crab,395878
2024-06-23,Crescent,76174
2024-06-23,Cronos,469039250
2024-06-23,Cyber,129200
2024-06-23,DFK,3729611
2024-06-23,Chiliz,559787
2024-06-23,DFS Network,5246994
2024-06-23,DSC,2
2024-06-23,Darwinia,17154
2024-06-23,Dash,387917
2024-06-23,DeFiChain EVM,2445096
2024-06-23,Concordium,535336
2024-06-23,Conflux,14133575
2024-06-23,DeFiVerse,1194057
2024-06-23,DefiChain,51426597
2024-06-23,Genesys,219961
2024-06-23,Dexalot,3406706
2024-06-23,Kekchain,0
2024-06-23,Doge,4039451
2024-06-23,Dogechain,3055368
2024-06-23,Dymension,0
2024-06-23,ENULS,383965
2024-06-23,EOS EVM,1711471
2024-06-23,ETHF,35282
2024-06-23,Echelon,0
2024-06-23,Elastos,3533471
2024-06-23,Endurance,81017
2024-06-23,Energi,683897
2024-06-23,EnergyWeb,319092
2024-06-23,Equilibrium,1383343
2024-06-23,Ergo,4880106
2024-06-23,Dexit,0
2024-06-23,Gnosis,232736090
2024-06-23,Ethereum,57047553874
2024-06-23,Evmos,892622
2024-06-23,Fantom,178400491
2024-06-23,Filecoin,64758065
2024-06-23,Everscale,3070251
2024-06-23,Findora,65578
2024-06-23,FSC,14336955
2024-06-23,Elysium,1230048
2024-06-23,Empire,0
2024-06-23,Genshiro,0
2024-06-23,FunctionX,2759745
2024-06-23,Fuse,1805143
2024-06-23,Fusion,0
2024-06-23,EthereumClassic,426494
2024-06-23,EthereumPoW,102104
2024-06-23,Flow,21831675
2024-06-23,Fraxtal,26360140
2024-06-23,Degen,961161
2024-06-23,GoChain,12481
2024-06-23,Godwoken,128142
2024-06-23,GodwokenV1,4596396
2024-06-23,Goerli,45342
2024-06-23,HAQQ,624218
2024-06-23,HPB,19629
2024-06-23,Ham,27381
2024-06-23,Harmony,2269206
2024-06-23,Heco,581273
2024-06-23,Hedera,70800718
2024-06-23,Heiko,430782
2024-06-23,Hoo,0
2024-06-23,Horizen EON,2994575
2024-06-23,Hydra,1537335
2024-06-23,Hydration,42596463
2024-06-23,ICP,49497033
2024-06-23,IOTA EVM,245982
2024-06-23,Icon,9656434
2024-06-23,Immutable zkEVM,5075171
2024-06-23,Injective,54662137
2024-06-23,Interlay,4691274
2024-06-23,IoTeX,18172843
2024-06-23,JBC,27675
2024-06-23,Joltify,345841
2024-06-23,Juno,536472
2024-06-23,K2,71585423
2024-06-23,KCC,1763240
2024-06-23,KUB,1
2024-06-23,Kadena,771957
2024-06-23,Kaia,47930495
2024-06-23,Kardia,220359
2024-06-23,Karura,1244018
2024-06-23,Kava,171218758
2024-06-23,Flare,10054284
2024-06-23,Kintsugi,381541
2024-06-23,Boba_Bnb,412576
2024-06-23,ALV,56685
2024-06-23,OntologyEVM,124901
2024-06-23,Manta,46509142
2024-06-23,LightLink,763627
2024-06-23,Palm,543
2024-06-23,Litecoin,4123308
2024-06-23,Rangers,549957
2024-06-23,Lachain,19030
2024-06-23,Lamden,0
2024-06-23,Loop,98550
2024-06-23,Libre,250495
2024-06-23,MVC,161371
2024-06-23,Linea,660265885
2024-06-23,Manta Atlantic,238789
2024-06-23,Lung,480
2024-06-23,MAP Protocol,535946
2024-06-23,MEER,234959
2024-06-23,Mantle,367168104
2024-06-23,Mode,487856968
2024-06-23,Naka,1250911
2024-06-23,NOS,0
2024-06-23,Nahmii,265081
2024-06-23,Merlin,380782449
2024-06-23,Meter,4026776
2024-06-23,Metis,52797954
2024-06-23,Migaloo,746782
2024-06-23,Milkomeda A1,1146
2024-06-23,Massa,207539
2024-06-23,Milkomeda C1 (Deprecated),963355
2024-06-23,Mixin,66787418
2024-06-23,Moonbeam,38689843
2024-06-23,Moonriver,6694635
2024-06-23,MultiVAC,21569
2024-06-23,MultiversX,98647265
2024-06-23,NEO,30127000
2024-06-23,Mayachain,25499014
2024-06-23,Near,234317962
2024-06-23,Rollux,14399101
2024-06-23,Q Protocol,496537
2024-06-23,Oasys,3430667
2024-06-23,Nolus,1394625
2024-06-23,Nova Network,0
2024-06-23,Nuls,4753105
2024-06-23,OKTChain,2340891
2024-06-23,Oasis Sapphire,3266091
2024-06-23,OP Mainnet,716983971
2024-06-23,Oasis Emerald,1272364
2024-06-23,Oraichain,13543234
2024-06-23,Obyte,1021123
2024-06-23,Omax,237236
2024-06-23,Onus,3300380
2024-06-23,LUKSO,60864
2024-06-23,Ontology,8926101
2024-06-23,Nibiru,0
2024-06-23,LaChain Network,0
2024-06-23,Neon,206161
2024-06-23,Parallel,10172961
2024-06-23,Pego,51
2024-06-23,Persistence One,3979651
2024-06-23,Planq,45207
2024-06-23,Polis,0
2024-06-23,Polkadex,162592
2024-06-23,Polygon,852934222
2024-06-23,Polygon zkEVM,11538840
2024-06-23,REI,22247
2024-06-23,REIchain,4512
2024-06-23,RENEC,903431
2024-06-23,RSS3,82020
2024-06-23,Radix,35388772
2024-06-23,Neutron,20358661
2024-06-23,PulseChain,318999687
2024-06-23,Osmosis,123150856
2024-06-23,Rari,1025
2024-06-23,MUUCHAIN,0
2024-06-23,Ronin,165844992
2024-06-23,Rootstock,174587077
2024-06-23,SKALE Europa,81101
2024-06-23,SX Network,1757197
2024-06-23,SatoshiVM,921989
2024-06-23,Scroll,159418560
2024-06-23,Secret,16674608
2024-06-23,Sei,40245802
2024-06-23,Shibarium,1679075
2024-06-23,Shiden,82592
2024-06-23,ShimmerEVM,3966903
2024-06-23,Sifchain,9593
2024-06-23,Solana,4117810800
2024-06-23,Songbird,2506247
2024-06-23,Sora,506836
2024-06-23,Stacks,120020080
2024-06-23,Starcoin,611535
2024-06-23,Stargaze,226333
2024-06-23,Starknet,237142261
2024-06-23,Stellar,15924919
2024-06-23,Zora,1203626
2024-06-23,Sui,610317905
2024-06-23,Syscoin,35238
2024-06-23,TON,643251705
2024-06-23,Taiko,12980693
2024-06-23,Telos,36073992
2024-06-23,Tenet,14259
2024-06-23,Terra Classic,2316445
2024-06-23,Terra2,4315075
2024-06-23,Tezos,58515327
2024-06-23,Theta,2312026
2024-06-23,Thorchain,337989770
2024-06-23,ThunderCore,725294
2024-06-23,Tlchain,0
2024-06-23,Tombchain,211894
2024-06-23,Tron,8170958467
2024-06-23,zkLink Nova,230770240
2024-06-23,UX,6997114
2024-06-23,Ubiq,45704
2024-06-23,Vision,3823488
2024-06-23,Ultron,4928265
2024-06-23,Vaulta,103153479
2024-06-23,VeChain,602871
2024-06-23,Viction,275887
2024-06-23,XDC,8370946
2024-06-23,Vite,4950243
2024-06-23,WEMIX3.0,9620707
2024-06-23,Wanchain,3884072
2024-06-23,Waves,7363875
2024-06-23,Wax,831222
2024-06-23,X Layer,10988000
2024-06-23,Step,296676
2024-06-23,XPLA,1435227
