physical_column_id,raw_object_id,provider,relpath,column_name,observed_dtype,non_null_count,null_count,profile_status
col_748972df07e92bba,raw_07926c7961407ce0,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2021-12.zip,low,float64,31,0,declared_headerless_schema
col_a2955f7562fec61b,raw_07926c7961407ce0,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2021-12.zip,close,float64,31,0,declared_headerless_schema
col_9d4ef257b4ef2997,raw_07926c7961407ce0,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2021-12.zip,volume,float64,31,0,declared_headerless_schema
col_264cabb4e641e147,raw_07926c7961407ce0,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2021-12.zip,close_time,int64_epoch,31,0,declared_headerless_schema
col_116a223d98225ef3,raw_07926c7961407ce0,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2021-12.zip,quote_asset_volume,float64,31,0,declared_headerless_schema
col_11003ea05f4c9da5,raw_07926c7961407ce0,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2021-12.zip,number_of_trades,int64,31,0,declared_headerless_schema
col_6e14e3d2c70b55ee,raw_07926c7961407ce0,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2021-12.zip,taker_buy_base_asset_volume,float64,31,0,declared_headerless_schema
col_b06e4a6fbb9bfbbd,raw_07926c7961407ce0,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2021-12.zip,taker_buy_quote_asset_volume,float64,31,0,declared_headerless_schema
col_9524023caa96a7e0,raw_07926c7961407ce0,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2021-12.zip,ignore,float64,31,0,declared_headerless_schema
col_cd342366043eb968,raw_6afb959acdcc34d8,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-01.zip,open_time,int64_epoch,31,0,declared_headerless_schema
col_df215618927ef61a,raw_6afb959acdcc34d8,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-01.zip,open,float64,31,0,declared_headerless_schema
col_33b442bf2ad7058f,raw_6afb959acdcc34d8,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-01.zip,high,float64,31,0,declared_headerless_schema
col_f2c5530e433dfc10,raw_6afb959acdcc34d8,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-01.zip,low,float64,31,0,declared_headerless_schema
col_4c1e73acc1f30e9d,raw_6afb959acdcc34d8,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-01.zip,close,float64,31,0,declared_headerless_schema
col_708aaf1be369e4f7,raw_6afb959acdcc34d8,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-01.zip,volume,float64,31,0,declared_headerless_schema
col_abdf37982272a0a3,raw_6afb959acdcc34d8,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-01.zip,close_time,int64_epoch,31,0,declared_headerless_schema
col_5de3959ccae817e6,raw_6afb959acdcc34d8,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-01.zip,quote_asset_volume,float64,31,0,declared_headerless_schema
col_cab443fa92162988,raw_6afb959acdcc34d8,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-01.zip,number_of_trades,int64,31,0,declared_headerless_schema
col_39315cbe57375b62,raw_6afb959acdcc34d8,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-01.zip,taker_buy_base_asset_volume,float64,31,0,declared_headerless_schema
col_8259b9f1d24dc42f,raw_6afb959acdcc34d8,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-01.zip,taker_buy_quote_asset_volume,float64,31,0,declared_headerless_schema
col_ab1579ea3c5bbf2f,raw_6afb959acdcc34d8,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-01.zip,ignore,float64,31,0,declared_headerless_schema
col_007b6c2a1d5a08cf,raw_892ffd7037c8ee30,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-02.zip,open_time,int64_epoch,28,0,declared_headerless_schema
col_5d02264ac1c78933,raw_892ffd7037c8ee30,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-02.zip,open,float64,28,0,declared_headerless_schema
col_72e298b03bec144c,raw_892ffd7037c8ee30,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-02.zip,high,float64,28,0,declared_headerless_schema
col_70d2eb2b1da021e1,raw_892ffd7037c8ee30,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-02.zip,low,float64,28,0,declared_headerless_schema
col_55846d4ac35aa1bf,raw_892ffd7037c8ee30,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-02.zip,close,float64,28,0,declared_headerless_schema
col_3316d1aa52dded60,raw_892ffd7037c8ee30,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-02.zip,volume,float64,28,0,declared_headerless_schema
col_33fc42d5578691d1,raw_892ffd7037c8ee30,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-02.zip,close_time,int64_epoch,28,0,declared_headerless_schema
col_65f33eac19f94f2a,raw_892ffd7037c8ee30,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-02.zip,quote_asset_volume,float64,28,0,declared_headerless_schema
col_bd19f48193491ecc,raw_892ffd7037c8ee30,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-02.zip,number_of_trades,int64,28,0,declared_headerless_schema
col_5df8234d3b197d09,raw_892ffd7037c8ee30,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-02.zip,taker_buy_base_asset_volume,float64,28,0,declared_headerless_schema
col_54d4518dd21d446e,raw_892ffd7037c8ee30,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-02.zip,taker_buy_quote_asset_volume,float64,28,0,declared_headerless_schema
col_16ddf05e7ad877c9,raw_892ffd7037c8ee30,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-02.zip,ignore,float64,28,0,declared_headerless_schema
col_c8e4990c162994b7,raw_c4d61f70f92b4e58,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-03.zip,open_time,int64_epoch,31,0,declared_headerless_schema
col_9b2cc7d57913779c,raw_c4d61f70f92b4e58,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-03.zip,open,float64,31,0,declared_headerless_schema
col_21c2b52e4a441594,raw_c4d61f70f92b4e58,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-03.zip,high,float64,31,0,declared_headerless_schema
col_69ecddc4d376df7b,raw_c4d61f70f92b4e58,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-03.zip,low,float64,31,0,declared_headerless_schema
col_8af8b6156bec1f3d,raw_c4d61f70f92b4e58,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-03.zip,close,float64,31,0,declared_headerless_schema
col_438375e8eb2551d2,raw_c4d61f70f92b4e58,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-03.zip,volume,float64,31,0,declared_headerless_schema
col_6b5eb2333e4b4314,raw_c4d61f70f92b4e58,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-03.zip,close_time,int64_epoch,31,0,declared_headerless_schema
col_e2906aaf879478eb,raw_c4d61f70f92b4e58,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-03.zip,quote_asset_volume,float64,31,0,declared_headerless_schema
col_3d6511786ef97466,raw_c4d61f70f92b4e58,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-03.zip,number_of_trades,int64,31,0,declared_headerless_schema
col_13642040db7b285e,raw_c4d61f70f92b4e58,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-03.zip,taker_buy_base_asset_volume,float64,31,0,declared_headerless_schema
col_b189fc10fd0b552b,raw_c4d61f70f92b4e58,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-03.zip,taker_buy_quote_asset_volume,float64,31,0,declared_headerless_schema
col_a3fd92d7cf1d19f6,raw_c4d61f70f92b4e58,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-03.zip,ignore,float64,31,0,declared_headerless_schema
col_311890463248eb8c,raw_a1204a0ec6701296,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-04.zip,open_time,int64_epoch,30,0,declared_headerless_schema
col_a93aec3ba81cdf17,raw_a1204a0ec6701296,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-04.zip,open,float64,30,0,declared_headerless_schema
col_d07ac9184cfb3949,raw_a1204a0ec6701296,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-04.zip,high,float64,30,0,declared_headerless_schema
col_a88e1cbe90e26003,raw_a1204a0ec6701296,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-04.zip,low,float64,30,0,declared_headerless_schema
col_76c67bcc1d275603,raw_a1204a0ec6701296,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-04.zip,close,float64,30,0,declared_headerless_schema
col_4f466cde9c93080d,raw_a1204a0ec6701296,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-04.zip,volume,float64,30,0,declared_headerless_schema
col_875898f7e2fbc932,raw_a1204a0ec6701296,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-04.zip,close_time,int64_epoch,30,0,declared_headerless_schema
col_0ec7872d4d7fdd46,raw_a1204a0ec6701296,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-04.zip,quote_asset_volume,float64,30,0,declared_headerless_schema
col_d8445b00ceb6c06f,raw_a1204a0ec6701296,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-04.zip,number_of_trades,int64,30,0,declared_headerless_schema
col_801a553b93b66942,raw_a1204a0ec6701296,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-04.zip,taker_buy_base_asset_volume,float64,30,0,declared_headerless_schema
col_856ad060abb47a3b,raw_a1204a0ec6701296,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-04.zip,taker_buy_quote_asset_volume,float64,30,0,declared_headerless_schema
col_f895dc8465b0b2d4,raw_a1204a0ec6701296,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-04.zip,ignore,float64,30,0,declared_headerless_schema
col_e748e0bc7f9b5691,raw_891d375c7086c60f,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-05.zip,open_time,int64_epoch,31,0,declared_headerless_schema
col_2528c707d3b96a10,raw_891d375c7086c60f,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-05.zip,open,float64,31,0,declared_headerless_schema
col_13aef540e4269dc6,raw_891d375c7086c60f,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-05.zip,high,float64,31,0,declared_headerless_schema
col_80d4c83750f9d6d1,raw_891d375c7086c60f,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-05.zip,low,float64,31,0,declared_headerless_schema
col_9bafb6cabc9a6b8d,raw_891d375c7086c60f,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-05.zip,close,float64,31,0,declared_headerless_schema
col_7cdc00e40df183b3,raw_891d375c7086c60f,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-05.zip,volume,float64,31,0,declared_headerless_schema
col_c55aae55629d653b,raw_891d375c7086c60f,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-05.zip,close_time,int64_epoch,31,0,declared_headerless_schema
col_f3ab5e57a1125cab,raw_891d375c7086c60f,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-05.zip,quote_asset_volume,float64,31,0,declared_headerless_schema
col_2fb4d3ab3f4d62f7,raw_891d375c7086c60f,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-05.zip,number_of_trades,int64,31,0,declared_headerless_schema
col_0e2c746089e66846,raw_891d375c7086c60f,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-05.zip,taker_buy_base_asset_volume,float64,31,0,declared_headerless_schema
col_41207a3651aaf85c,raw_891d375c7086c60f,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-05.zip,taker_buy_quote_asset_volume,float64,31,0,declared_headerless_schema
col_610c144395771dbe,raw_891d375c7086c60f,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-05.zip,ignore,float64,31,0,declared_headerless_schema
col_085336c2d12c48e0,raw_31e89c2070f32bee,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-06.zip,open_time,int64_epoch,30,0,declared_headerless_schema
col_56fc284796e58d2a,raw_31e89c2070f32bee,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-06.zip,open,float64,30,0,declared_headerless_schema
col_d9867d94d6c15793,raw_31e89c2070f32bee,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-06.zip,high,float64,30,0,declared_headerless_schema
col_ef9fdddbb3532792,raw_31e89c2070f32bee,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-06.zip,low,float64,30,0,declared_headerless_schema
col_4e26eb1769ad318e,raw_31e89c2070f32bee,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-06.zip,close,float64,30,0,declared_headerless_schema
col_c337483a0004de49,raw_31e89c2070f32bee,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-06.zip,volume,float64,30,0,declared_headerless_schema
col_d47a1af418ae0043,raw_31e89c2070f32bee,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-06.zip,close_time,int64_epoch,30,0,declared_headerless_schema
col_7e495b1a110dfca0,raw_31e89c2070f32bee,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-06.zip,quote_asset_volume,float64,30,0,declared_headerless_schema
col_3b75d59f5c50f15f,raw_31e89c2070f32bee,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-06.zip,number_of_trades,int64,30,0,declared_headerless_schema
col_8b77018d0e2c32fa,raw_31e89c2070f32bee,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-06.zip,taker_buy_base_asset_volume,float64,30,0,declared_headerless_schema
col_f684ad930b0f040c,raw_31e89c2070f32bee,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-06.zip,taker_buy_quote_asset_volume,float64,30,0,declared_headerless_schema
col_a98805dcb9a185c4,raw_31e89c2070f32bee,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-06.zip,ignore,float64,30,0,declared_headerless_schema
col_e43e82562453a4d0,raw_934ce1ed9c41366e,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-07.zip,open_time,int64_epoch,31,0,declared_headerless_schema
col_210719913a0a0431,raw_934ce1ed9c41366e,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-07.zip,open,float64,31,0,declared_headerless_schema
col_4e03c1311b6299a8,raw_934ce1ed9c41366e,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-07.zip,high,float64,31,0,declared_headerless_schema
col_53f0a174871aac50,raw_934ce1ed9c41366e,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-07.zip,low,float64,31,0,declared_headerless_schema
col_d82691aea9e093cd,raw_934ce1ed9c41366e,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-07.zip,close,float64,31,0,declared_headerless_schema
col_61524a6a2599becd,raw_934ce1ed9c41366e,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-07.zip,volume,float64,31,0,declared_headerless_schema
col_11815702e3209ede,raw_934ce1ed9c41366e,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-07.zip,close_time,int64_epoch,31,0,declared_headerless_schema
col_4e8f928f04c16a53,raw_934ce1ed9c41366e,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-07.zip,quote_asset_volume,float64,31,0,declared_headerless_schema
col_821504c60e960f99,raw_934ce1ed9c41366e,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-07.zip,number_of_trades,int64,31,0,declared_headerless_schema
col_3b715a11c4577e04,raw_934ce1ed9c41366e,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-07.zip,taker_buy_base_asset_volume,float64,31,0,declared_headerless_schema
col_1d4716dd5529785d,raw_934ce1ed9c41366e,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-07.zip,taker_buy_quote_asset_volume,float64,31,0,declared_headerless_schema
col_16b78426af8b005e,raw_934ce1ed9c41366e,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-07.zip,ignore,float64,31,0,declared_headerless_schema
col_7424d4d0ba211659,raw_d87206c0b5f94cf0,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-08.zip,open_time,int64_epoch,31,0,declared_headerless_schema
col_7841e357f7cc06f9,raw_d87206c0b5f94cf0,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-08.zip,open,float64,31,0,declared_headerless_schema
col_08983bca4b8c5c65,raw_d87206c0b5f94cf0,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-08.zip,high,float64,31,0,declared_headerless_schema
col_14f4766d97c75928,raw_d87206c0b5f94cf0,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-08.zip,low,float64,31,0,declared_headerless_schema
col_80bdd60c64fdefa7,raw_d87206c0b5f94cf0,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-08.zip,close,float64,31,0,declared_headerless_schema
col_4a8b722ecc928b50,raw_d87206c0b5f94cf0,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-08.zip,volume,float64,31,0,declared_headerless_schema
col_c773ee24ec8b8fa6,raw_d87206c0b5f94cf0,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-08.zip,close_time,int64_epoch,31,0,declared_headerless_schema
col_dc3f559f2355dedc,raw_d87206c0b5f94cf0,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-08.zip,quote_asset_volume,float64,31,0,declared_headerless_schema
col_b226ecc0af59704f,raw_d87206c0b5f94cf0,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-08.zip,number_of_trades,int64,31,0,declared_headerless_schema
col_cf38f26c07e9988d,raw_d87206c0b5f94cf0,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-08.zip,taker_buy_base_asset_volume,float64,31,0,declared_headerless_schema
col_8cae6812be631dec,raw_d87206c0b5f94cf0,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-08.zip,taker_buy_quote_asset_volume,float64,31,0,declared_headerless_schema
col_304ad725388686b7,raw_d87206c0b5f94cf0,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-08.zip,ignore,float64,31,0,declared_headerless_schema
col_3f4b6f984dd16f33,raw_7e7cdc47c1930d3d,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-09.zip,open_time,int64_epoch,30,0,declared_headerless_schema
col_cacfab54e7597646,raw_7e7cdc47c1930d3d,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-09.zip,open,float64,30,0,declared_headerless_schema
col_dff66f7f4d82df4c,raw_7e7cdc47c1930d3d,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-09.zip,high,float64,30,0,declared_headerless_schema
col_3a1a6c6fa55bb311,raw_7e7cdc47c1930d3d,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-09.zip,low,float64,30,0,declared_headerless_schema
col_145d4731353c7958,raw_7e7cdc47c1930d3d,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-09.zip,close,float64,30,0,declared_headerless_schema
col_dce4d6059e29b61e,raw_7e7cdc47c1930d3d,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-09.zip,volume,float64,30,0,declared_headerless_schema
col_e8e863b9d1db4612,raw_7e7cdc47c1930d3d,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-09.zip,close_time,int64_epoch,30,0,declared_headerless_schema
col_c57f3b7bd2d8cffb,raw_7e7cdc47c1930d3d,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-09.zip,quote_asset_volume,float64,30,0,declared_headerless_schema
col_70755d50c21452b5,raw_7e7cdc47c1930d3d,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-09.zip,number_of_trades,int64,30,0,declared_headerless_schema
col_35c73df5f3354dd8,raw_7e7cdc47c1930d3d,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-09.zip,taker_buy_base_asset_volume,float64,30,0,declared_headerless_schema
col_77dfc485d7d20f3c,raw_7e7cdc47c1930d3d,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-09.zip,taker_buy_quote_asset_volume,float64,30,0,declared_headerless_schema
col_dca2df1cf51d06ce,raw_7e7cdc47c1930d3d,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-09.zip,ignore,float64,30,0,declared_headerless_schema
col_d9a870698e9a20c7,raw_18804f1d68df2cc2,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-10.zip,open_time,int64_epoch,31,0,declared_headerless_schema
col_cf27c83cda360909,raw_18804f1d68df2cc2,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-10.zip,open,float64,31,0,declared_headerless_schema
col_9dde69223ac628fa,raw_18804f1d68df2cc2,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-10.zip,high,float64,31,0,declared_headerless_schema
col_80443b79e27eaf0b,raw_18804f1d68df2cc2,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-10.zip,low,float64,31,0,declared_headerless_schema
col_f79a2eec70049aef,raw_18804f1d68df2cc2,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-10.zip,close,float64,31,0,declared_headerless_schema
col_4b4dba53e7756c08,raw_18804f1d68df2cc2,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-10.zip,volume,float64,31,0,declared_headerless_schema
col_53ebf14e9b56e38f,raw_18804f1d68df2cc2,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-10.zip,close_time,int64_epoch,31,0,declared_headerless_schema
col_9cb97a7b8860ccf9,raw_18804f1d68df2cc2,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-10.zip,quote_asset_volume,float64,31,0,declared_headerless_schema
col_603c6262a5983d32,raw_18804f1d68df2cc2,Binance Vision,data_local/raw/binance/spot/monthly/klines/DOGEUSDT/1d/DOGEUSDT-1d-2022-10.zip,number_of_trades,int64,31,0,declared_headerless_schema
