date,Fees Burnt per Transaction (Mean)
2023-08-14,0.0022247603631013
2023-08-15,0.0025987595278577
2023-08-16,0.0029836907038905
2023-08-17,0.0038448577062636
2023-08-18,0.0024602554900752
2023-08-19,0.0014900708801069
2023-08-20,0.0016948928729675
2023-08-21,0.0024018873560229
2023-08-22,0.0032228874764223
2023-08-23,0.0023126720128052
2023-08-24,0.0020296045733313
2023-08-25,0.0023475797294095
2023-08-26,0.0013987870757724
2023-08-27,0.0014999167961668
2023-08-28,0.0028203155298179
2023-08-29,0.0033324790030715
2023-08-30,0.0023884822888128
2023-08-31,0.0023321639505098
2023-09-01,0.0018990558408704
2023-09-02,0.0012619036957244
2023-09-03,0.0012373914651492
2023-09-04,0.0017852422585998
2023-09-05,0.0018682448753167
2023-09-06,0.0019374469594498
2023-09-07,0.0019719003805497
2023-09-08,0.0016683775833722
2023-09-09,0.0012049699192171
2023-09-10,0.0011857201559044
2023-09-11,0.0022174330125733
2023-09-12,0.0015025203237473
2023-09-13,0.0012243453220971
2023-09-14,0.0018197336027044
2023-09-15,0.0017627659574518
2023-09-16,0.0011927730189144
2023-09-17,0.0010916376441162
2023-09-18,0.0017282169963266
2023-09-19,0.0013433659008795
2023-09-20,0.001549563961995
2023-09-21,0.0017882496642659
2023-09-22,0.0010463927381692
2023-09-23,0.0009877862864142
2023-09-24,0.0009158485944759
2023-09-25,0.0013598815812894
2023-09-26,0.0015070409256705
2023-09-27,0.0012124276319479
2023-09-28,0.0011882912404943
2023-09-29,0.001005466025487
2023-09-30,0.0008983930921938
2023-10-01,0.0009097566772105
2023-10-02,0.0016935478510245
2023-10-03,0.0012175069638484
2023-10-04,0.0010280260107011
2023-10-05,0.0009863168817283
2023-10-06,0.0008635856853589
2023-10-07,0.0006580423232658
2023-10-08,0.0007281823658936
2023-10-09,0.0008820242787069
2023-10-10,0.0008041677193779
2023-10-11,0.0008437775099171
2023-10-12,0.0008962540667317
2023-10-13,0.0008679600543293
2023-10-14,0.0006535676919691
2023-10-15,0.0006819721055787
2023-10-16,0.0011841731724154
2023-10-17,0.0009557529101483
2023-10-18,0.0010289729033683
2023-10-19,0.0010143896686897
2023-10-20,0.0013183065718604
2023-10-21,0.0009257046162158
2023-10-22,0.0009187684594535
2023-10-23,0.0021208229102242
2023-10-24,0.0026148805058656
2023-10-25,0.0024772794659395
2023-10-26,0.0024226693986263
2023-10-27,0.0019407091228077
2023-10-28,0.0014965060479174
2023-10-29,0.0014107388088398
2023-10-30,0.0021542064765411
2023-10-31,0.0023972729084216
2023-11-01,0.002551910085745
2023-11-02,0.002661405368349
2023-11-03,0.0021517131599169
2023-11-04,0.0017366687667749
2023-11-05,0.00198568479108
2023-11-06,0.0029354789632396
2023-11-07,0.0028330663418531
2023-11-08,0.0032259707032211
2023-11-09,0.0047712979788654
2023-11-10,0.0036669325601586
2023-11-11,0.0028429538879157
2023-11-12,0.0028210516833497
2023-11-13,0.0045878554787308
2023-11-14,0.0037284870183978
2023-11-15,0.0034276320929027
2023-11-16,0.0034152303563919
2023-11-17,0.0027707456915935
2023-11-18,0.0020759636500258
2023-11-19,0.0022300800882172
2023-11-20,0.0037045514210669
2023-11-21,0.0038321829435249
2023-11-22,0.0036958672011917
2023-11-23,0.0031385683810977
2023-11-24,0.0028651932454997
2023-11-25,0.0024395012169119
2023-11-26,0.0026244922265664
2023-11-27,0.0032104262271545
2023-11-28,0.003680646932974
2023-11-29,0.0035177670509024
2023-11-30,0.004292115607238
2023-12-01,0.0042015607778798
2023-12-02,0.0030148822334792
2023-12-03,0.0034068718587873
2023-12-04,0.004353727171049
2023-12-05,0.0050557376618603
2023-12-06,0.0053718876828613
2023-12-07,0.0045683246884936
2023-12-08,0.0038455007665789
2023-12-09,0.0032645867207962
2023-12-10,0.002949393956753
2023-12-11,0.003625406770364
2023-12-12,0.0042602298660288
2023-12-13,0.0047127511764114
2023-12-14,0.0041870948297296
2023-12-15,0.0052313218259608
2023-12-16,0.005212100585223
2023-12-17,0.0039063607508537
2023-12-18,0.0055393948852222
2023-12-19,0.0050294950357206
2023-12-20,0.0046931249192033
2023-12-21,0.0035299193877022
2023-12-22,0.0029389929451944
2023-12-23,0.0020916969489562
2023-12-24,0.0019903101595509
2023-12-25,0.0021023460538098
2023-12-26,0.0017731140666079
2023-12-27,0.0025746088799461
2023-12-28,0.0026899474043936
2023-12-29,0.0022792914536193
2023-12-30,0.0018710492279021
2023-12-31,0.001402781770443
2024-01-01,0.001165024888464
2024-01-02,0.0017748189191858
2024-01-03,0.003334889499089
2024-01-04,0.0021312032180314
2024-01-05,0.0019179118763595
2024-01-06,0.001850639962567
2024-01-07,0.002981146452088
2024-01-08,0.0023791890904635
2024-01-09,0.0020492792152694
2024-01-10,0.0032804688093285
2024-01-11,0.0028121073692575
2024-01-12,0.0021435841308492
2024-01-13,0.0014878169108374
2024-01-14,0.0017088610570301
2024-01-15,0.0020639991077301
2024-01-16,0.0027388660033264
2024-01-17,0.0032414400489272
2024-01-18,0.0030132151532409
2024-01-19,0.0026542800902654
2024-01-20,0.0016275188760412
2024-01-21,0.0012353292168958
2024-01-22,0.0017795236380599
2024-01-23,0.0014944875098916
2024-01-24,0.0012136656595176
2024-01-25,0.0022128969581825
2024-01-26,0.0017631337715802
2024-01-27,0.0012121959554338
2024-01-28,0.0011362360347528
2024-01-29,0.0013304098877924
2024-01-30,0.0023908677710289
2024-01-31,0.0023235481667474
2024-02-01,0.0026233627794417
2024-02-02,0.0020393661088217
2024-02-03,0.0018515376716825
2024-02-04,0.0016196681366543
2024-02-05,0.0018249135174703
2024-02-06,0.0035447772194917
2024-02-07,0.0037427769913471
2024-02-08,0.0056932503141844
2024-02-09,0.0066852445029766
2024-02-10,0.0037519506855319
2024-02-11,0.0028952169236423
2024-02-12,0.0043937978999278
2024-02-13,0.0029622464426765
2024-02-14,0.0024732289193387
2024-02-15,0.0032318412376941
2024-02-16,0.0024584594246747
2024-02-17,0.0019313843953404
2024-02-18,0.0021569560821763
2024-02-19,0.0031049388346614
2024-02-20,0.0034494645590136
2024-02-21,0.0038573725960953
2024-02-22,0.0047166983657153
2024-02-23,0.0037760310742799
2024-02-24,0.0027218785411978
2024-02-25,0.0027685338544028
2024-02-26,0.0035975636231293
2024-02-27,0.0042081904778604
2024-02-28,0.0052087867245457
2024-02-29,0.0059608104480267
2024-03-01,0.0047987406020638
2024-03-02,0.0042681307996092
2024-03-03,0.0046007820086609
2024-03-04,0.0067097263508439
2024-03-05,0.007543400166382
2024-03-06,0.0067790565944752
2024-03-07,0.0059823407132823
2024-03-08,0.005318291559891
2024-03-09,0.005046719680464
2024-03-10,0.0053488109759556
2024-03-11,0.0057064078939415
2024-03-12,0.0051488551614932
2024-03-13,0.004954372058495
2024-03-14,0.0042888738120423
2024-03-15,0.0034448921202017
2024-03-16,0.0028008492046823
2024-03-17,0.0025427204997839
2024-03-18,0.0029799338573761
2024-03-19,0.0030701340835047
2024-03-20,0.0027892212841372
2024-03-21,0.0024573560960213
2024-03-22,0.0019981708394149
2024-03-23,0.0015443170690141
2024-03-24,0.0015988903475843
2024-03-25,0.0021266840818893
2024-03-26,0.0025022011814382
2024-03-27,0.0028810921644342
2024-03-28,0.0027360338635686
2024-03-29,0.0021198814100984
2024-03-30,0.0018839713986474
2024-03-31,0.0017723714442214
2024-04-01,0.0020872765145731
2024-04-02,0.0031779391412848
2024-04-03,0.0027259136431511
2024-04-04,0.0023807426032238
2024-04-05,0.0017051082808226
2024-04-06,0.0011477757707286
2024-04-07,0.0013508906448788
2024-04-08,0.0020105196142804
2024-04-09,0.0022943849435247
2024-04-10,0.0016874005765974
2024-04-11,0.0017194270229557
2024-04-12,0.0022815348905847
2024-04-13,0.0039287892468079
2024-04-14,0.0011605340707319
2024-04-15,0.0013322937277484
2024-04-16,0.0010345065466515
2024-04-17,0.001677742525567
2024-04-18,0.0010664266488028
2024-04-19,0.0010301811899902
2024-04-20,0.0007002057371288
2024-04-21,0.0007027793135546
2024-04-22,0.0009300479167654
2024-04-23,0.0010801950104805
2024-04-24,0.0012977621133102
2024-04-25,0.0010390383650582
2024-04-26,0.0006454636223907
2024-04-27,0.0005699549807397
2024-04-28,0.000619390931608
2024-04-29,0.000769256211202
2024-04-30,0.0012114198164149
2024-05-01,0.0008264510022913
2024-05-02,0.0007046040401739
2024-05-03,0.0006314201785165
2024-05-04,0.0005334759751842
2024-05-05,0.0005327828982273
2024-05-06,0.0005485332231518
2024-05-07,0.0005466774166774
2024-05-08,0.0004718942296128
2024-05-09,0.0004419428946023
2024-05-10,0.0005877789063859
2024-05-11,0.0004503302603472
2024-05-12,0.000384193943149
2024-05-13,0.0007656823857503
2024-05-14,0.0006372666829665
2024-05-15,0.0006587119589646
2024-05-16,0.0004548416398108
2024-05-17,0.000552920698459
2024-05-18,0.0003382517942165
2024-05-19,0.0003412504482846
2024-05-20,0.0013802815403112
2024-05-21,0.001256585075312
2024-05-22,0.0009758065031731
2024-05-23,0.0010932381900252
2024-05-24,0.0007516245092063
2024-05-25,0.0004225548246305
2024-05-26,0.0005106608078697
2024-05-27,0.0013915127017529
2024-05-28,0.001553512859092
2024-05-29,0.0010722733353997
2024-05-30,0.0012000969840533
2024-05-31,0.0010489473035482
2024-06-01,0.0006637911996029
2024-06-02,0.0008249533543009
2024-06-03,0.0011035774682666
2024-06-04,0.0008752346171972
2024-06-05,0.001567381791981
2024-06-06,0.0017259131698279
2024-06-07,0.0013597909692493
2024-06-08,0.0006591695237102
2024-06-09,0.0006015459235583
2024-06-10,0.0008825298549096
2024-06-11,0.0011921194565745
2024-06-12,0.0013980465577425
2024-06-13,0.0011993022558526
2024-06-14,0.0008648772913755
2024-06-15,0.0004233666600253
2024-06-16,0.0003442577978613
2024-06-17,0.0006433917786554
2024-06-18,0.0008513205071888
2024-06-19,0.0007054925373036
2024-06-20,0.0008983651594953
2024-06-21,0.0004045618075963
2024-06-22,0.0001965579459478
2024-06-23,0.0002425259895873
2024-06-24,0.0005073412069586
2024-06-25,0.0004647850913522
2024-06-26,0.0004575346072881
2024-06-27,0.0006499232346654
2024-06-28,0.0003766046641335
2024-06-29,0.0001836711329798
2024-06-30,0.0002530620069401
2024-07-01,0.000478579054935
2024-07-02,0.0003987774054092
2024-07-03,0.0007608318166195
2024-07-04,0.0006547342651657
2024-07-05,0.0008231673368522
2024-07-06,0.0001988763544694
2024-07-07,0.0001783057740571
2024-07-08,0.0003367165537805
2024-07-09,0.0003559766918693
2024-07-10,0.000565157272837
2024-07-11,0.0004796485712944
2024-07-12,0.0002689312416515
2024-07-13,0.0002413684400801
2024-07-14,0.000278851587912
2024-07-15,0.0007783869485436
2024-07-16,0.0007446131823309
2024-07-17,0.0008611430307939
2024-07-18,0.0009182599380734
2024-07-19,0.0006129004578608
2024-07-20,0.0003177538425646
2024-07-21,0.0005251072370213
2024-07-22,0.0005099647565487
2024-07-23,0.0004225642029958
2024-07-24,0.0003856407934134
2024-07-25,0.0003982297891049
2024-07-26,0.000224142072775
2024-07-27,0.0003775831898972
2024-07-28,0.000152477618151
2024-07-29,0.0002326928142798
2024-07-30,0.0006221535958094
2024-07-31,0.0006574520157145
2024-08-01,0.0007483050849524
2024-08-02,0.0004453623817802
2024-08-03,0.0001915118036859
2024-08-04,0.0004839724367078
2024-08-05,0.0046087321882379
2024-08-06,0.0003722457986137
2024-08-07,0.0004287828337878
2024-08-08,0.0005629389492596
2024-08-09,0.0003362149151512
2024-08-10,0.0001152815012507
2024-08-11,0.0001509322813382
2024-08-12,0.0004230431695218
2024-08-13,0.000218757547522
2024-08-14,0.0002529323107931
2024-08-15,0.000349624351041
2024-08-16,0.0001586254003745
2024-08-17,0.0001146838110617
2024-08-18,0.0001277295765539
2024-08-19,0.0001636491680758
2024-08-20,0.0001618128137883
2024-08-21,0.0002447788512749
2024-08-22,0.0001274855359576
2024-08-23,0.0001633104504782
2024-08-24,0.0001066568085311
2024-08-25,9.6394767332e-05
2024-08-26,0.0001875784618481
2024-08-27,0.000176420725766
2024-08-28,0.0001590074978554
2024-08-29,0.0001654775847836
2024-08-30,0.0001422989685762
2024-08-31,8.58489544272e-05
2024-09-01,7.93756665249e-05
2024-09-02,0.0003999882865977
2024-09-03,0.0001826559425072
2024-09-04,0.0003770333401725
2024-09-05,0.0004026547429364
2024-09-06,0.0007008930829405
2024-09-07,0.0001641055423543
2024-09-08,0.0001133510889946
2024-09-09,0.0004182254161852
2024-09-10,0.0004889353216172
2024-09-11,0.0002627150673269
2024-09-12,0.0003440248062647
2024-09-13,0.0002896495383567
2024-09-14,0.0001639641079762
2024-09-15,0.0001786772230708
2024-09-16,0.0006790635368709
2024-09-17,0.0007993445596493
2024-09-18,0.00079270696583
2024-09-19,0.0014357446073194
2024-09-20,0.0014325383038947
2024-09-21,0.001258826866277
2024-09-22,0.0010521070143671
2024-09-23,0.0019779707217978
2024-09-24,0.0021044004579432
2024-09-25,0.0019950341075323
2024-09-26,0.001821837009384
2024-09-27,0.0012840933249467
2024-09-28,0.0006825290847113
2024-09-29,0.0007030951036412
2024-09-30,0.0009914173020227
2024-10-01,0.0015483782240783
2024-10-02,0.0010371213579188
2024-10-03,0.0007067671147088
2024-10-04,0.0005859106378707
2024-10-05,0.0005309605348292
2024-10-06,0.0007836342825271
2024-10-07,0.00196637934462
2024-10-08,0.0018111794703039
2024-10-09,0.0019883712536041
2024-10-10,0.0011849343196768
2024-10-11,0.001638996126824
2024-10-12,0.0011701168771772
2024-10-13,0.0011047653496633
2024-10-14,0.0017944865995888
2024-10-15,0.0014863129065887
2024-10-16,0.001248417701855
2024-10-17,0.0016536686781834
2024-10-18,0.0018567863931808
2024-10-19,0.0009935037692829
2024-10-20,0.0008051055265614
2024-10-21,0.0007484860476337
2024-10-22,0.0008913142938797
2024-10-23,0.0011342123867953
2024-10-24,0.0008944224326691
2024-10-25,0.0007013825743515
2024-10-26,0.0005139416025342
2024-10-27,0.0006053846991631
2024-10-28,0.0009938737689756
2024-10-29,0.0010566890916121
2024-10-30,0.0012201573744574
2024-10-31,0.0009636521291601
2024-11-01,0.0007978302209236
2024-11-02,0.0005079364192687
2024-11-03,0.0004406724932928
2024-11-04,0.0005400764494084
2024-11-05,0.000653845376498
2024-11-06,0.0018705203896933
2024-11-07,0.0014630996621582
2024-11-08,0.0011775357669195
2024-11-09,0.0008646292904162
2024-11-10,0.0014887544416803
2024-11-11,0.0020877534588412
2024-11-12,0.0023944073084451
2024-11-13,0.0037500235300386
2024-11-14,0.002488519578135
2024-11-15,0.0016142183724261
2024-11-16,0.0010925526914862
2024-11-17,0.0008892868501283
2024-11-18,0.0011869857649658
2024-11-19,0.0012645701753772
2024-11-20,0.001083752495115
2024-11-21,0.0013620956370298
2024-11-22,0.0010177032538426
2024-11-23,0.0010857882857535
2024-11-24,0.000795483746729
2024-11-25,0.0010371036301502
2024-11-26,0.0008880839310237
2024-11-27,0.0011801097868188
2024-11-28,0.0008395116803088
2024-11-29,0.0008373241953272
2024-11-30,0.0008455348191975
2024-12-01,0.0011634473546669
2024-12-02,0.0020726984944678
2024-12-03,0.0020367872742343
2024-12-04,0.0020090995524235
2024-12-05,0.0017859843000551
2024-12-06,0.0016761312132582
2024-12-07,0.0011097250455691
2024-12-08,0.0008795990290957
2024-12-09,0.0021640318496342
2024-12-10,0.0019601545404908
2024-12-11,0.0015569651439787
2024-12-12,0.001551021084412
2024-12-13,0.0012226267274298
2024-12-14,0.0007713537519948
2024-12-15,0.0007333009327154
2024-12-16,0.0013204461505308
2024-12-17,0.0013279155760391
2024-12-18,0.0014692685786778
2024-12-19,0.0017249680167983
2024-12-20,0.0015979683199481
2024-12-21,0.0006726629500063
2024-12-22,0.000521918745303
2024-12-23,0.0007739287159358
2024-12-24,0.0005567319176985
2024-12-25,0.000461464294225
2024-12-26,0.0005452619514915
2024-12-27,0.0004959030698104
2024-12-28,0.0003794199869114
2024-12-29,0.0003639151906724
2024-12-30,0.0005398640010557
2024-12-31,0.0007535990957741
2025-01-01,0.0017102694907067
2025-01-02,0.0021485191081396
2025-01-03,0.0009741382475982
2025-01-04,0.0008039928253155
2025-01-05,0.0006636825835075
2025-01-06,0.0011264228059578
2025-01-07,0.000877455175803
2025-01-08,0.0007584151483627
2025-01-09,0.000628258688912
2025-01-10,0.0005289681240233
2025-01-11,0.0002880981629776
2025-01-12,0.0002287382054593
2025-01-13,0.0006293739053771
2025-01-14,0.0005051051473282
2025-01-15,0.0006483945019713
2025-01-16,0.0005431075075756
2025-01-17,0.0006876702387343
2025-01-18,0.00123171268272
2025-01-19,0.0031851594080432
2025-01-20,0.0026887753739065
2025-01-21,0.0011332359163143
2025-01-22,0.0007769335234396
2025-01-23,0.0008535989095514
2025-01-24,0.0007799039645886
2025-01-25,0.0004145364940004
2025-01-26,0.0003964371242261
2025-01-27,0.0007892995764362
2025-01-28,0.0004667648243865
2025-01-29,0.0003020383156785
2025-01-30,0.0002847016940137
2025-01-31,0.000371768499244
2025-02-01,0.0002314080996302
2025-02-02,0.0007077445529272
2025-02-03,0.0027390542029632
2025-02-04,0.0002433518479882
2025-02-05,0.0001588935605535
2025-02-06,0.000163699009378
2025-02-07,0.0001294879428182
2025-02-08,9.67485553197e-05
2025-02-09,0.0001033193616618
2025-02-10,9.61817661752e-05
2025-02-11,0.0001335366267364
2025-02-12,0.0001534147340223
2025-02-13,0.0001397176176089
2025-02-14,0.0001017047702603
2025-02-15,8.45504577608e-05
2025-02-16,8.32060890053e-05
2025-02-17,0.0007542035778342
2025-02-18,0.0001231717056688
2025-02-19,8.14685160273e-05
2025-02-20,8.80594969244e-05
2025-02-21,0.0001914994677257
2025-02-22,8.13073523373e-05
2025-02-23,8.90993682866e-05
2025-02-24,0.000127833531763
2025-02-25,0.0002675735349947
2025-02-26,0.0001453322339504
2025-02-27,7.97461451539e-05
2025-02-28,0.0001757943213235
2025-03-01,9.35182280234e-05
2025-03-02,0.0004414801001576
2025-03-03,0.0001468298957055
2025-03-04,0.0001583443761995
2025-03-05,7.54622251713e-05
2025-03-06,8.6761021199e-05
2025-03-07,9.77217529009e-05
2025-03-08,7.95201550907e-05
2025-03-09,8.80132016728e-05
2025-03-10,0.0003689777013388
2025-03-11,0.0001672827277468
2025-03-12,7.75960814876e-05
2025-03-13,7.15142373776e-05
2025-03-14,6.64628464498e-05
2025-03-15,6.06790934849e-05
2025-03-16,6.89905489447e-05
2025-03-17,6.06888489464e-05
2025-03-18,5.27480488387e-05
2025-03-19,7.5856535416e-05
2025-03-20,6.44069076308e-05
2025-03-21,5.09500251702e-05
2025-03-22,5.06380202365e-05
2025-03-23,5.10522659061e-05
2025-03-24,7.40237748011e-05
2025-03-25,5.50889244592e-05
2025-03-26,6.43990288929e-05
2025-03-27,6.18208836551e-05
2025-03-28,6.30026308369e-05
2025-03-29,5.49855650346e-05
2025-03-30,5.10811962058e-05
2025-03-31,7.21389829282e-05
2025-04-01,9.1551656648e-05
2025-04-02,9.05423690916e-05
2025-04-03,9.72542289773e-05
2025-04-04,6.33254674027e-05
2025-04-05,5.26414956068e-05
2025-04-06,0.0003248620418348
2025-04-07,0.0005291236181225
2025-04-08,8.77475929614e-05
2025-04-09,0.0002920245222072
2025-04-10,0.0002520830729751
2025-04-11,9.23085233607e-05
2025-04-12,7.58171012391e-05
2025-04-13,5.75738178922e-05
2025-04-14,0.0001544812671939
2025-04-15,6.2683821404e-05
2025-04-16,5.19370780958e-05
2025-04-17,5.57113455896e-05
2025-04-18,4.53452032085e-05
2025-04-19,4.5470157053e-05
2025-04-20,4.46888158479e-05
2025-04-21,5.94502708247e-05
2025-04-22,0.0002077679033316
2025-04-23,0.0001348868208178
2025-04-24,0.0002419138334943
2025-04-25,0.0001240894045549
2025-04-26,6.29430293592e-05
2025-04-27,4.73745789831e-05
2025-04-28,5.98295686932e-05
2025-04-29,5.45539612398e-05
2025-04-30,6.68966178895e-05
2025-05-01,8.66128780114e-05
2025-05-02,5.71172870972e-05
2025-05-03,4.58789459765e-05
2025-05-04,4.48976235451e-05
2025-05-05,4.61618836127e-05
2025-05-06,7.96087863627e-05
2025-05-07,0.000150854952177
2025-05-08,0.0006553489439741
2025-05-09,0.0004282183980721
2025-05-10,0.0003306216883334
2025-05-11,0.0003531128935904
2025-05-12,0.0004714185099886
2025-05-13,0.0003760578000589
2025-05-14,0.0001993867475842
2025-05-15,0.0002522969965344
2025-05-16,0.0001727475009619
2025-05-17,7.3770336749e-05
2025-05-18,8.35486286693e-05
2025-05-19,0.0001171655787754
2025-05-20,0.0001316699992085
2025-05-21,0.0002282940753905
2025-05-22,0.0003374817621669
2025-05-23,0.000209205678612
2025-05-24,6.09778624319e-05
2025-05-25,5.83530668429e-05
2025-05-26,0.0001065864303417
2025-05-27,0.0003564973796826
2025-05-28,0.0003010246205054
2025-05-29,0.0002827539657332
2025-05-30,0.0002841079212521
2025-05-31,0.0001070969570146
2025-06-01,0.000114005238138
2025-06-02,0.000245145814469
2025-06-03,0.0002782772266582
2025-06-04,0.0002676332431313
2025-06-05,0.0003881978114868
2025-06-06,0.000186509538536
2025-06-07,8.62840308375e-05
2025-06-08,6.6885279395e-05
2025-06-09,0.0002274544321828
2025-06-10,0.0003104661230176
2025-06-11,0.0002593934539341
2025-06-12,0.000249806304288
2025-06-13,0.0001959276135275
2025-06-14,5.0718804794e-05
2025-06-15,5.54932638558e-05
2025-06-16,0.0001367653266499
2025-06-17,0.0001464455597628
2025-06-18,9.50729300234e-05
2025-06-19,0.0001267894124252
2025-06-20,0.0001192566869117
2025-06-21,6.58945947509e-05
2025-06-22,0.0002243727490139
2025-06-23,0.000380770932521
2025-06-24,0.0003265873440232
2025-06-25,0.0002818798637161
2025-06-26,0.0001516163321324
2025-06-27,9.90448738801e-05
2025-06-28,4.46274875259e-05
2025-06-29,4.14806272444e-05
2025-06-30,0.000160984537701
2025-07-01,0.0001243377285661
2025-07-02,0.0001199113882543
2025-07-03,9.23188462456e-05
2025-07-04,6.93075755436e-05
2025-07-05,3.19103216629e-05
2025-07-06,3.93037446376e-05
2025-07-07,0.0001406746634701
2025-07-08,0.000101994723409
2025-07-09,0.0002190292062449
2025-07-10,0.0003287231823635
2025-07-11,0.0003457712097451
2025-07-12,7.81728301933e-05
2025-07-13,9.04645502429e-05
2025-07-14,0.0003185705439549
2025-07-15,0.0002194819483111
2025-07-16,0.0004380179727328
2025-07-17,0.0005999286294135
2025-07-18,0.0003628482206592
2025-07-19,8.71533499025e-05
2025-07-20,0.0001510374638839
2025-07-21,0.0001607987348316
2025-07-22,0.0001042347856485
2025-07-23,9.26456391084e-05
2025-07-24,7.09096297357e-05
2025-07-25,4.05066120922e-05
2025-07-26,3.02215381188e-05
2025-07-27,2.85453029208e-05
2025-07-28,5.29596952485e-05
2025-07-29,0.0001450492065956
2025-07-30,0.0002009943433145
2025-07-31,0.0002137464788432
2025-08-01,6.04921088129e-05
2025-08-02,3.11219811419e-05
2025-08-03,2.61596163976e-05
2025-08-04,3.7867474006e-05
2025-08-05,8.31961611698e-05
2025-08-06,3.89764231102e-05
2025-08-07,5.17540136987e-05
2025-08-08,7.30841872195e-05
2025-08-09,6.0976522298e-05
2025-08-10,4.2574903965e-05
2025-08-11,7.19336684773e-05
2025-08-12,0.0001247492809681
2025-08-13,0.0001546921350931
2025-08-14,0.0001602034216794
2025-08-15,6.79905091975e-05
2025-08-16,2.53152404929e-05
2025-08-17,2.1632231896e-05
2025-08-18,4.19346934237e-05
2025-08-19,4.5073329094e-05
2025-08-20,5.8976522738e-05
2025-08-21,3.69972445064e-05
2025-08-22,0.0001806762430427
2025-08-23,3.73362448257e-05
2025-08-24,4.41275595635e-05
2025-08-25,5.56467358724e-05
2025-08-26,5.61089762217e-05
2025-08-27,8.42711505923e-05
2025-08-28,5.66276493638e-05
2025-08-29,4.7723680863e-05
2025-08-30,2.07705820308e-05
2025-08-31,1.99594526658e-05
2025-09-01,0.0006458248811642
2025-09-02,3.71244898438e-05
2025-09-03,5.22232916394e-05
2025-09-04,5.43027673384e-05
2025-09-05,4.31664272106e-05
2025-09-06,2.79839205967e-05
2025-09-07,1.90264208936e-05
2025-09-08,5.11673694239e-05
2025-09-09,4.73782872718e-05
2025-09-10,5.4798278905e-05
2025-09-11,3.13887967502e-05
2025-09-12,3.95355498353e-05
2025-09-13,2.23475480843e-05
2025-09-14,1.76619479085e-05
2025-09-15,0.0001264142089613
2025-09-16,6.18604962683e-05
2025-09-17,4.65606060524e-05
2025-09-18,0.0001506303608432
2025-09-19,4.58629657497e-05
2025-09-20,2.1411446925e-05
2025-09-21,1.59019859468e-05
2025-09-22,4.82080921565e-05
2025-09-23,3.1533664247e-05
2025-09-24,3.05381729271e-05
2025-09-25,0.0001416108891747
2025-09-26,4.86050859725e-05
2025-09-27,2.46485584339e-05
2025-09-28,3.78070429209e-05
2025-09-29,0.0002843025105679
2025-09-30,5.88570125013e-05
2025-10-01,5.30770825421e-05
2025-10-02,5.60156272291e-05
2025-10-03,4.71910754006e-05
2025-10-04,1.51208820639e-05
2025-10-05,1.54360955968e-05
2025-10-06,8.0198602419e-05
2025-10-07,7.15150722529e-05
2025-10-08,3.06324800983e-05
2025-10-09,4.56519460109e-05
2025-10-10,0.0015675075689722
2025-10-11,0.0002053336085528
2025-10-12,5.46541952615e-05
2025-10-13,4.48942655333e-05
2025-10-14,5.58672839647e-05
2025-10-15,4.61550651493e-05
2025-10-16,5.90097222954e-05
2025-10-17,0.0001267760965606
2025-10-18,1.71176976374e-05
2025-10-19,1.63918882296e-05
2025-10-20,1.85670025842e-05
2025-10-21,3.47823558724e-05
2025-10-22,2.11105717589e-05
2025-10-23,1.70099048907e-05
2025-10-24,2.209919445e-05
2025-10-25,1.1087733918e-05
2025-10-26,1.46745500001e-05
2025-10-27,6.42430436898e-05
2025-10-28,2.09578815071e-05
2025-10-29,3.56113343965e-05
2025-10-30,5.21318335817e-05
2025-10-31,2.19189643497e-05
2025-11-01,9.9795407707e-06
2025-11-02,1.31971685625e-05
2025-11-03,0.0001115147453011
2025-11-04,0.0002697639661945
2025-11-05,6.86501287734e-05
2025-11-06,0.0002124843516603
2025-11-07,0.0001159741332788
2025-11-08,1.53280838049e-05
2025-11-09,1.06180887318e-05
2025-11-10,3.80497781375e-05
2025-11-11,2.90627698407e-05
2025-11-12,2.89390776827e-05
2025-11-13,6.23974903779e-05
2025-11-14,6.2982545725e-05
2025-11-15,8.5779852687e-06
2025-11-16,1.74123254738e-05
2025-11-17,5.09741472756e-05
2025-11-18,3.81718058106e-05
2025-11-19,5.36525590047e-05
2025-11-20,8.26856062089e-05
2025-11-21,0.0001269586668607
2025-11-22,1.16035321752e-05
2025-11-23,1.08872672718e-05
2025-11-24,2.70692973372e-05
2025-11-25,2.20731832387e-05
2025-11-26,1.00529837456e-05
2025-11-27,6.2028743329e-06
2025-11-28,9.77771666e-06
2025-11-29,6.6192587228e-06
2025-11-30,6.2455281376e-06
2025-12-01,2.20174034187e-05
2025-12-02,1.30540021293e-05
2025-12-03,4.6132569562e-06
2025-12-04,4.763603067e-06
2025-12-05,5.0867367439e-06
2025-12-06,3.9415696423e-06
2025-12-07,5.86875568012e-05
2025-12-08,5.34342960635e-05
2025-12-09,4.0443150593e-05
2025-12-10,2.33389157308e-05
2025-12-11,1.77759761908e-05
2025-12-12,1.38982695304e-05
2025-12-13,6.6992031342e-06
2025-12-14,8.1607251651e-06
2025-12-15,1.36688223115e-05
2025-12-16,6.2193010767e-06
2025-12-17,1.0507764832e-05
2025-12-18,9.0437957446e-06
2025-12-19,1.64605480418e-05
2025-12-20,3.5650716953e-06
2025-12-21,4.0275551127e-06
2025-12-22,4.2683558125e-06
2025-12-23,4.8095146581e-06
2025-12-24,4.1154423673e-06
