date,timestamp_utc,Fees Burnt per Transaction USD (Median)
2023-07-14,2023-07-14T00:00:00Z,2.022866575206742
2023-07-15,2023-07-15T00:00:00Z,1.3298200560893427
2023-07-16,2023-07-16T00:00:00Z,1.4427760590180672
2023-07-17,2023-07-17T00:00:00Z,2.059464132363896
2023-07-18,2023-07-18T00:00:00Z,2.755841580254453
2023-07-19,2023-07-19T00:00:00Z,2.194712686093073
2023-07-20,2023-07-20T00:00:00Z,2.424230265404554
2023-07-21,2023-07-21T00:00:00Z,2.279118308478788
2023-07-22,2023-07-22T00:00:00Z,1.836929217988645
2023-07-23,2023-07-23T00:00:00Z,1.9325785286247472
2023-07-24,2023-07-24T00:00:00Z,2.847373044599589
2023-07-25,2023-07-25T00:00:00Z,2.793413944088269
2023-07-26,2023-07-26T00:00:00Z,2.359728755616976
2023-07-27,2023-07-27T00:00:00Z,2.6616042152740365
2023-07-28,2023-07-28T00:00:00Z,2.8500228494099216
2023-07-29,2023-07-29T00:00:00Z,2.188788234146388
2023-07-30,2023-07-30T00:00:00Z,1.595465328211587
2023-07-31,2023-07-31T00:00:00Z,1.870875710894451
2023-08-01,2023-08-01T00:00:00Z,1.949827706018716
2023-08-02,2023-08-02T00:00:00Z,2.112554684503075
2023-08-03,2023-08-03T00:00:00Z,1.8386229292721048
2023-08-04,2023-08-04T00:00:00Z,1.5764059196309346
2023-08-05,2023-08-05T00:00:00Z,1.2774950641521026
2023-08-06,2023-08-06T00:00:00Z,1.199080651395892
2023-08-07,2023-08-07T00:00:00Z,1.9409631946354216
2023-08-08,2023-08-08T00:00:00Z,1.945096190489592
2023-08-09,2023-08-09T00:00:00Z,1.819717278101981
2023-08-10,2023-08-10T00:00:00Z,2.005184377811364
2023-08-11,2023-08-11T00:00:00Z,1.7054531721931168
2023-08-12,2023-08-12T00:00:00Z,1.3404746558488687
2023-08-13,2023-08-13T00:00:00Z,1.3698202642863844
2023-08-14,2023-08-14T00:00:00Z,1.874302799371665
2023-08-15,2023-08-15T00:00:00Z,2.1688929842554083
2023-08-16,2023-08-16T00:00:00Z,2.57396348435068
2023-08-17,2023-08-17T00:00:00Z,2.613664948651865
2023-08-18,2023-08-18T00:00:00Z,1.900245386682356
2023-08-19,2023-08-19T00:00:00Z,1.2299800318591638
2023-08-20,2023-08-20T00:00:00Z,1.3337463419796416
2023-08-21,2023-08-21T00:00:00Z,1.8840693153146189
2023-08-22,2023-08-22T00:00:00Z,2.3935187597585204
2023-08-23,2023-08-23T00:00:00Z,1.825608259230932
2023-08-24,2023-08-24T00:00:00Z,1.7006966842928917
2023-08-25,2023-08-25T00:00:00Z,1.9382636151614472
2023-08-26,2023-08-26T00:00:00Z,1.0977826068875038
2023-08-27,2023-08-27T00:00:00Z,1.12411386801629
2023-08-28,2023-08-28T00:00:00Z,2.258057110503542
2023-08-29,2023-08-29T00:00:00Z,2.6902182535022314
2023-08-30,2023-08-30T00:00:00Z,1.9655901800506008
2023-08-31,2023-08-31T00:00:00Z,1.7375145092178872
2023-09-01,2023-09-01T00:00:00Z,1.2979662761669308
2023-09-02,2023-09-02T00:00:00Z,0.8461430632526453
2023-09-03,2023-09-03T00:00:00Z,0.8222292463149804
2023-09-04,2023-09-04T00:00:00Z,1.2532967428057684
2023-09-05,2023-09-05T00:00:00Z,1.2526369140234417
2023-09-06,2023-09-06T00:00:00Z,1.3441981258236784
2023-09-07,2023-09-07T00:00:00Z,1.3722313652345572
2023-09-08,2023-09-08T00:00:00Z,1.1259970511724526
2023-09-09,2023-09-09T00:00:00Z,0.892486060107333
2023-09-10,2023-09-10T00:00:00Z,0.7960149600810253
2023-09-11,2023-09-11T00:00:00Z,1.196281956524615
2023-09-12,2023-09-12T00:00:00Z,0.9739690781624272
2023-09-13,2023-09-13T00:00:00Z,0.9212495612245296
2023-09-14,2023-09-14T00:00:00Z,1.221578416883107
2023-09-15,2023-09-15T00:00:00Z,1.1955830691379108
2023-09-16,2023-09-16T00:00:00Z,0.8257143727616254
2023-09-17,2023-09-17T00:00:00Z,0.7385732751788995
2023-09-18,2023-09-18T00:00:00Z,1.159353100485138
2023-09-19,2023-09-19T00:00:00Z,0.9813907994660798
2023-09-20,2023-09-20T00:00:00Z,1.0616784766190643
2023-09-21,2023-09-21T00:00:00Z,1.1311266365110837
2023-09-22,2023-09-22T00:00:00Z,0.7271342831853269
2023-09-23,2023-09-23T00:00:00Z,0.5985347474127872
2023-09-24,2023-09-24T00:00:00Z,0.6000019123872173
2023-09-25,2023-09-25T00:00:00Z,0.9265906561758024
2023-09-26,2023-09-26T00:00:00Z,1.133365258988326
2023-09-27,2023-09-27T00:00:00Z,0.8156249698242429
2023-09-28,2023-09-28T00:00:00Z,0.8354741484508457
2023-09-29,2023-09-29T00:00:00Z,0.7178181257052003
2023-09-30,2023-09-30T00:00:00Z,0.6552412810268294
2023-10-01,2023-10-01T00:00:00Z,0.654487165280718
2023-10-02,2023-10-02T00:00:00Z,1.250622374795564
2023-10-03,2023-10-03T00:00:00Z,0.8810427715177789
2023-10-04,2023-10-04T00:00:00Z,0.7384511851087083
2023-10-05,2023-10-05T00:00:00Z,0.6499223614036309
2023-10-06,2023-10-06T00:00:00Z,0.5991432679270016
2023-10-07,2023-10-07T00:00:00Z,0.4569411271615247
2023-10-08,2023-10-08T00:00:00Z,0.4886249281675115
2023-10-09,2023-10-09T00:00:00Z,0.6011185348578028
2023-10-10,2023-10-10T00:00:00Z,0.5475267247268784
2023-10-11,2023-10-11T00:00:00Z,0.5825637133087795
2023-10-12,2023-10-12T00:00:00Z,0.5844066749084103
2023-10-13,2023-10-13T00:00:00Z,0.5665439275420334
2023-10-14,2023-10-14T00:00:00Z,0.4138625097420202
2023-10-15,2023-10-15T00:00:00Z,0.4468998740735466
2023-10-16,2023-10-16T00:00:00Z,0.7670425696523177
2023-10-17,2023-10-17T00:00:00Z,0.6598557396917458
2023-10-18,2023-10-18T00:00:00Z,0.6988783225123294
2023-10-19,2023-10-19T00:00:00Z,0.726401803317215
2023-10-20,2023-10-20T00:00:00Z,0.9358425683999784
2023-10-21,2023-10-21T00:00:00Z,0.6260785995744118
2023-10-22,2023-10-22T00:00:00Z,0.6486063926147947
2023-10-23,2023-10-23T00:00:00Z,1.5962762029489637
2023-10-24,2023-10-24T00:00:00Z,2.1209095311662853
2023-10-25,2023-10-25T00:00:00Z,1.945118066423639
2023-10-26,2023-10-26T00:00:00Z,2.0118706599988374
2023-10-27,2023-10-27T00:00:00Z,1.589426438928333
2023-10-28,2023-10-28T00:00:00Z,1.226112429671072
2023-10-29,2023-10-29T00:00:00Z,1.1013375772393694
2023-10-30,2023-10-30T00:00:00Z,1.8800833955651943
2023-10-31,2023-10-31T00:00:00Z,2.025049096685317
2023-11-01,2023-11-01T00:00:00Z,2.016550422241148
2023-11-02,2023-11-02T00:00:00Z,2.219963162595629
2023-11-03,2023-11-03T00:00:00Z,1.766135758770025
2023-11-04,2023-11-04T00:00:00Z,1.4232402846629522
2023-11-05,2023-11-05T00:00:00Z,1.734322136318142
2023-11-06,2023-11-06T00:00:00Z,2.694094245220212
2023-11-07,2023-11-07T00:00:00Z,2.486230806058346
2023-11-08,2023-11-08T00:00:00Z,2.76754540842245
2023-11-09,2023-11-09T00:00:00Z,4.3106406840221005
2023-11-10,2023-11-10T00:00:00Z,3.669249044942801
2023-11-11,2023-11-11T00:00:00Z,2.614544292241672
2023-11-12,2023-11-12T00:00:00Z,2.596754908593973
2023-11-13,2023-11-13T00:00:00Z,4.384086140428316
2023-11-14,2023-11-14T00:00:00Z,3.56153729776513
2023-11-15,2023-11-15T00:00:00Z,3.2846345175217664
2023-11-16,2023-11-16T00:00:00Z,3.05248869488831
2023-11-17,2023-11-17T00:00:00Z,2.5038834942208434
2023-11-18,2023-11-18T00:00:00Z,1.826299190750441
2023-11-19,2023-11-19T00:00:00Z,1.950306288755244
2023-11-20,2023-11-20T00:00:00Z,3.3332580406406405
2023-11-21,2023-11-21T00:00:00Z,3.689828614316301
2023-11-22,2023-11-22T00:00:00Z,3.348865385730234
2023-11-23,2023-11-23T00:00:00Z,2.876093163865077
2023-11-24,2023-11-24T00:00:00Z,2.8910378854949665
2023-11-25,2023-11-25T00:00:00Z,2.309358887908456
2023-11-26,2023-11-26T00:00:00Z,2.5224140886571664
2023-11-27,2023-11-27T00:00:00Z,3.2266707531595444
2023-11-28,2023-11-28T00:00:00Z,3.313403366979556
2023-11-29,2023-11-29T00:00:00Z,3.263567976162096
2023-11-30,2023-11-30T00:00:00Z,4.016192713878327
2023-12-01,2023-12-01T00:00:00Z,3.912243012804961
2023-12-02,2023-12-02T00:00:00Z,2.831704013685234
2023-12-03,2023-12-03T00:00:00Z,3.467209993228708
2023-12-04,2023-12-04T00:00:00Z,4.761729552543343
2023-12-05,2023-12-05T00:00:00Z,5.320937062283114
2023-12-06,2023-12-06T00:00:00Z,5.765698929686415
2023-12-07,2023-12-07T00:00:00Z,4.861425341700026
2023-12-08,2023-12-08T00:00:00Z,4.317976506833025
2023-12-09,2023-12-09T00:00:00Z,3.383883550982518
2023-12-10,2023-12-10T00:00:00Z,3.043608182813271
2023-12-11,2023-12-11T00:00:00Z,3.760291101190719
2023-12-12,2023-12-12T00:00:00Z,4.310214981360583
2023-12-13,2023-12-13T00:00:00Z,4.70727470926048
2023-12-14,2023-12-14T00:00:00Z,4.341358912316979
2023-12-15,2023-12-15T00:00:00Z,4.849279854972775
2023-12-16,2023-12-16T00:00:00Z,4.585292160832874
2023-12-17,2023-12-17T00:00:00Z,3.4418870349887025
2023-12-18,2023-12-18T00:00:00Z,4.992859187413457
2023-12-19,2023-12-19T00:00:00Z,5.099284375863681
2023-12-20,2023-12-20T00:00:00Z,4.8936462130608165
2023-12-21,2023-12-21T00:00:00Z,3.7364314894368142
2023-12-22,2023-12-22T00:00:00Z,3.0172065354051414
2023-12-23,2023-12-23T00:00:00Z,2.1651640781591586
2023-12-24,2023-12-24T00:00:00Z,2.145977531917012
2023-12-25,2023-12-25T00:00:00Z,1.9057187151773265
2023-12-26,2023-12-26T00:00:00Z,1.6715587950722737
2023-12-27,2023-12-27T00:00:00Z,2.5921257152839714
2023-12-28,2023-12-28T00:00:00Z,2.8757877123262103
2023-12-29,2023-12-29T00:00:00Z,2.4130895449777503
2023-12-30,2023-12-30T00:00:00Z,1.8041949859340192
2023-12-31,2023-12-31T00:00:00Z,1.3834402131070995
2024-01-01,2024-01-01T00:00:00Z,1.127301678889194
2024-01-02,2024-01-02T00:00:00Z,1.893444895232547
2024-01-03,2024-01-03T00:00:00Z,2.9073200815179714
2024-01-04,2024-01-04T00:00:00Z,2.232716770718992
2024-01-05,2024-01-05T00:00:00Z,1.862630542587774
2024-01-06,2024-01-06T00:00:00Z,1.5834622119657864
2024-01-07,2024-01-07T00:00:00Z,3.270139400730083
2024-01-08,2024-01-08T00:00:00Z,2.405369917502179
2024-01-09,2024-01-09T00:00:00Z,2.049825582661405
2024-01-10,2024-01-10T00:00:00Z,3.802110443237308
2024-01-11,2024-01-11T00:00:00Z,3.354240648747992
2024-01-12,2024-01-12T00:00:00Z,2.388366673987002
2024-01-13,2024-01-13T00:00:00Z,1.884211265327861
2024-01-14,2024-01-14T00:00:00Z,2.484352061285134
2024-01-15,2024-01-15T00:00:00Z,2.463649617592441
2024-01-16,2024-01-16T00:00:00Z,3.662884386884689
2024-01-17,2024-01-17T00:00:00Z,4.304890487511388
2024-01-18,2024-01-18T00:00:00Z,3.847006113479138
2024-01-19,2024-01-19T00:00:00Z,3.122831068554344
2024-01-20,2024-01-20T00:00:00Z,1.8496883467048983
2024-01-21,2024-01-21T00:00:00Z,1.3238919558343107
2024-01-22,2024-01-22T00:00:00Z,1.8141532738409727
2024-01-23,2024-01-23T00:00:00Z,1.5213384593450865
2024-01-24,2024-01-24T00:00:00Z,1.2207261161619254
2024-01-25,2024-01-25T00:00:00Z,2.336052822450766
2024-01-26,2024-01-26T00:00:00Z,1.997444643471744
2024-01-27,2024-01-27T00:00:00Z,1.3351692262549342
2024-01-28,2024-01-28T00:00:00Z,1.2386004739808716
2024-01-29,2024-01-29T00:00:00Z,1.368158922804206
2024-01-30,2024-01-30T00:00:00Z,2.507693319914984
2024-01-31,2024-01-31T00:00:00Z,2.4100028671458062
2024-02-01,2024-02-01T00:00:00Z,2.772555948230292
2024-02-02,2024-02-02T00:00:00Z,2.253224765155544
2024-02-03,2024-02-03T00:00:00Z,1.9455603795007137
2024-02-04,2024-02-04T00:00:00Z,1.6770003215742222
2024-02-05,2024-02-05T00:00:00Z,1.8629704788489028
2024-02-06,2024-02-06T00:00:00Z,3.3607401509852632
2024-02-07,2024-02-07T00:00:00Z,3.8756050061288754
2024-02-08,2024-02-08T00:00:00Z,5.656003227282857
2024-02-09,2024-02-09T00:00:00Z,6.317145214981529
2024-02-10,2024-02-10T00:00:00Z,3.791440426561346
2024-02-11,2024-02-11T00:00:00Z,2.98360432850263
2024-02-12,2024-02-12T00:00:00Z,3.9446359041893775
2024-02-13,2024-02-13T00:00:00Z,3.2361579509607235
2024-02-14,2024-02-14T00:00:00Z,2.912893497993688
2024-02-15,2024-02-15T00:00:00Z,3.745175965517911
2024-02-16,2024-02-16T00:00:00Z,3.127381383863728
2024-02-17,2024-02-17T00:00:00Z,2.3921952165350584
2024-02-18,2024-02-18T00:00:00Z,2.800332416038103
2024-02-19,2024-02-19T00:00:00Z,4.10243068858804
2024-02-20,2024-02-20T00:00:00Z,4.703935973816069
2024-02-21,2024-02-21T00:00:00Z,5.041892314792413
2024-02-22,2024-02-22T00:00:00Z,5.590102785110957
2024-02-23,2024-02-23T00:00:00Z,5.018813141955971
2024-02-24,2024-02-24T00:00:00Z,3.651415136935485
2024-02-25,2024-02-25T00:00:00Z,3.8161099221610417
2024-02-26,2024-02-26T00:00:00Z,4.971582129057313
2024-02-27,2024-02-27T00:00:00Z,6.472226664845623
2024-02-28,2024-02-28T00:00:00Z,8.000272243136912
2024-02-29,2024-02-29T00:00:00Z,9.043267985410454
2024-03-01,2024-03-01T00:00:00Z,7.821593226690154
2024-03-02,2024-03-02T00:00:00Z,7.14179056556205
2024-03-03,2024-03-03T00:00:00Z,7.49835394259435
2024-03-04,2024-03-04T00:00:00Z,11.643973360304471
2024-03-05,2024-03-05T00:00:00Z,12.480520367886108
2024-03-06,2024-03-06T00:00:00Z,12.252052002247371
2024-03-07,2024-03-07T00:00:00Z,10.859960066007488
2024-03-08,2024-03-08T00:00:00Z,9.723759634407736
2024-03-09,2024-03-09T00:00:00Z,8.986426121054862
2024-03-10,2024-03-10T00:00:00Z,10.112997471915532
2024-03-11,2024-03-11T00:00:00Z,11.129271940467392
2024-03-12,2024-03-12T00:00:00Z,9.801328061406824
2024-03-13,2024-03-13T00:00:00Z,10.25306437219554
2024-03-14,2024-03-14T00:00:00Z,8.559065812699155
2024-03-15,2024-03-15T00:00:00Z,6.461822157367205
2024-03-16,2024-03-16T00:00:00Z,4.925594795728025
2024-03-17,2024-03-17T00:00:00Z,4.454535006591847
2024-03-18,2024-03-18T00:00:00Z,5.3373089544581855
2024-03-19,2024-03-19T00:00:00Z,5.39219912635927
2024-03-20,2024-03-20T00:00:00Z,5.078914191750201
2024-03-21,2024-03-21T00:00:00Z,4.544939392127621
2024-03-22,2024-03-22T00:00:00Z,3.4411448637186948
2024-03-23,2024-03-23T00:00:00Z,2.640029712363901
2024-03-24,2024-03-24T00:00:00Z,2.722274536329073
2024-03-25,2024-03-25T00:00:00Z,3.514365280537948
2024-03-26,2024-03-26T00:00:00Z,4.379319375725004
2024-03-27,2024-03-27T00:00:00Z,4.900177037484522
2024-03-28,2024-03-28T00:00:00Z,4.8318951274872575
2024-03-29,2024-03-29T00:00:00Z,3.777705069474389
2024-03-30,2024-03-30T00:00:00Z,3.316592675032881
2024-03-31,2024-03-31T00:00:00Z,3.251954381602899
2024-04-01,2024-04-01T00:00:00Z,3.5103375439345066
2024-04-02,2024-04-02T00:00:00Z,5.004680856710897
2024-04-03,2024-04-03T00:00:00Z,4.4185498585430345
2024-04-04,2024-04-04T00:00:00Z,3.719726892855937
2024-04-05,2024-04-05T00:00:00Z,2.62428281899614
2024-04-06,2024-04-06T00:00:00Z,1.899196205470268
2024-04-07,2024-04-07T00:00:00Z,2.246676136960257
2024-04-08,2024-04-08T00:00:00Z,3.586582018321969
2024-04-09,2024-04-09T00:00:00Z,3.9615748138776175
2024-04-10,2024-04-10T00:00:00Z,2.965929694505653
2024-04-11,2024-04-11T00:00:00Z,2.918296335804311
2024-04-12,2024-04-12T00:00:00Z,2.82795912862831
2024-04-13,2024-04-13T00:00:00Z,2.62595642090418
2024-04-14,2024-04-14T00:00:00Z,1.7779434877049858
2024-04-15,2024-04-15T00:00:00Z,1.929436280814995
2024-04-16,2024-04-16T00:00:00Z,1.4599226944883965
2024-04-17,2024-04-17T00:00:00Z,2.378044112768994
2024-04-18,2024-04-18T00:00:00Z,1.6222931133161986
2024-04-19,2024-04-19T00:00:00Z,1.5142142191712449
2024-04-20,2024-04-20T00:00:00Z,1.0616572634457524
2024-04-21,2024-04-21T00:00:00Z,1.071829910752476
2024-04-22,2024-04-22T00:00:00Z,1.4458937685042936
2024-04-23,2024-04-23T00:00:00Z,1.7663157056187266
2024-04-24,2024-04-24T00:00:00Z,1.9235398973703213
2024-04-25,2024-04-25T00:00:00Z,1.5388178048522594
2024-04-26,2024-04-26T00:00:00Z,0.9509481754674566
2024-04-27,2024-04-27T00:00:00Z,0.8453435396220249
2024-04-28,2024-04-28T00:00:00Z,0.9454595872465084
2024-04-29,2024-04-29T00:00:00Z,1.2482212086109703
2024-04-30,2024-04-30T00:00:00Z,1.5901929651278353
2024-05-01,2024-05-01T00:00:00Z,1.2414431153497634
2024-05-02,2024-05-02T00:00:00Z,1.0389883091436969
2024-05-03,2024-05-03T00:00:00Z,0.946828092009204
2024-05-04,2024-05-04T00:00:00Z,0.814317577495001
2024-05-05,2024-05-05T00:00:00Z,0.8271646502036679
2024-05-06,2024-05-06T00:00:00Z,0.8228482290766681
2024-05-07,2024-05-07T00:00:00Z,0.8218300854311044
2024-05-08,2024-05-08T00:00:00Z,0.6595216257557657
2024-05-09,2024-05-09T00:00:00Z,0.6300576898779146
2024-05-10,2024-05-10T00:00:00Z,0.7900797436896668
2024-05-11,2024-05-11T00:00:00Z,0.723241906316403
2024-05-12,2024-05-12T00:00:00Z,0.5243427340751645
2024-05-13,2024-05-13T00:00:00Z,0.9945017761975136
2024-05-14,2024-05-14T00:00:00Z,0.8693001048723179
2024-05-15,2024-05-15T00:00:00Z,0.8971719093502036
2024-05-16,2024-05-16T00:00:00Z,0.6360449003061122
2024-05-17,2024-05-17T00:00:00Z,0.7364873095714651
2024-05-18,2024-05-18T00:00:00Z,0.4672296782590295
2024-05-19,2024-05-19T00:00:00Z,0.4609098639990391
2024-05-20,2024-05-20T00:00:00Z,1.645666254480029
2024-05-21,2024-05-21T00:00:00Z,2.1839201250920897
2024-05-22,2024-05-22T00:00:00Z,1.6166746272159458
2024-05-23,2024-05-23T00:00:00Z,1.8748064701946687
2024-05-24,2024-05-24T00:00:00Z,1.3015576952194154
2024-05-25,2024-05-25T00:00:00Z,0.7421027280774748
2024-05-26,2024-05-26T00:00:00Z,0.8791620718769037
2024-05-27,2024-05-27T00:00:00Z,2.385311124673048
2024-05-28,2024-05-28T00:00:00Z,2.7768986685184114
2024-05-29,2024-05-29T00:00:00Z,1.898363898379688
2024-05-30,2024-05-30T00:00:00Z,2.0740629745504817
2024-05-31,2024-05-31T00:00:00Z,1.8595419517966103
2024-06-01,2024-06-01T00:00:00Z,1.1370699358419507
2024-06-02,2024-06-02T00:00:00Z,1.4785016376982345
2024-06-03,2024-06-03T00:00:00Z,2.067203628297216
2024-06-04,2024-06-04T00:00:00Z,1.5511568733794674
2024-06-05,2024-06-05T00:00:00Z,3.029268912018758
2024-06-06,2024-06-06T00:00:00Z,3.1886720580393493
2024-06-07,2024-06-07T00:00:00Z,2.252888238917074
2024-06-08,2024-06-08T00:00:00Z,1.1798062484362672
2024-06-09,2024-06-09T00:00:00Z,1.0106169740185322
2024-06-10,2024-06-10T00:00:00Z,1.53034871477136
2024-06-11,2024-06-11T00:00:00Z,2.021046610383143
2024-06-12,2024-06-12T00:00:00Z,2.531206045055621
2024-06-13,2024-06-13T00:00:00Z,1.959339154089667
2024-06-14,2024-06-14T00:00:00Z,1.4110019429219147
2024-06-15,2024-06-15T00:00:00Z,0.7297839081591898
2024-06-16,2024-06-16T00:00:00Z,0.6060442266378564
2024-06-17,2024-06-17T00:00:00Z,0.9870425990448838
2024-06-18,2024-06-18T00:00:00Z,1.348337153686595
2024-06-19,2024-06-19T00:00:00Z,1.1293362820763293
2024-06-20,2024-06-20T00:00:00Z,1.4870974996547457
2024-06-21,2024-06-21T00:00:00Z,0.6252146692346721
2024-06-22,2024-06-22T00:00:00Z,0.2896032206352899
2024-06-23,2024-06-23T00:00:00Z,0.3685229456116197
2024-06-24,2024-06-24T00:00:00Z,0.7556849386534552
2024-06-25,2024-06-25T00:00:00Z,0.7121834143028755
2024-06-26,2024-06-26T00:00:00Z,0.6071288480923096
2024-06-27,2024-06-27T00:00:00Z,0.9487686028385076
2024-06-28,2024-06-28T00:00:00Z,0.5711832041415473
2024-06-29,2024-06-29T00:00:00Z,0.2594617958166781
2024-06-30,2024-06-30T00:00:00Z,0.3705184984909335
2024-07-01,2024-07-01T00:00:00Z,0.7637174158899638
2024-07-02,2024-07-02T00:00:00Z,0.6247055614820377
2024-07-03,2024-07-03T00:00:00Z,1.1324826526998109
2024-07-04,2024-07-04T00:00:00Z,0.9555355980926398
2024-07-05,2024-07-05T00:00:00Z,1.0073348080082956
2024-07-06,2024-07-06T00:00:00Z,0.2582709309145994
2024-07-07,2024-07-07T00:00:00Z,0.2196012036357816
2024-07-08,2024-07-08T00:00:00Z,0.4390609009859849
2024-07-09,2024-07-09T00:00:00Z,0.4983764764318958
2024-07-10,2024-07-10T00:00:00Z,0.842445546256652
2024-07-11,2024-07-11T00:00:00Z,0.7124877506637031
2024-07-12,2024-07-12T00:00:00Z,0.3952202149737257
2024-07-13,2024-07-13T00:00:00Z,0.2412319545016004
2024-07-14,2024-07-14T00:00:00Z,0.4214946939730206
2024-07-15,2024-07-15T00:00:00Z,1.095475285477886
2024-07-16,2024-07-16T00:00:00Z,1.2063922896189856
2024-07-17,2024-07-17T00:00:00Z,1.486527368145646
2024-07-18,2024-07-18T00:00:00Z,1.6094700602122691
2024-07-19,2024-07-19T00:00:00Z,1.037337729253845
2024-07-20,2024-07-20T00:00:00Z,0.534133911276403
2024-07-21,2024-07-21T00:00:00Z,0.6419958906881547
2024-07-22,2024-07-22T00:00:00Z,0.8783055287462479
2024-07-23,2024-07-23T00:00:00Z,0.7174540569284501
2024-07-24,2024-07-24T00:00:00Z,0.5899384300044584
2024-07-25,2024-07-25T00:00:00Z,0.5805433899560271
2024-07-26,2024-07-26T00:00:00Z,0.3401948825503449
2024-07-27,2024-07-27T00:00:00Z,0.3895451474208403
2024-07-28,2024-07-28T00:00:00Z,0.2239521886573288
2024-07-29,2024-07-29T00:00:00Z,0.3622689149654156
2024-07-30,2024-07-30T00:00:00Z,0.8782847629534413
2024-07-31,2024-07-31T00:00:00Z,0.948164584389384
2024-08-01,2024-08-01T00:00:00Z,1.201169038492938
2024-08-02,2024-08-02T00:00:00Z,0.5217078404695109
2024-08-03,2024-08-03T00:00:00Z,0.217228399917154
2024-08-04,2024-08-04T00:00:00Z,0.2977670073270731
2024-08-05,2024-08-05T00:00:00Z,2.839298365462396
2024-08-06,2024-08-06T00:00:00Z,0.4138952845054548
2024-08-07,2024-08-07T00:00:00Z,0.3849883395141191
2024-08-08,2024-08-08T00:00:00Z,0.5784537722895621
2024-08-09,2024-08-09T00:00:00Z,0.3982902900866246
2024-08-10,2024-08-10T00:00:00Z,0.1283527730071713
2024-08-11,2024-08-11T00:00:00Z,0.1546964388754197
2024-08-12,2024-08-12T00:00:00Z,0.479069774863222
2024-08-13,2024-08-13T00:00:00Z,0.2632106087709288
2024-08-14,2024-08-14T00:00:00Z,0.2596932436566115
2024-08-15,2024-08-15T00:00:00Z,0.3761783623308034
2024-08-16,2024-08-16T00:00:00Z,0.1835092185003236
2024-08-17,2024-08-17T00:00:00Z,0.121204862664794
2024-08-18,2024-08-18T00:00:00Z,0.1388534000205588
2024-08-19,2024-08-19T00:00:00Z,0.2008821105601016
2024-08-20,2024-08-20T00:00:00Z,0.1818481049261126
2024-08-21,2024-08-21T00:00:00Z,0.1869822198005304
2024-08-22,2024-08-22T00:00:00Z,0.1422970575895291
2024-08-23,2024-08-23T00:00:00Z,0.1781587772364763
2024-08-24,2024-08-24T00:00:00Z,0.1186844646310506
2024-08-25,2024-08-25T00:00:00Z,0.1103243376083262
2024-08-26,2024-08-26T00:00:00Z,0.2220449494857128
2024-08-27,2024-08-27T00:00:00Z,0.1624640228386069
2024-08-28,2024-08-28T00:00:00Z,0.1720136292931876
2024-08-29,2024-08-29T00:00:00Z,0.1728679027446877
2024-08-30,2024-08-30T00:00:00Z,0.1360815813131031
2024-08-31,2024-08-31T00:00:00Z,0.0852662701033225
2024-09-01,2024-09-01T00:00:00Z,0.0782657654438904
2024-09-02,2024-09-02T00:00:00Z,0.3494666396100807
2024-09-03,2024-09-03T00:00:00Z,0.1833234506800415
2024-09-04,2024-09-04T00:00:00Z,0.3557257441573976
2024-09-05,2024-09-05T00:00:00Z,0.3725761419418477
2024-09-06,2024-09-06T00:00:00Z,0.4395194103317748
2024-09-07,2024-09-07T00:00:00Z,0.1618915530481187
2024-09-08,2024-09-08T00:00:00Z,0.1159662945465177
2024-09-09,2024-09-09T00:00:00Z,0.3915324233701905
2024-09-10,2024-09-10T00:00:00Z,0.5040715512262828
2024-09-11,2024-09-11T00:00:00Z,0.2609093286293925
2024-09-12,2024-09-12T00:00:00Z,0.3394366171919926
2024-09-13,2024-09-13T00:00:00Z,0.2837211526046574
2024-09-14,2024-09-14T00:00:00Z,0.1754635230607572
2024-09-15,2024-09-15T00:00:00Z,0.1638668821763582
2024-09-16,2024-09-16T00:00:00Z,0.64823619607191
2024-09-17,2024-09-17T00:00:00Z,0.7552293630908922
2024-09-18,2024-09-18T00:00:00Z,0.952334272977253
2024-09-19,2024-09-19T00:00:00Z,1.920814714368358
2024-09-20,2024-09-20T00:00:00Z,1.7492539910011948
2024-09-21,2024-09-21T00:00:00Z,1.624212578355699
2024-09-22,2024-09-22T00:00:00Z,1.4496343814284598
2024-09-23,2024-09-23T00:00:00Z,2.75202450635116
2024-09-24,2024-09-24T00:00:00Z,2.978392674953251
2024-09-25,2024-09-25T00:00:00Z,2.617570602677123
2024-09-26,2024-09-26T00:00:00Z,2.376808672392457
2024-09-27,2024-09-27T00:00:00Z,1.654827071823574
2024-09-28,2024-09-28T00:00:00Z,0.9029088905528004
2024-09-29,2024-09-29T00:00:00Z,0.971520520054384
2024-09-30,2024-09-30T00:00:00Z,1.246931912009408
2024-10-01,2024-10-01T00:00:00Z,1.9677123115444293
2024-10-02,2024-10-02T00:00:00Z,1.1184962083650758
2024-10-03,2024-10-03T00:00:00Z,0.7602625646744692
2024-10-04,2024-10-04T00:00:00Z,0.6713882950551339
2024-10-05,2024-10-05T00:00:00Z,0.5987102777843434
2024-10-06,2024-10-06T00:00:00Z,0.9334677288967254
2024-10-07,2024-10-07T00:00:00Z,2.157741450362987
2024-10-08,2024-10-08T00:00:00Z,2.303440559644072
2024-10-09,2024-10-09T00:00:00Z,2.2695042572951936
2024-10-10,2024-10-10T00:00:00Z,1.36802214519985
2024-10-11,2024-10-11T00:00:00Z,2.0353968411117256
2024-10-12,2024-10-12T00:00:00Z,1.352060379458612
