date,timestamp_utc,Fees Burnt per Transaction (Median)
2023-07-05,2023-07-05T00:00:00Z,0.0022997475829318
2023-07-06,2023-07-06T00:00:00Z,0.0017764481323093
2023-07-07,2023-07-07T00:00:00Z,0.0014868253535293
2023-07-08,2023-07-08T00:00:00Z,0.0008975024209346
2023-07-09,2023-07-09T00:00:00Z,0.000849152062962
2023-07-10,2023-07-10T00:00:00Z,0.0009338174783707
2023-07-11,2023-07-11T00:00:00Z,0.0009599318242928
2023-07-12,2023-07-12T00:00:00Z,0.0012134086299204
2023-07-13,2023-07-13T00:00:00Z,0.0013223901562715
2023-07-14,2023-07-14T00:00:00Z,0.001046312975925
2023-07-15,2023-07-15T00:00:00Z,0.0006952038683342
2023-07-16,2023-07-16T00:00:00Z,0.0007833814214155
2023-07-17,2023-07-17T00:00:00Z,0.0010812866294832
2023-07-18,2023-07-18T00:00:00Z,0.0014580045173703
2023-07-19,2023-07-19T00:00:00Z,0.0011620129128489
2023-07-20,2023-07-20T00:00:00Z,0.0012890145708492
2023-07-21,2023-07-21T00:00:00Z,0.001206739334136
2023-07-22,2023-07-22T00:00:00Z,0.0009839115001804
2023-07-23,2023-07-23T00:00:00Z,0.0010209920066176
2023-07-24,2023-07-24T00:00:00Z,0.001539169214268
2023-07-25,2023-07-25T00:00:00Z,0.0015037682540846
2023-07-26,2023-07-26T00:00:00Z,0.0012591403454173
2023-07-27,2023-07-27T00:00:00Z,0.001436774763942
2023-07-28,2023-07-28T00:00:00Z,0.0015178811416205
2023-07-29,2023-07-29T00:00:00Z,0.0011613755477333
2023-07-30,2023-07-30T00:00:00Z,0.0008568959554096
2023-07-31,2023-07-31T00:00:00Z,0.001007381774553
2023-08-01,2023-08-01T00:00:00Z,0.0010384744824393
2023-08-02,2023-08-02T00:00:00Z,0.0011475316447354
2023-08-03,2023-08-03T00:00:00Z,0.0010023706779536
2023-08-04,2023-08-04T00:00:00Z,0.0008606714434183
2023-08-05,2023-08-05T00:00:00Z,0.0006953351371572
2023-08-06,2023-08-06T00:00:00Z,0.0006548572569678
2023-08-07,2023-08-07T00:00:00Z,0.0010604971804107
2023-08-08,2023-08-08T00:00:00Z,0.0010475590304395
2023-08-09,2023-08-09T00:00:00Z,0.0009806977571583
2023-08-10,2023-08-10T00:00:00Z,0.0010824061003175
2023-08-11,2023-08-11T00:00:00Z,0.0009235181086598
2023-08-12,2023-08-12T00:00:00Z,0.0007264636096695
2023-08-13,2023-08-13T00:00:00Z,0.0007447705700737
2023-08-14,2023-08-14T00:00:00Z,0.0010164281030915
2023-08-15,2023-08-15T00:00:00Z,0.0011870888963826
2023-08-16,2023-08-16T00:00:00Z,0.0014229100317385
2023-08-17,2023-08-17T00:00:00Z,0.0015542487116203
2023-08-18,2023-08-18T00:00:00Z,0.0011430926604904
2023-08-19,2023-08-19T00:00:00Z,0.0007365519485465
2023-08-20,2023-08-20T00:00:00Z,0.0007914104256389
2023-08-21,2023-08-21T00:00:00Z,0.0011298520860698
2023-08-22,2023-08-22T00:00:00Z,0.0014646318673012
2023-08-23,2023-08-23T00:00:00Z,0.0010871924341532
2023-08-24,2023-08-24T00:00:00Z,0.001023224493984
2023-08-25,2023-08-25T00:00:00Z,0.0011710154590409
2023-08-26,2023-08-26T00:00:00Z,0.0006668117804593
2023-08-27,2023-08-27T00:00:00Z,0.0006781813787663
2023-08-28,2023-08-28T00:00:00Z,0.0013668378141549
2023-08-29,2023-08-29T00:00:00Z,0.0015562122516764
2023-08-30,2023-08-30T00:00:00Z,0.001152743289579
2023-08-31,2023-08-31T00:00:00Z,0.0010560064539912
2023-09-01,2023-09-01T00:00:00Z,0.000796815723291
2023-09-02,2023-09-02T00:00:00Z,0.000517007470875
2023-09-03,2023-09-03T00:00:00Z,0.0005024033822329
2023-09-04,2023-09-04T00:00:00Z,0.0007684613830273
2023-09-05,2023-09-05T00:00:00Z,0.0007665352868472
2023-09-06,2023-09-06T00:00:00Z,0.0008234368726091
2023-09-07,2023-09-07T00:00:00Z,0.0008329764157976
2023-09-08,2023-09-08T00:00:00Z,0.0006880972453755
2023-09-09,2023-09-09T00:00:00Z,0.0005457700095699
2023-09-10,2023-09-10T00:00:00Z,0.0004923861654631
2023-09-11,2023-09-11T00:00:00Z,0.0007711182524409
2023-09-12,2023-09-12T00:00:00Z,0.0006114277595949
2023-09-13,2023-09-13T00:00:00Z,0.00057296589609
2023-09-14,2023-09-14T00:00:00Z,0.0007510432301775
2023-09-15,2023-09-15T00:00:00Z,0.0007286442646504
2023-09-16,2023-09-16T00:00:00Z,0.0005051234647295
2023-09-17,2023-09-17T00:00:00Z,0.0004551177324341
2023-09-18,2023-09-18T00:00:00Z,0.00070878483543
2023-09-19,2023-09-19T00:00:00Z,0.0005971657973101
2023-09-20,2023-09-20T00:00:00Z,0.0006545435953182
2023-09-21,2023-09-21T00:00:00Z,0.0007140870625961
2023-09-22,2023-09-22T00:00:00Z,0.0004564435947369
2023-09-23,2023-09-23T00:00:00Z,0.0003755924970197
2023-09-24,2023-09-24T00:00:00Z,0.0003791813497287
2023-09-25,2023-09-25T00:00:00Z,0.0005831259638422
2023-09-26,2023-09-26T00:00:00Z,0.000711324529524
2023-09-27,2023-09-27T00:00:00Z,0.0005105074397458
2023-09-28,2023-09-28T00:00:00Z,0.0005055010799624
2023-09-29,2023-09-29T00:00:00Z,0.0004305854993912
2023-09-30,2023-09-30T00:00:00Z,0.0003922533985452
2023-10-01,2023-10-01T00:00:00Z,0.0003773818156585
2023-10-02,2023-10-02T00:00:00Z,0.0007522144415827
2023-10-03,2023-10-03T00:00:00Z,0.0005315378475723
2023-10-04,2023-10-04T00:00:00Z,0.0004485443334907
2023-10-05,2023-10-05T00:00:00Z,0.0004032425591037
2023-10-06,2023-10-06T00:00:00Z,0.0003640392584884
2023-10-07,2023-10-07T00:00:00Z,0.0002795462013081
2023-10-08,2023-10-08T00:00:00Z,0.0002990925415392
2023-10-09,2023-10-09T00:00:00Z,0.000380020389105
2023-10-10,2023-10-10T00:00:00Z,0.0003493295084855
2023-10-11,2023-10-11T00:00:00Z,0.0003717522402676
2023-10-12,2023-10-12T00:00:00Z,0.000379594102693
2023-10-13,2023-10-13T00:00:00Z,0.0003650296024912
2023-10-14,2023-10-14T00:00:00Z,0.0002661343619877
2023-10-15,2023-10-15T00:00:00Z,0.0002868115594756
2023-10-16,2023-10-16T00:00:00Z,0.0004793497453694
2023-10-17,2023-10-17T00:00:00Z,0.0004214701483783
2023-10-18,2023-10-18T00:00:00Z,0.0004468340478135
2023-10-19,2023-10-19T00:00:00Z,0.0004637096856329
2023-10-20,2023-10-20T00:00:00Z,0.0005834985561235
2023-10-21,2023-10-21T00:00:00Z,0.000384310336221
2023-10-22,2023-10-22T00:00:00Z,0.0003898703256961
2023-10-23,2023-10-23T00:00:00Z,0.000904658680625
2023-10-24,2023-10-24T00:00:00Z,0.0011882299837963
2023-10-25,2023-10-25T00:00:00Z,0.0010883568847354
2023-10-26,2023-10-26T00:00:00Z,0.0011154237339185
2023-10-27,2023-10-27T00:00:00Z,0.0008930530883567
2023-10-28,2023-10-28T00:00:00Z,0.0006901927921306
2023-10-29,2023-10-29T00:00:00Z,0.0006133205024475
2023-10-30,2023-10-30T00:00:00Z,0.001039620953095
2023-10-31,2023-10-31T00:00:00Z,0.0011157539322041
2023-11-01,2023-11-01T00:00:00Z,0.0010922588295486
2023-11-02,2023-11-02T00:00:00Z,0.001232798148267
2023-11-03,2023-11-03T00:00:00Z,0.000964191215778
2023-11-04,2023-11-04T00:00:00Z,0.0007671707249697
2023-11-05,2023-11-05T00:00:00Z,0.0009173574924734
2023-11-06,2023-11-06T00:00:00Z,0.0014168134875263
2023-11-07,2023-11-07T00:00:00Z,0.001318201267625
2023-11-08,2023-11-08T00:00:00Z,0.0014651527911632
2023-11-09,2023-11-09T00:00:00Z,0.0020320819119211
2023-11-10,2023-11-10T00:00:00Z,0.0017655904829198
2023-11-11,2023-11-11T00:00:00Z,0.0012734469995974
2023-11-12,2023-11-12T00:00:00Z,0.0012694580338879
2023-11-13,2023-11-13T00:00:00Z,0.0021357515703884
2023-11-14,2023-11-14T00:00:00Z,0.0017985318163983
2023-11-15,2023-11-15T00:00:00Z,0.0015944484084067
2023-11-16,2023-11-16T00:00:00Z,0.0015561222324684
2023-11-17,2023-11-17T00:00:00Z,0.0012760592352723
2023-11-18,2023-11-18T00:00:00Z,0.000929871006212
2023-11-19,2023-11-19T00:00:00Z,0.0009691135622925
2023-11-20,2023-11-20T00:00:00Z,0.0016493669600516
2023-11-21,2023-11-21T00:00:00Z,0.0019102006066889
2023-11-22,2023-11-22T00:00:00Z,0.0016323478121906
2023-11-23,2023-11-23T00:00:00Z,0.0013946221302691
2023-11-24,2023-11-24T00:00:00Z,0.0013892085076969
2023-11-25,2023-11-25T00:00:00Z,0.0011085540885991
2023-11-26,2023-11-26T00:00:00Z,0.0012230153324178
2023-11-27,2023-11-27T00:00:00Z,0.00159157705141
2023-11-28,2023-11-28T00:00:00Z,0.0016176455567468
2023-11-29,2023-11-29T00:00:00Z,0.0016085196030198
2023-11-30,2023-11-30T00:00:00Z,0.001956702225408
2023-12-01,2023-12-01T00:00:00Z,0.001874144596611
2023-12-02,2023-12-02T00:00:00Z,0.0013079751528901
2023-12-03,2023-12-03T00:00:00Z,0.0015809020596978
2023-12-04,2023-12-04T00:00:00Z,0.0021226372010536
2023-12-05,2023-12-05T00:00:00Z,0.0023200237380429
2023-12-06,2023-12-06T00:00:00Z,0.0025823205797308
2023-12-07,2023-12-07T00:00:00Z,0.0020633825331572
2023-12-08,2023-12-08T00:00:00Z,0.0018306347678887
2023-12-09,2023-12-09T00:00:00Z,0.0014456174293665
2023-12-10,2023-12-10T00:00:00Z,0.0012938633113413
2023-12-11,2023-12-11T00:00:00Z,0.0016901304072678
2023-12-12,2023-12-12T00:00:00Z,0.001956458683152
2023-12-13,2023-12-13T00:00:00Z,0.0020829126259506
2023-12-14,2023-12-14T00:00:00Z,0.0018750086689326
2023-12-15,2023-12-15T00:00:00Z,0.0021840067010817
2023-12-16,2023-12-16T00:00:00Z,0.0020574449563912
2023-12-17,2023-12-17T00:00:00Z,0.0015670406093594
2023-12-18,2023-12-18T00:00:00Z,0.0022498430829289
2023-12-19,2023-12-19T00:00:00Z,0.002341828847064
2023-12-20,2023-12-20T00:00:00Z,0.0022221131967664
2023-12-21,2023-12-21T00:00:00Z,0.001668255025626
2023-12-22,2023-12-22T00:00:00Z,0.0012977802335864
2023-12-23,2023-12-23T00:00:00Z,0.0009379270227226
2023-12-24,2023-12-24T00:00:00Z,0.0009477171321163
2023-12-25,2023-12-25T00:00:00Z,0.0008390298398567
2023-12-26,2023-12-26T00:00:00Z,0.00074929454032
2023-12-27,2023-12-27T00:00:00Z,0.001089478979421
2023-12-28,2023-12-28T00:00:00Z,0.00122673417594
2023-12-29,2023-12-29T00:00:00Z,0.001049503513891
2023-12-30,2023-12-30T00:00:00Z,0.0007873750440947
2023-12-31,2023-12-31T00:00:00Z,0.00060638787699
2024-01-01,2024-01-01T00:00:00Z,0.0004792687047167
2024-01-02,2024-01-02T00:00:00Z,0.0008037930543076
2024-01-03,2024-01-03T00:00:00Z,0.0013155078609345
2024-01-04,2024-01-04T00:00:00Z,0.0009845035364081
2024-01-05,2024-01-05T00:00:00Z,0.0008209671810684
2024-01-06,2024-01-06T00:00:00Z,0.0007066036191376
2024-01-07,2024-01-07T00:00:00Z,0.0014720589343955
2024-01-08,2024-01-08T00:00:00Z,0.0010320682290997
2024-01-09,2024-01-09T00:00:00Z,0.0008743125979709
2024-01-10,2024-01-10T00:00:00Z,0.001471137019611
2024-01-11,2024-01-11T00:00:00Z,0.0012811684291872
2024-01-12,2024-01-12T00:00:00Z,0.0009468363664885
2024-01-13,2024-01-13T00:00:00Z,0.0007308317098742
2024-01-14,2024-01-14T00:00:00Z,0.0010046545462768
2024-01-15,2024-01-15T00:00:00Z,0.0009808833253614
2024-01-16,2024-01-16T00:00:00Z,0.0014156646076261
2024-01-17,2024-01-17T00:00:00Z,0.001701800324488
2024-01-18,2024-01-18T00:00:00Z,0.0015572138690849
2024-01-19,2024-01-19T00:00:00Z,0.0012532633421005
2024-01-20,2024-01-20T00:00:00Z,0.0007482864436186
2024-01-21,2024-01-21T00:00:00Z,0.0005388609192863
2024-01-22,2024-01-22T00:00:00Z,0.0007840620125911
2024-01-23,2024-01-23T00:00:00Z,0.0006784662151155
2024-01-24,2024-01-24T00:00:00Z,0.0005462379152561
2024-01-25,2024-01-25T00:00:00Z,0.0010531267565017
2024-01-26,2024-01-26T00:00:00Z,0.0008808661798467
2024-01-27,2024-01-27T00:00:00Z,0.0005887090739175
2024-01-28,2024-01-28T00:00:00Z,0.0005488270856201
2024-01-29,2024-01-29T00:00:00Z,0.0005903480280481
2024-01-30,2024-01-30T00:00:00Z,0.0010700959680473
2024-01-31,2024-01-31T00:00:00Z,0.0010562761202415
2024-02-01,2024-02-01T00:00:00Z,0.001203449389044
2024-02-02,2024-02-02T00:00:00Z,0.0009762713635086
2024-02-03,2024-02-03T00:00:00Z,0.0008473391806659
2024-02-04,2024-02-04T00:00:00Z,0.0007325405097596
2024-02-05,2024-02-05T00:00:00Z,0.0008103023768827
2024-02-06,2024-02-06T00:00:00Z,0.001416682300677
2024-02-07,2024-02-07T00:00:00Z,0.0015987630399047
2024-02-08,2024-02-08T00:00:00Z,0.0023373993824018
2024-02-09,2024-02-09T00:00:00Z,0.0025393995587785
2024-02-10,2024-02-10T00:00:00Z,0.0015159845402845
2024-02-11,2024-02-11T00:00:00Z,0.0011895466072329
2024-02-12,2024-02-12T00:00:00Z,0.0014826191114883
2024-02-13,2024-02-13T00:00:00Z,0.0012257586932788
2024-02-14,2024-02-14T00:00:00Z,0.0010487377398413
2024-02-15,2024-02-15T00:00:00Z,0.0013253210182217
2024-02-16,2024-02-16T00:00:00Z,0.0011154480805306
2024-02-17,2024-02-17T00:00:00Z,0.0008585820459176
2024-02-18,2024-02-18T00:00:00Z,0.0009717658698537
2024-02-19,2024-02-19T00:00:00Z,0.0013928827552788
2024-02-20,2024-02-20T00:00:00Z,0.0015614004352319
2024-02-21,2024-02-21T00:00:00Z,0.0016987396157631
2024-02-22,2024-02-22T00:00:00Z,0.001882503177513
2024-02-23,2024-02-23T00:00:00Z,0.001717654972695
2024-02-24,2024-02-24T00:00:00Z,0.0012200301259492
2024-02-25,2024-02-25T00:00:00Z,0.0012259396819234
2024-02-26,2024-02-26T00:00:00Z,0.001564268261136
2024-02-27,2024-02-27T00:00:00Z,0.0019952194808741
2024-02-28,2024-02-28T00:00:00Z,0.002362284176986
2024-02-29,2024-02-29T00:00:00Z,0.0027057709641458
2024-03-01,2024-03-01T00:00:00Z,0.002277830929989
2024-03-02,2024-03-02T00:00:00Z,0.0020871232338587
2024-03-03,2024-03-03T00:00:00Z,0.0021496995262689
2024-03-04,2024-03-04T00:00:00Z,0.0032089800635714
2024-03-05,2024-03-05T00:00:00Z,0.0035111624654167
2024-03-06,2024-03-06T00:00:00Z,0.003208199186084
2024-03-07,2024-03-07T00:00:00Z,0.0028063297790632
2024-03-08,2024-03-08T00:00:00Z,0.00250076717326
2024-03-09,2024-03-09T00:00:00Z,0.0023003948793456
2024-03-10,2024-03-10T00:00:00Z,0.0026058624902987
2024-03-11,2024-03-11T00:00:00Z,0.0027377661160219
2024-03-12,2024-03-12T00:00:00Z,0.0024638526302115
2024-03-13,2024-03-13T00:00:00Z,0.0025597864230567
2024-03-14,2024-03-14T00:00:00Z,0.0022051423588377
2024-03-15,2024-03-15T00:00:00Z,0.0017266485857542
2024-03-16,2024-03-16T00:00:00Z,0.0013983651898063
2024-03-17,2024-03-17T00:00:00Z,0.0012227317282433
2024-03-18,2024-03-18T00:00:00Z,0.0015160188784042
2024-03-19,2024-03-19T00:00:00Z,0.0017072372973534
2024-03-20,2024-03-20T00:00:00Z,0.0014443552357631
2024-03-21,2024-03-21T00:00:00Z,0.0013013273577739
2024-03-22,2024-03-22T00:00:00Z,0.0010313068813063
2024-03-23,2024-03-23T00:00:00Z,0.000792853984933
2024-03-24,2024-03-24T00:00:00Z,0.0007879366925666
2024-03-25,2024-03-25T00:00:00Z,0.0009787626194335
2024-03-26,2024-03-26T00:00:00Z,0.001220729373066
2024-03-27,2024-03-27T00:00:00Z,0.0013997124189325
2024-03-28,2024-03-28T00:00:00Z,0.0013570270970533
2024-03-29,2024-03-29T00:00:00Z,0.0010762317398696
2024-03-30,2024-03-30T00:00:00Z,0.0009459170137458
2024-03-31,2024-03-31T00:00:00Z,0.0008920823271426
2024-04-01,2024-04-01T00:00:00Z,0.0010016884971836
2024-04-02,2024-04-02T00:00:00Z,0.0015262472286369
2024-04-03,2024-04-03T00:00:00Z,0.0013344304538792
2024-04-04,2024-04-04T00:00:00Z,0.0011176299818665
2024-04-05,2024-04-05T00:00:00Z,0.000790890838416
2024-04-06,2024-04-06T00:00:00Z,0.0005666488789435
2024-04-07,2024-04-07T00:00:00Z,0.000650439285279
2024-04-08,2024-04-08T00:00:00Z,0.0009706687475006
2024-04-09,2024-04-09T00:00:00Z,0.0011299163695141
2024-04-10,2024-04-10T00:00:00Z,0.0008364450855502
2024-04-11,2024-04-11T00:00:00Z,0.0008335155781424
2024-04-12,2024-04-12T00:00:00Z,0.000873491240307
2024-04-13,2024-04-13T00:00:00Z,0.0008732357969782
2024-04-14,2024-04-14T00:00:00Z,0.0005634320487746
2024-04-15,2024-04-15T00:00:00Z,0.0006219636607304
2024-04-16,2024-04-16T00:00:00Z,0.0004733485914842
2024-04-17,2024-04-17T00:00:00Z,0.0007965718737012
2024-04-18,2024-04-18T00:00:00Z,0.0005293679383815
2024-04-19,2024-04-19T00:00:00Z,0.000495348147961
2024-04-20,2024-04-20T00:00:00Z,0.0003364107862873
2024-04-21,2024-04-21T00:00:00Z,0.0003404957898486
2024-04-22,2024-04-22T00:00:00Z,0.000451793663622
2024-04-23,2024-04-23T00:00:00Z,0.0005486410339458
2024-04-24,2024-04-24T00:00:00Z,0.00061252413869
2024-04-25,2024-04-25T00:00:00Z,0.0004876315861996
2024-04-26,2024-04-26T00:00:00Z,0.000303801531562
2024-04-27,2024-04-27T00:00:00Z,0.0002596533501365
2024-04-28,2024-04-28T00:00:00Z,0.00028974577042
2024-04-29,2024-04-29T00:00:00Z,0.0003880084146068
2024-04-30,2024-04-30T00:00:00Z,0.000527629508658
2024-05-01,2024-05-01T00:00:00Z,0.0004177773204301
2024-05-02,2024-05-02T00:00:00Z,0.000347927547449
2024-05-03,2024-05-03T00:00:00Z,0.0003051438283269
2024-05-04,2024-05-04T00:00:00Z,0.0002612338876933
2024-05-05,2024-05-05T00:00:00Z,0.0002637156962089
2024-05-06,2024-05-06T00:00:00Z,0.0002686749665481
2024-05-07,2024-05-07T00:00:00Z,0.0002734257919532
2024-05-08,2024-05-08T00:00:00Z,0.0002217658480599
2024-05-09,2024-05-09T00:00:00Z,0.000207519295662
2024-05-10,2024-05-10T00:00:00Z,0.0002715098463173
2024-05-11,2024-05-11T00:00:00Z,0.0002483399611766
2024-05-12,2024-05-12T00:00:00Z,0.000179041006619
2024-05-13,2024-05-13T00:00:00Z,0.0003370241391493
2024-05-14,2024-05-14T00:00:00Z,0.0003016641046738
2024-05-15,2024-05-15T00:00:00Z,0.00029583090789
2024-05-16,2024-05-16T00:00:00Z,0.0002159921657911
2024-05-17,2024-05-17T00:00:00Z,0.0002381427467112
2024-05-18,2024-05-18T00:00:00Z,0.0001495813835333
2024-05-19,2024-05-19T00:00:00Z,0.0001500745623222
2024-05-20,2024-05-20T00:00:00Z,0.0004494637213671
2024-05-21,2024-05-21T00:00:00Z,0.0005762846811947
2024-05-22,2024-05-22T00:00:00Z,0.000432588600738
2024-05-23,2024-05-23T00:00:00Z,0.0004955788339692
2024-05-24,2024-05-24T00:00:00Z,0.0003491427817992
2024-05-25,2024-05-25T00:00:00Z,0.0001979325435551
2024-05-26,2024-05-26T00:00:00Z,0.0002297941418889
2024-05-27,2024-05-27T00:00:00Z,0.0006126054146262
2024-05-28,2024-05-28T00:00:00Z,0.0007225555896492
2024-05-29,2024-05-29T00:00:00Z,0.000504104358009
2024-05-30,2024-05-30T00:00:00Z,0.0005534115465463
2024-05-31,2024-05-31T00:00:00Z,0.0004943433540674
2024-06-01,2024-06-01T00:00:00Z,0.0002980729120063
2024-06-02,2024-06-02T00:00:00Z,0.0003910920085683
2024-06-03,2024-06-03T00:00:00Z,0.0005487569151299
2024-06-04,2024-06-04T00:00:00Z,0.000407094377991
2024-06-05,2024-06-05T00:00:00Z,0.000783555922464
2024-06-06,2024-06-06T00:00:00Z,0.0008361379539221
2024-06-07,2024-06-07T00:00:00Z,0.0006126796867306
2024-06-08,2024-06-08T00:00:00Z,0.0003205409921454
2024-06-09,2024-06-09T00:00:00Z,0.0002727384076902
2024-06-10,2024-06-10T00:00:00Z,0.00041731271295
2024-06-11,2024-06-11T00:00:00Z,0.000577882259136
2024-06-12,2024-06-12T00:00:00Z,0.0007110147252701
2024-06-13,2024-06-13T00:00:00Z,0.0005647985009679
2024-06-14,2024-06-14T00:00:00Z,0.000405324704505
2024-06-15,2024-06-15T00:00:00Z,0.0002045138782955
2024-06-16,2024-06-16T00:00:00Z,0.0001672432212458
2024-06-17,2024-06-17T00:00:00Z,0.0002811111741366
2024-06-18,2024-06-18T00:00:00Z,0.0003871199733261
2024-06-19,2024-06-19T00:00:00Z,0.000317216878194
2024-06-20,2024-06-20T00:00:00Z,0.0004234496499577
2024-06-21,2024-06-21T00:00:00Z,0.000177711801288
2024-06-22,2024-06-22T00:00:00Z,8.28511742047e-05
2024-06-23,2024-06-23T00:00:00Z,0.00010774351812
2024-06-24,2024-06-24T00:00:00Z,0.000225423703503
2024-06-25,2024-06-25T00:00:00Z,0.0002098061098614
2024-06-26,2024-06-26T00:00:00Z,0.000180116226297
2024-06-27,2024-06-27T00:00:00Z,0.000275007268473
2024-06-28,2024-06-28T00:00:00Z,0.0001691484823803
2024-06-29,2024-06-29T00:00:00Z,7.68075960785e-05
2024-06-30,2024-06-30T00:00:00Z,0.0001078364379508
2024-07-01,2024-07-01T00:00:00Z,0.0002219272880114
2024-07-02,2024-07-02T00:00:00Z,0.000182629338675
2024-07-03,2024-07-03T00:00:00Z,0.0003437397141018
2024-07-04,2024-07-04T00:00:00Z,0.0003123261211477
2024-07-05,2024-07-05T00:00:00Z,0.0003378275274793
2024-07-06,2024-07-06T00:00:00Z,8.42115396948e-05
2024-07-07,2024-07-07T00:00:00Z,7.49216983044e-05
2024-07-08,2024-07-08T00:00:00Z,0.0001454339656508
2024-07-09,2024-07-09T00:00:00Z,0.0001625195270681
2024-07-10,2024-07-10T00:00:00Z,0.0002716949717596
2024-07-11,2024-07-11T00:00:00Z,0.0002298686558918
2024-07-12,2024-07-12T00:00:00Z,0.0001260974058427
2024-07-13,2024-07-13T00:00:00Z,7.59499238291e-05
2024-07-14,2024-07-14T00:00:00Z,0.000129875700843
2024-07-15,2024-07-15T00:00:00Z,0.0003144161939127
2024-07-16,2024-07-16T00:00:00Z,0.000350086754136
2024-07-17,2024-07-17T00:00:00Z,0.0004388322435527
2024-07-18,2024-07-18T00:00:00Z,0.000469793291499
2024-07-19,2024-07-19T00:00:00Z,0.0002960115078618
2024-07-20,2024-07-20T00:00:00Z,0.0001518457633666
2024-07-21,2024-07-21T00:00:00Z,0.0001815750917067
2024-07-22,2024-07-22T00:00:00Z,0.0002553132019872
2024-07-23,2024-07-23T00:00:00Z,0.0002060142843076
2024-07-24,2024-07-24T00:00:00Z,0.0001768689334176
2024-07-25,2024-07-25T00:00:00Z,0.0001828512192133
2024-07-26,2024-07-26T00:00:00Z,0.000103883554026
2024-07-27,2024-07-27T00:00:00Z,0.0001198912861479
2024-07-28,2024-07-28T00:00:00Z,6.84843288858e-05
2024-07-29,2024-07-29T00:00:00Z,0.0001091912078534
2024-07-30,2024-07-30T00:00:00Z,0.000267853931541
2024-07-31,2024-07-31T00:00:00Z,0.0002933199070161
2024-08-01,2024-08-01T00:00:00Z,0.00037503532398
2024-08-02,2024-08-02T00:00:00Z,0.0001745420187687
2024-08-03,2024-08-03T00:00:00Z,7.48451162674e-05
2024-08-04,2024-08-04T00:00:00Z,0.0001107397233919
2024-08-05,2024-08-05T00:00:00Z,0.001173402490659
2024-08-06,2024-08-06T00:00:00Z,0.0001681370381571
2024-08-07,2024-08-07T00:00:00Z,0.0001643171845615
2024-08-08,2024-08-08T00:00:00Z,0.00021561296043
2024-08-09,2024-08-09T00:00:00Z,0.0001532548798602
2024-08-10,2024-08-10T00:00:00Z,4.91784944116e-05
2024-08-11,2024-08-11T00:00:00Z,6.05352903819e-05
2024-08-12,2024-08-12T00:00:00Z,0.0001759444447171
2024-08-13,2024-08-13T00:00:00Z,9.7393557219e-05
2024-08-14,2024-08-14T00:00:00Z,9.7579108277e-05
2024-08-15,2024-08-15T00:00:00Z,0.0001463720946281
2024-08-16,2024-08-16T00:00:00Z,7.07769487807e-05
2024-08-17,2024-08-17T00:00:00Z,4.63587375678e-05
2024-08-18,2024-08-18T00:00:00Z,5.3151042987e-05
2024-08-19,2024-08-19T00:00:00Z,7.61845547321e-05
2024-08-20,2024-08-20T00:00:00Z,7.06763923232e-05
2024-08-21,2024-08-21T00:00:00Z,7.1067791907e-05
2024-08-22,2024-08-22T00:00:00Z,5.42533923918e-05
2024-08-23,2024-08-23T00:00:00Z,6.4479661533e-05
2024-08-24,2024-08-24T00:00:00Z,4.28722103407e-05
2024-08-25,2024-08-25T00:00:00Z,4.01707352051e-05
2024-08-26,2024-08-26T00:00:00Z,8.28353206807e-05
2024-08-27,2024-08-27T00:00:00Z,6.61118664897e-05
2024-08-28,2024-08-28T00:00:00Z,6.8034295392e-05
2024-08-29,2024-08-29T00:00:00Z,6.8387647482e-05
2024-08-30,2024-08-30T00:00:00Z,5.38812756892e-05
2024-08-31,2024-08-31T00:00:00Z,3.39305077992e-05
2024-09-01,2024-09-01T00:00:00Z,3.22632779423e-05
2024-09-02,2024-09-02T00:00:00Z,0.0001376961177827
2024-09-03,2024-09-03T00:00:00Z,7.5598996095e-05
2024-09-04,2024-09-04T00:00:00Z,0.0001451600682105
2024-09-05,2024-09-05T00:00:00Z,0.0001573061258508
2024-09-06,2024-09-06T00:00:00Z,0.0001975270660967
2024-09-07,2024-09-07T00:00:00Z,7.12085386458e-05
2024-09-08,2024-09-08T00:00:00Z,5.04795416732e-05
2024-09-09,2024-09-09T00:00:00Z,0.0001659405720765
2024-09-10,2024-09-10T00:00:00Z,0.000211055536755
2024-09-11,2024-09-11T00:00:00Z,0.000111476574741
2024-09-12,2024-09-12T00:00:00Z,0.0001437240647499
2024-09-13,2024-09-13T00:00:00Z,0.0001163066284584
2024-09-14,2024-09-14T00:00:00Z,7.2564243769e-05
2024-09-15,2024-09-15T00:00:00Z,7.0749652764e-05
2024-09-16,2024-09-16T00:00:00Z,0.0002823897545891
2024-09-17,2024-09-17T00:00:00Z,0.0003224887911442
2024-09-18,2024-09-18T00:00:00Z,0.0004010318854875
2024-09-19,2024-09-19T00:00:00Z,0.0007791614898082
2024-09-20,2024-09-20T00:00:00Z,0.0006829044194722
2024-09-21,2024-09-21T00:00:00Z,0.0006215851354584
2024-09-22,2024-09-22T00:00:00Z,0.0005615015661371
2024-09-23,2024-09-23T00:00:00Z,0.0010395888397572
2024-09-24,2024-09-24T00:00:00Z,0.0011225328722345
2024-09-25,2024-09-25T00:00:00Z,0.0010145736882606
2024-09-26,2024-09-26T00:00:00Z,0.0009030236660779
2024-09-27,2024-09-27T00:00:00Z,0.0006141126475448
2024-09-28,2024-09-28T00:00:00Z,0.0003374867372887
