date,Adjusted SOPR (aSOPR)
2012-05-16,0.98031884
2012-05-17,0.97014357
2012-05-18,0.96041155
2012-05-19,0.9991431
2012-05-20,0.89904289
2012-05-21,0.93782121
2012-05-22,0.99084111
2012-05-23,1.00959899
2012-05-24,0.91347322
2012-05-25,1.00516734
2012-05-26,0.91076511
2012-05-27,1.00926404
2012-05-28,0.9987495
2012-05-29,1.0000415
2012-05-30,0.99718506
2012-05-31,0.94680612
2012-06-01,1.00809404
2012-06-02,1.00688882
2012-06-03,0.99892562
2012-06-04,1.00494436
2012-06-05,1.02573284
2012-06-06,1.01636775
2012-06-07,1.02602982
2012-06-08,1.02101277
2012-06-09,1.00661964
2012-06-10,0.99970182
2012-06-11,1.02053699
2012-06-12,1.02583111
2012-06-13,1.0339746
2012-06-14,1.0101587
2012-06-15,1.07951436
2012-06-16,1.03094037
2012-06-17,1.01824742
2012-06-18,1.01908833
2012-06-19,1.02192696
2012-06-20,1.00607579
2012-06-21,1.03057188
2012-06-22,1.0230584
2012-06-23,1.01029989
2012-06-24,1.00265503
2012-06-25,0.99827929
2012-06-26,1.01710127
2012-06-27,1.02594909
2012-06-28,1.01371768
2012-06-29,1.01536797
2012-06-30,1.02022437
2012-07-01,1.00966198
2012-07-02,1.02463034
2012-07-03,0.98979811
2012-07-04,1.01348254
2012-07-05,1.01828528
2012-07-06,1.01080714
2012-07-07,0.97445129
2012-07-08,1.03317212
2012-07-09,1.02863624
2012-07-10,0.8907296
2012-07-11,1.03211025
2012-07-12,1.04628384
2012-07-13,1.03877577
2012-07-14,0.88818222
2012-07-15,1.01659203
2012-07-16,1.10590581
2012-07-17,1.11999823
2012-07-18,1.06564195
2012-07-19,1.06149334
2012-07-20,1.00642245
2012-07-21,1.04463717
2012-07-22,1.00180403
2012-07-23,1.00903973
2012-07-24,1.0278259
2012-07-25,1.03342563
2012-07-26,1.0668234
2012-07-27,1.03339167
2012-07-28,1.02772759
2012-07-29,1.03336458
2012-07-30,1.03439797
2012-07-31,1.03066978
2012-08-01,1.03942547
2012-08-02,1.09536066
2012-08-03,1.07953104
2012-08-04,1.06289002
2012-08-05,1.05278533
2012-08-06,1.03468738
2012-08-07,1.03271271
2012-08-08,1.05287016
2012-08-09,1.02367068
2012-08-10,1.03926433
2012-08-11,1.03093749
2012-08-12,1.02996084
2012-08-13,1.04558342
2012-08-14,1.04993307
2012-08-15,1.09197128
2012-08-16,1.08167302
2012-08-17,1.01453716
2012-08-18,1.03321909
2012-08-19,0.91625084
2012-08-20,1.05416557
2012-08-21,0.99654727
2012-08-22,1.0068305
2012-08-23,1.01364887
2012-08-24,1.03150204
2012-08-25,1.01812175
2012-08-26,1.01829815
2012-08-27,1.09361931
2012-08-28,1.02489653
2012-08-29,1.00935358
2012-08-30,0.99936895
2012-08-31,1.05278728
2012-09-01,0.97877603
2012-09-02,1.00766671
2012-09-03,1.02101549
2012-09-04,1.01291011
2012-09-05,1.03688406
2012-09-06,1.02050594
2012-09-07,1.00440069
2012-09-08,1.0158872
2012-09-09,1.0132224
2012-09-10,1.11036055
2012-09-11,1.0103606
2012-09-12,1.01402621
2012-09-13,1.01152441
2012-09-14,1.01745106
2012-09-15,1.03226059
2012-09-16,1.0263424
2012-09-17,1.0206164
2012-09-18,1.03174869
2012-09-19,1.03015203
2012-09-20,1.03617495
2012-09-21,1.02530155
2012-09-22,1.02944615
2012-09-23,1.01605975
2012-09-24,1.01488295
2012-09-25,1.01505344
2012-09-26,1.01629651
2012-09-27,1.02069193
2012-09-28,1.03474071
2012-09-29,1.02296054
2012-09-30,1.01921724
2012-10-01,1.01174746
2012-10-02,1.02989383
2012-10-03,1.02526987
2012-10-04,1.0211073
2012-10-05,1.00416494
2012-10-06,0.99979244
2012-10-07,0.97442653
2012-10-08,1.02102876
2012-10-09,0.99410425
2012-10-10,1.01121063
2012-10-11,1.0009167
2012-10-12,1.0030755
2012-10-13,0.99345328
2012-10-14,1.00565478
2012-10-15,1.0080772
2012-10-16,1.00805659
2012-10-17,1.01799673
2012-10-18,1.01234263
2012-10-19,1.00175853
2012-10-20,0.99963753
2012-10-21,1.04522074
2012-10-22,1.00110506
2012-10-23,1.0017028
2012-10-24,1.00913779
2012-10-25,0.98811853
2012-10-26,0.96173832
2012-10-27,0.97006589
2012-10-28,1.00107678
2012-10-29,0.99564138
2012-10-30,1.00620275
2012-10-31,1.02317859
2012-11-01,0.97467965
2012-11-02,0.97649946
2012-11-03,1.00065006
2012-11-04,1.027273
2012-11-05,1.00053876
2012-11-06,1.00581427
2012-11-07,1.01089914
2012-11-08,1.00527063
2012-11-09,0.99855735
2012-11-10,1.0036115
2012-11-11,1.00909456
2012-11-12,1.0313105
2012-11-13,1.01108134
2012-11-14,1.00467013
2012-11-15,1.01503561
2012-11-16,1.04063091
2012-11-17,1.0174668
2012-11-18,1.00953598
2012-11-19,1.02381689
2012-11-20,1.00783639
2012-11-21,1.0148666
2012-11-22,1.03774666
2012-11-23,1.0247728
2012-11-24,1.02239322
2012-11-25,1.03479235
2012-11-26,1.02165795
2012-11-27,1.00899172
2012-11-28,1.020246
2012-11-29,1.0189534
2012-11-30,1.03446081
2012-12-01,1.01647138
2012-12-02,1.00816442
2012-12-03,1.02081093
2012-12-04,1.10524657
2012-12-05,1.04103335
2012-12-06,1.01247957
2012-12-07,1.04003856
2012-12-08,1.01563096
2012-12-09,1.02989573
2012-12-10,1.02169818
2012-12-11,1.02416182
2012-12-12,1.0312773
2012-12-13,1.02775021
2012-12-14,1.01316517
2012-12-15,1.00404675
2012-12-16,1.00838268
2012-12-17,0.99800357
2012-12-18,1.01331912
2012-12-19,1.02638093
2012-12-20,1.02789993
2012-12-21,1.01642277
2012-12-22,0.99787237
2012-12-23,1.00005419
2012-12-24,1.00191226
2012-12-25,1.00263773
2012-12-26,1.01021897
2012-12-27,1.00498173
2012-12-28,1.00708725
2012-12-29,1.00276217
2012-12-30,1.00774805
2012-12-31,1.03185449
2013-01-01,0.99844996
2013-01-02,1.00100245
2013-01-03,1.00749033
2013-01-04,1.01397984
2013-01-05,1.00318949
2013-01-06,1.00333651
2013-01-07,1.0099875
2013-01-08,1.0183936
2013-01-09,1.00776891
2013-01-10,1.03152953
2013-01-11,1.01587652
2013-01-12,1.01417372
2013-01-13,1.01130516
2013-01-14,1.01981356
2013-01-15,1.01406986
2013-01-16,1.02713736
2013-01-17,1.04908653
2013-01-18,1.03072533
2013-01-19,1.01863421
2013-01-20,1.01630925
2013-01-21,1.06394142
2013-01-22,1.08577638
2013-01-23,1.03134487
2013-01-24,1.02744891
2013-01-25,1.02855577
2013-01-26,1.03840109
2013-01-27,1.0487181
2013-01-28,1.04172237
2013-01-29,1.06973308
2013-01-30,1.07289085
2013-01-31,1.07509655
2013-02-01,1.09397048
2013-02-02,1.00583365
2013-02-03,1.03499923
2013-02-04,1.01833302
2013-02-05,1.0249148
2013-02-06,1.03148294
2013-02-07,1.03798541
2013-02-08,1.05343211
2013-02-09,1.05171658
2013-02-10,1.03084835
2013-02-11,1.0580919
2013-02-12,1.05722094
2013-02-13,1.0541506
2013-02-14,1.10863243
2013-02-15,1.10606164
2013-02-16,1.08398769
2013-02-17,1.05621849
2013-02-18,1.05024865
2013-02-19,1.09573347
2013-02-20,1.05847021
2013-02-21,1.04511189
2013-02-22,1.05738729
2013-02-23,1.04014851
2013-02-24,1.05070528
2013-02-25,1.16678053
2013-02-26,1.05236765
2013-02-27,1.01982882
2013-02-28,1.1232259
2013-03-01,1.07562926
2013-03-02,1.04599235
2013-03-03,1.05141904
2013-03-04,1.07576889
2013-03-05,1.14727963
2013-03-06,1.11767881
2013-03-07,1.10656348
2013-03-08,1.08672318
2013-03-09,1.12620582
2013-03-10,1.06147112
2013-03-11,1.10178296
2013-03-12,1.03762
2013-03-13,1.09149435
2013-03-14,1.06638393
2013-03-15,1.06811579
2013-03-16,1.04757323
2013-03-17,1.05792844
2013-03-18,1.10332052
2013-03-19,1.15707192
2013-03-20,1.15699982
2013-03-21,1.21657925
2013-03-22,1.14837146
2013-03-23,1.05092848
2013-03-24,1.17956114
2013-03-25,1.15692448
2013-03-26,1.12810353
2013-03-27,1.17541917
2013-03-28,1.12008249
2013-03-29,1.11455015
2013-03-30,1.18534864
2013-03-31,1.0934596
2013-04-01,1.28431974
2013-04-02,1.16730552
2013-04-03,1.32665075
2013-04-04,1.16631851
2013-04-05,1.33115574
2013-04-06,1.16530335
2013-04-07,1.21458317
2013-04-08,1.2965335
2013-04-09,1.51002038
2013-04-10,1.19695806
2013-04-11,0.88978203
2013-04-12,0.76373211
2013-04-13,1.03221674
2013-04-14,0.9765071
2013-04-15,0.92335727
2013-04-16,0.86688795
2013-04-17,1.05547737
2013-04-18,1.06553978
2013-04-19,1.15433943
2013-04-20,1.15829458
2013-04-21,1.15453231
2013-04-22,1.10617691
2013-04-23,1.16945533
2013-04-24,1.28755753
2013-04-25,1.21329098
2013-04-26,1.03217649
2013-04-27,1.09717601
2013-04-28,1.06105322
2013-04-29,1.13372558
2013-04-30,1.07166914
2013-05-01,0.9470914
2013-05-02,0.94209609
2013-05-03,0.92527499
2013-05-04,1.02337638
2013-05-05,1.07028173
2013-05-06,1.05954836
2013-05-07,0.9875089
2013-05-08,1.00646842
2013-05-09,1.00741466
2013-05-10,1.00165169
2013-05-11,1.07411353
2013-05-12,1.02626538
2013-05-13,1.02898992
2013-05-14,1.01003337
2013-05-15,1.01897189
2013-05-16,1.00658196
2013-05-17,1.01883881
2013-05-18,1.09676566
2013-05-19,1.01826859
2013-05-20,1.02284181
2013-05-21,1.01241625
2013-05-22,1.02172726
2013-05-23,1.02790313
2013-05-24,1.05108312
2013-05-25,1.15707476
2013-05-26,1.0228543
2013-05-27,1.03342568
2013-05-28,1.02249621
2013-05-29,1.04990565
2013-05-30,1.03876338
2013-05-31,1.04281379
2013-06-01,1.03236448
2013-06-02,1.02245245
2013-06-03,1.01515923
2013-06-04,1.02450841
2013-06-05,1.0378259
2013-06-06,1.07706492
2013-06-07,0.99202206
2013-06-08,0.98331081
2013-06-09,0.96927254
2013-06-10,0.98754377
2013-06-11,1.02857799
2013-06-12,1.00233157
2013-06-13,0.98684711
2013-06-14,0.98246164
2013-06-15,0.99243243
2013-06-16,0.99891713
2013-06-17,0.99018169
2013-06-18,1.00326797
2013-06-19,1.00706575
2013-06-20,1.00326765
2013-06-21,0.98480702
2013-06-22,0.99234093
2013-06-23,0.98719911
2013-06-24,1.00431943
2013-06-25,1.00223189
2013-06-26,1.00053655
2013-06-27,0.98804143
2013-06-28,0.97414908
2013-06-29,0.97834137
2013-06-30,0.96672186
2013-07-01,1.00846987
2013-07-02,1.0056106
2013-07-03,0.96922446
2013-07-04,0.9522643
2013-07-05,0.88855178
2013-07-06,0.85893998
2013-07-07,0.96481166
2013-07-08,1.00948202
2013-07-09,0.98335378
2013-07-10,1.04677681
2013-07-11,1.02020755
2013-07-12,1.04495644
2013-07-13,1.03766909
2013-07-14,1.01857937
2013-07-15,1.01282605
2013-07-16,0.9949165
2013-07-17,0.98246248
2013-07-18,0.94869555
2013-07-19,0.97742484
2013-07-20,0.98678297
2013-07-21,0.98473556
2013-07-22,0.98840105
2013-07-23,1.00300899
2013-07-24,1.00605369
2013-07-25,1.01506105
2013-07-26,1.00340438
2013-07-27,1.000022
2013-07-28,1.01484125
2013-07-29,0.97928148
2013-07-30,1.01031289
2013-07-31,1.04310675
2013-08-01,1.01148558
2013-08-02,1.05676324
2013-08-03,1.14016307
2013-08-04,1.01641362
2013-08-05,1.03247456
2013-08-06,1.00393596
2013-08-07,1.00907273
2013-08-08,0.99932828
2013-08-09,1.00061891
2013-08-10,1.00561605
2013-08-11,1.00360091
2013-08-12,0.99342308
2013-08-13,1.0410298
2013-08-14,1.01480463
2013-08-15,1.0319652
2013-08-16,1.01034502
2013-08-17,1.01766764
2013-08-18,1.00738476
2013-08-19,1.02264685
2013-08-20,1.02204426
2013-08-21,1.02087596
2013-08-22,1.02825831
2013-08-23,1.02313139
2013-08-24,1.01229466
2013-08-25,1.03709777
2013-08-26,1.02896955
2013-08-27,1.03975846
2013-08-28,1.0415393
2013-08-29,1.04996178
2013-08-30,1.04942268
2013-08-31,1.0772773
2013-09-01,1.05300034
2013-09-02,1.05861137
2013-09-03,1.09104829
2013-09-04,1.01367926
2013-09-05,1.00381307
2013-09-06,1.01291152
2013-09-07,1.01620856
2013-09-08,1.00975596
2013-09-09,1.03854844
2013-09-10,1.02865153
2013-09-11,1.03202628
2013-09-12,1.09145215
2013-09-13,1.02640765
2013-09-14,1.07033499
2013-09-15,1.02101501
2013-09-16,1.03294712
2013-09-17,1.0190208
2013-09-18,1.0300907
2013-09-19,1.08828466
2013-09-20,1.0064794
2013-09-21,1.00271534
2013-09-22,1.03472691
2013-09-23,1.00806346
2013-09-24,1.01822461
2013-09-25,1.02140932
2013-09-26,1.01480779
2013-09-27,1.01515841
2013-09-28,1.01256717
2013-09-29,1.02071321
2013-09-30,1.01989386
2013-10-01,1.01716279
2013-10-02,0.98011508
2013-10-03,0.9986401
2013-10-04,1.02480746
2013-10-05,1.01980946
2013-10-06,1.02221687
2013-10-07,1.14360124
2013-10-08,1.01308112
2013-10-09,1.0266068
2013-10-10,1.01087629
2013-10-11,1.02114588
2013-10-12,1.02101483
2013-10-13,1.03057601
2013-10-14,1.05364656
2013-10-15,1.05572677
2013-10-16,1.09685654
2013-10-17,1.04519842
2013-10-18,1.05717336
2013-10-19,1.09414681
2013-10-20,1.06894081
2013-10-21,1.21304303
2013-10-22,1.19463642
2013-10-23,1.17583486
2013-10-24,1.06639647
2013-10-25,1.31030398
2013-10-26,1.03647248
2013-10-27,1.07867538
2013-10-28,1.07168531
2013-10-29,1.16023757
2013-10-30,1.05765776
2013-10-31,1.07450295
2013-11-01,1.08446158
2013-11-02,1.04467623
2013-11-03,1.0746193
2013-11-04,1.2319563
2013-11-05,1.14535939
2013-11-06,1.11208655
2013-11-07,1.22477044
2013-11-08,1.20251235
2013-11-09,1.18323788
2013-11-10,1.07450479
2013-11-11,1.20151142
2013-11-12,1.18445389
2013-11-13,1.21093669
2013-11-14,1.20012281
2013-11-15,1.17824047
2013-11-16,1.16096555
2013-11-17,1.23031237
2013-11-18,1.31393704
2013-11-19,1.20858133
2013-11-20,1.14176802
2013-11-21,1.18685717
2013-11-22,1.43573616
2013-11-23,1.34688935
2013-11-24,1.16962777
2013-11-25,1.28890065
2013-11-26,1.58957527
2013-11-27,1.26185836
2013-11-28,1.21073505
2013-11-29,1.25121727
2013-11-30,1.17900628
2013-12-01,1.0808955
2013-12-02,1.14333537
2013-12-03,1.1512156
2013-12-04,1.16295315
2013-12-05,1.11765676
2013-12-06,1.05181535
2013-12-07,1.03028138
2013-12-08,1.0390655
2013-12-09,1.07163251
2013-12-10,1.09197972
2013-12-11,1.14035764
2013-12-12,1.0471054
2013-12-13,1.15305768
2013-12-14,0.98041708
2013-12-15,1.06981834
2013-12-16,1.02882207
2013-12-17,0.98853925
2013-12-18,0.96794635
2013-12-19,0.94871767
2013-12-20,1.02753414
2013-12-21,1.24907065
2013-12-22,0.87127716
2013-12-23,1.02900505
2013-12-24,1.05598418
2013-12-25,1.30697472
2013-12-26,1.06960985
2013-12-27,1.11361151
2013-12-28,1.01704833
2013-12-29,1.01655014
2013-12-30,0.99945156
2013-12-31,0.98138041
2014-01-01,0.99019776
2014-01-02,1.05812064
2014-01-03,1.07402877
2014-01-04,1.31004693
2014-01-05,1.12302034
2014-01-06,1.09317219
2014-01-07,1.06713424
2014-01-08,1.10410704
2014-01-09,1.04220763
2014-01-10,1.02584054
2014-01-11,1.16950882
2014-01-12,1.09133201
2014-01-13,1.02032636
2014-01-14,1.06122518
2014-01-15,1.08909853
2014-01-16,1.06181647
2014-01-17,1.01765417
2014-01-18,1.01213304
2014-01-19,1.04406646
2014-01-20,1.04487471
2014-01-21,1.01986829
2014-01-22,1.05169858
2014-01-23,1.01505497
2014-01-24,1.02413435
2014-01-25,1.04460696
2014-01-26,1.02394289
2014-01-27,1.01989197
2014-01-28,1.0115099
2014-01-29,1.03216404
2014-01-30,1.02286883
2014-01-31,1.01365804
2014-02-01,1.08929492
2014-02-02,1.0198653
2014-02-03,1.02289245
2014-02-04,1.00277529
2014-02-05,1.47792434
2014-02-06,1.02765377
2014-02-07,0.96645444
2014-02-08,0.98209916
2014-02-09,1.00444744
2014-02-10,0.98265361
2014-02-11,0.98943207
2014-02-12,0.97002379
2014-02-13,0.97960687
2014-02-14,0.99898408
2014-02-15,0.99273802
2014-02-16,0.98737342
2014-02-17,0.98855343
2014-02-18,0.99960943
2014-02-19,0.9549659
2014-02-20,0.98255689
2014-02-21,0.97830699
2014-02-22,0.97483335
2014-02-23,1.00543176
2014-02-24,0.92166564
2014-02-25,0.84831452
2014-02-26,1.01960216
2014-02-27,0.97995307
2014-02-28,1.05475604
2014-03-01,0.9635888
2014-03-02,0.97310302
2014-03-03,1.0182852
2014-03-04,1.01648719
2014-03-05,1.02331374
2014-03-06,1.03272155
2014-03-07,1.15567911
2014-03-08,1.00298656
2014-03-09,1.28903197
2014-03-10,1.0287839
2014-03-11,1.01125038
2014-03-12,1.02567293
2014-03-13,1.01110883
2014-03-14,0.99312061
2014-03-15,0.99350375
2014-03-16,1.00796063
2014-03-17,0.99924353
2014-03-18,1.01852813
2014-03-19,1.00053122
2014-03-20,0.97759826
2014-03-21,1.11809185
2014-03-22,0.99106215
2014-03-23,0.9833374
2014-03-24,0.99884842
2014-03-25,1.02664402
2014-03-26,1.00475046
2014-03-27,0.97913901
2014-03-28,0.93933242
2014-03-29,0.97261268
2014-03-30,0.92958998
2014-03-31,0.91061257
2014-04-01,0.97553209
2014-04-02,0.93597848
2014-04-03,0.9628352
2014-04-04,0.96237876
2014-04-05,0.8971096
2014-04-06,1.0033192
2014-04-07,0.97436974
2014-04-08,0.96089824
2014-04-09,1.00579229
2014-04-10,0.88457751
2014-04-11,0.8854118
2014-04-12,0.98589111
2014-04-13,0.98062357
2014-04-14,1.00506182
2014-04-15,1.00540695
2014-04-16,1.12036703
2014-04-17,1.04984112
2014-04-18,0.95981044
2014-04-19,1.00555694
2014-04-20,0.96703162
2014-04-21,1.0003791
2014-04-22,0.983055
2014-04-23,1.06227643
2014-04-24,1.0039066
2014-04-25,0.95795155
2014-04-26,0.98387289
2014-04-27,0.98338032
2014-04-28,0.95623783
2014-04-29,0.98084157
2014-04-30,0.98691765
2014-05-01,0.99261626
2014-05-02,0.99106063
2014-05-03,0.97378076
2014-05-04,0.97425577
2014-05-05,0.95928309
2014-05-06,0.95217457
2014-05-07,0.98528593
2014-05-08,0.99510157
2014-05-09,0.9964034
2014-05-10,0.9968239
2014-05-11,0.98383203
2014-05-12,0.98262135
2014-05-13,0.97190887
2014-05-14,0.97293912
2014-05-15,0.99653507
2014-05-16,0.97142166
2014-05-17,0.98938608
2014-05-18,0.99954737
2014-05-19,0.98278552
2014-05-20,1.02294341
2014-05-21,1.03153709
2014-05-22,1.04968693
2014-05-23,1.03844013
2014-05-24,1.00833306
2014-05-25,1.11007272
2014-05-26,1.03451635
2014-05-27,1.27000474
2014-05-28,1.02887693
2014-05-29,1.01580394
2014-05-30,1.07885484
2014-05-31,1.05115183
2014-06-01,1.05828932
2014-06-02,1.06540811
2014-06-03,1.0622505
2014-06-04,1.03184975
2014-06-05,1.05340524
2014-06-06,1.04082195
2014-06-07,1.02623206
2014-06-08,1.05802247
2014-06-09,1.06892239
2014-06-10,1.05262013
2014-06-11,1.03892038
2014-06-12,1.16951976
2014-06-13,1.01107093
2014-06-14,0.97301017
2014-06-15,0.99104969
2014-06-16,1.02682212
2014-06-17,1.00381463
2014-06-18,1.01315483
2014-06-19,1.00489315
2014-06-20,1.00161933
2014-06-21,1.00510669
2014-06-22,1.01527704
2014-06-23,1.01191534
2014-06-24,1.01876687
2014-06-25,0.98545713
2014-06-26,1.02512514
2014-06-27,1.0172484
2014-06-28,1.01502505
2014-06-29,1.07913855
2014-06-30,1.05452806
2014-07-01,1.04752406
2014-07-02,1.03064033
2014-07-03,1.0465456
2014-07-04,1.01715664
2014-07-05,1.01508362
2014-07-06,1.01541869
2014-07-07,1.01505216
2014-07-08,1.0019127
2014-07-09,1.05803581
2014-07-10,1.01497941
2014-07-11,1.01061443
2014-07-12,1.0145978
2014-07-13,1.01241067
2014-07-14,1.00372289
2014-07-15,1.01106696
2014-07-16,1.00314558
2014-07-17,1.01920117
2014-07-18,1.01333006
2014-07-19,0.99286578
2014-07-20,1.00834246
2014-07-21,1.03254787
2014-07-22,1.01097656
2014-07-23,1.03460765
2014-07-24,1.0056203
2014-07-25,1.00178179
2014-07-26,0.99654027
2014-07-27,1.00500576
2014-07-28,0.98860549
2014-07-29,0.98411009
2014-07-30,0.97731052
2014-07-31,1.01323066
2014-08-01,1.0403562
2014-08-02,1.00718942
2014-08-03,0.99415074
2014-08-04,1.03690161
2014-08-05,1.15125541
2014-08-06,1.00549103
2014-08-07,1.01147247
2014-08-08,1.01425517
2014-08-09,1.01569343
2014-08-10,1.01147337
2014-08-11,1.00019211
2014-08-12,0.99593585
2014-08-13,0.98447648
2014-08-14,0.92954333
2014-08-15,0.96926629
2014-08-16,0.98727064
2014-08-17,1.00343827
2014-08-18,0.91941253
2014-08-19,0.97582231
2014-08-20,1.00194418
2014-08-21,0.99492296
2014-08-22,1.00037199
2014-08-23,0.96614162
2014-08-24,0.99738888
2014-08-25,0.99269194
2014-08-26,1.00242727
2014-08-27,0.99634247
2014-08-28,0.91620514
2014-08-29,0.97201931
2014-08-30,0.99195603
2014-08-31,0.98892948
2014-09-01,1.00727637
2014-09-02,0.95700376
2014-09-03,0.98557663
2014-09-04,1.00554775
2014-09-05,1.00650676
2014-09-06,1.02674374
2014-09-07,0.95088528
2014-09-08,0.97727804
2014-09-09,0.95278607
2014-09-10,0.98129579
2014-09-11,0.98322436
2014-09-12,0.9593948
2014-09-13,0.99192677
2014-09-14,0.99940898
2014-09-15,0.97714126
2014-09-16,0.98028191
2014-09-17,0.9824962
2014-09-18,0.92528045
2014-09-19,0.91501921
2014-09-20,0.91000624
2014-09-21,0.960834
2014-09-22,0.95744421
2014-09-23,0.96650096
2014-09-24,0.98599802
2014-09-25,0.96776376
2014-09-26,0.92371885
2014-09-27,0.96173299
2014-09-28,0.97869485
2014-09-29,0.89638444
2014-09-30,0.9503481
2014-10-01,0.94747142
2014-10-02,0.95262577
2014-10-03,0.88385294
2014-10-04,0.92182507
2014-10-05,0.95602652
2014-10-06,0.8166962
2014-10-07,0.94387088
2014-10-08,0.99768171
2014-10-09,0.96796676
2014-10-10,0.95987626
2014-10-11,0.98153303
2014-10-12,0.88024635
2014-10-13,1.04702446
2014-10-14,1.02042248
2014-10-15,0.92143424
2014-10-16,0.99608592
2014-10-17,0.9514622
2014-10-18,1.00867341
2014-10-19,1.00083623
2014-10-20,0.98445428
2014-10-21,0.98701432
2014-10-22,0.97826559
2014-10-23,0.95568738
2014-10-24,0.9329275
2014-10-25,0.9504413
2014-10-26,0.97323136
2014-10-27,0.95715864
2014-10-28,0.9771334
2014-10-29,0.93980832
2014-10-30,0.94295985
2014-10-31,0.93891105
2014-11-01,0.955785
2014-11-02,0.94959759
2014-11-03,0.94616154
2014-11-04,0.93824573
2014-11-05,0.98239651
2014-11-06,1.00243814
2014-11-07,1.02775411
2014-11-08,0.99948798
2014-11-09,0.94219297
2014-11-10,1.00326889
2014-11-11,0.98295511
2014-11-12,1.03126954
2014-11-13,1.06778986
2014-11-14,0.97803308
2014-11-15,0.99044974
2014-11-16,0.99793851
2014-11-17,0.97876665
2014-11-18,0.97646569
2014-11-19,0.96189897
2014-11-20,0.94069806
2014-11-21,0.96167195
2014-11-22,0.98266563
2014-11-23,0.98774135
2014-11-24,1.01006602
2014-11-25,0.99336788
2014-11-26,0.97535743
2014-11-27,0.98675829
2014-11-28,0.82829431
2014-11-29,0.99293368
2014-11-30,1.00553442
2014-12-01,0.99595143
2014-12-02,0.98344951
2014-12-03,0.99314086
2014-12-04,0.90043525
2014-12-05,0.99244498
2014-12-06,0.99378183
2014-12-07,0.98973306
2014-12-08,0.84168587
2014-12-09,0.99486802
2014-12-10,0.93549627
2014-12-11,0.97618757
2014-12-12,0.98583579
2014-12-13,0.97392987
2014-12-14,0.98996302
2014-12-15,0.95805095
2014-12-16,0.96994548
2014-12-17,0.95549698
2014-12-18,0.95166445
2014-12-19,0.95056099
2014-12-20,0.96656051
2014-12-21,0.92086438
2014-12-22,0.98015875
2014-12-23,0.99636567
2014-12-24,0.82150209
2014-12-25,0.97165108
2014-12-26,0.98213596
2014-12-27,0.97535572
2014-12-28,0.9750255
2014-12-29,0.94249625
2014-12-30,0.87418052
2014-12-31,0.92596614
2015-01-01,0.98908727
2015-01-02,0.9789333
2015-01-03,0.9240903
2015-01-04,0.91413974
2015-01-05,0.8947692
2015-01-06,0.98068794
2015-01-07,0.96600421
2015-01-08,0.95557832
2015-01-09,0.93444425
2015-01-10,0.96248365
2015-01-11,0.97679859
2015-01-12,0.94445709
2015-01-13,0.9060453
2015-01-14,0.83409059
2015-01-15,0.9427374
2015-01-16,0.93428272
2015-01-17,0.92826442
2015-01-18,0.96558106
2015-01-19,0.96011226
2015-01-20,0.95000663
2015-01-21,0.82085834
2015-01-22,0.99921915
2015-01-23,0.98362078
2015-01-24,0.99922891
2015-01-25,0.99664095
2015-01-26,0.9563012
2015-01-27,0.97464651
2015-01-28,1.03300603
2015-01-29,0.92649814
2015-01-30,0.94520708
2015-01-31,0.92064106
2015-02-01,0.94981447
2015-02-02,0.94484641
2015-02-03,0.99856737
2015-02-04,0.93615804
2015-02-05,0.93760324
2015-02-06,0.97372176
2015-02-07,0.97167519
2015-02-08,0.97448208
2015-02-09,0.9452862
2015-02-10,0.96608035
2015-02-11,0.94563585
2015-02-12,0.96661276
2015-02-13,0.99836244
2015-02-14,0.99203737
2015-02-15,1.00944605
2015-02-16,0.96027957
2015-02-17,0.98705487
2015-02-18,0.98457986
2015-02-19,0.87992764
2015-02-20,1.10478166
2015-02-21,0.99327447
2015-02-22,0.95800199
2015-02-23,0.95340259
2015-02-24,0.96609884
2015-02-25,0.93054238
2015-02-26,0.98089922
2015-02-27,1.00683828
2015-02-28,0.97787848
2015-03-01,1.02658634
2015-03-02,1.00101171
2015-03-03,0.96405039
2015-03-04,1.01965137
2015-03-05,0.96576623
2015-03-06,1.01242968
2015-03-07,0.94884411
2015-03-08,0.93373873
2015-03-09,0.96241337
2015-03-10,1.06895738
2015-03-11,1.02322864
2015-03-12,1.05018563
2015-03-13,0.94633741
2015-03-14,0.99195358
2015-03-15,0.99504123
2015-03-16,0.98041498
2015-03-17,1.00494526
2015-03-18,0.9627162
2015-03-19,0.96036003
2015-03-20,0.97434908
2015-03-21,0.98435548
2015-03-22,0.97730981
2015-03-23,0.98595519
2015-03-24,0.95486239
2015-03-25,0.95317862
2015-03-26,0.96942894
2015-03-27,0.97005871
2015-03-28,0.98576745
2015-03-29,0.97361641
2015-03-30,0.96873549
2015-03-31,0.97985622
2015-04-01,0.8912359
2015-04-02,1.00164698
2015-04-03,0.97631863
2015-04-04,0.99918228
2015-04-05,0.99693274
2015-04-06,0.99638781
2015-04-07,0.98730919
2015-04-08,0.98102021
2015-04-09,0.95012987
2015-04-10,0.89098255
2015-04-11,0.98069663
2015-04-12,0.95905499
2015-04-13,0.93668468
2015-04-14,0.94847726
2015-04-15,0.85770028
2015-04-16,0.97803932
2015-04-17,0.96626391
2015-04-18,0.98163034
2015-04-19,0.98972186
2015-04-20,0.96319117
2015-04-21,0.96609932
2015-04-22,0.99330307
2015-04-23,0.99974058
2015-04-24,0.97696387
2015-04-25,0.97902579
2015-04-26,0.95650731
