date,Fund Flow Ratio
2018-06-20,0.07062587
2018-06-21,0.10108222
2018-06-22,0.08530009
2018-06-23,0.04792638
2018-06-24,0.10557803
2018-06-25,0.09365056
2018-06-26,0.09654296
2018-06-27,0.10973636
2018-06-28,0.09131075
2018-06-29,0.0925299
2018-06-30,0.10020012
2018-07-01,0.05435002
2018-07-02,0.09739563
2018-07-03,0.10064381
2018-07-04,0.08548073
2018-07-05,0.0987269
2018-07-06,0.1095071
2018-07-07,0.07997659
2018-07-08,0.07155395
2018-07-09,0.07409847
2018-07-10,0.09143484
2018-07-11,0.10789872
2018-07-12,0.09874125
2018-07-13,0.12529677
2018-07-14,0.0511578
2018-07-15,0.06356362
2018-07-16,0.07786345
2018-07-17,0.09955386
2018-07-18,0.11222791
2018-07-19,0.11402159
2018-07-20,0.11686028
2018-07-21,0.08861678
2018-07-22,0.08401117
2018-07-23,0.1164092
2018-07-24,0.12078567
2018-07-25,0.11059176
2018-07-26,0.10038454
2018-07-27,0.10689655
2018-07-28,0.06723288
2018-07-29,0.05534829
2018-07-30,0.11444459
2018-07-31,0.1341849
2018-08-01,0.11207179
2018-08-02,0.08635552
2018-08-03,0.11164323
2018-08-04,0.07222205
2018-08-05,0.05351728
2018-08-06,0.07632212
2018-08-07,0.08122134
2018-08-08,0.12186501
2018-08-09,0.11039986
2018-08-10,0.12240012
2018-08-11,0.11850365
2018-08-12,0.09281948
2018-08-13,0.12336789
2018-08-14,0.15812865
2018-08-15,0.13606738
2018-08-16,0.08686878
2018-08-17,0.11514703
2018-08-18,0.0804717
2018-08-19,0.06477889
2018-08-20,0.10225876
2018-08-21,0.10722672
2018-08-22,0.14334457
2018-08-23,0.1120311
2018-08-24,0.12137254
2018-08-25,0.09353617
2018-08-26,0.09847996
2018-08-27,0.10485915
2018-08-28,0.06901571
2018-08-29,0.11425903
2018-08-30,0.1112894
2018-08-31,0.07476745
2018-09-01,0.08238442
2018-09-02,0.08761601
2018-09-03,0.08888642
2018-09-04,0.10563869
2018-09-05,0.15038167
2018-09-06,0.16020181
2018-09-07,0.11044504
2018-09-08,0.08160641
2018-09-09,0.09220007
2018-09-10,0.1003535
2018-09-11,0.09465013
2018-09-12,0.11032161
2018-09-13,0.14589183
2018-09-14,0.10195085
2018-09-15,0.06106853
2018-09-16,0.05245537
2018-09-17,0.07039568
2018-09-18,0.08028587
2018-09-19,0.08756902
2018-09-20,0.1027361
2018-09-21,0.12341273
2018-09-22,0.08895534
2018-09-23,0.08956663
2018-09-24,0.0813501
2018-09-25,0.07166891
2018-09-26,0.08482965
2018-09-27,0.09444077
2018-09-28,0.10924423
2018-09-29,0.08316
2018-09-30,0.07639687
2018-10-01,0.10408587
2018-10-02,0.0709141
2018-10-03,0.10984611
2018-10-04,0.10234804
2018-10-05,0.09470725
2018-10-06,0.07455503
2018-10-07,0.07280356
2018-10-08,0.08569036
2018-10-09,0.10731599
2018-10-10,0.09554535
2018-10-11,0.14953208
2018-10-12,0.10825968
2018-10-13,0.08038423
2018-10-14,0.08534263
2018-10-15,0.18630607
2018-10-16,0.13677828
2018-10-17,0.11584224
2018-10-18,0.11190894
2018-10-19,0.09519815
2018-10-20,0.08511404
2018-10-21,0.08090161
2018-10-22,0.11520933
2018-10-23,0.0940374
2018-10-24,0.08992309
2018-10-25,0.11405487
2018-10-26,0.10247732
2018-10-27,0.07319779
2018-10-28,0.07286142
2018-10-29,0.14298956
2018-10-30,0.10137819
2018-10-31,0.11106938
2018-11-01,0.09874051
2018-11-02,0.08278792
2018-11-03,0.10491663
2018-11-04,0.07572237
2018-11-05,0.11694437
2018-11-06,0.12157492
2018-11-07,0.11952977
2018-11-08,0.11594373
2018-11-09,0.12252778
2018-11-10,0.07378279
2018-11-11,0.07442501
2018-11-12,0.10568951
2018-11-13,0.12080591
2018-11-14,0.17244027
2018-11-15,0.1458083
2018-11-16,0.14460189
2018-11-17,0.10145361
2018-11-18,0.11091576
2018-11-19,0.19888548
2018-11-20,0.1702112
2018-11-21,0.14905641
2018-11-22,0.13386627
2018-11-23,0.13725258
2018-11-24,0.13467293
2018-11-25,0.18707793
2018-11-26,0.16373022
2018-11-27,0.15344474
2018-11-28,0.16998794
2018-11-29,0.16124859
2018-11-30,0.13803301
2018-12-01,0.07646311
2018-12-02,0.08517321
2018-12-03,0.10272167
2018-12-04,0.07541793
2018-12-05,0.13351949
2018-12-06,0.14566488
2018-12-07,0.17850385
2018-12-08,0.12784846
2018-12-09,0.12011493
2018-12-10,0.14363954
2018-12-11,0.11836026
2018-12-12,0.1299295
2018-12-13,0.12664248
2018-12-14,0.13524494
2018-12-15,0.10459018
2018-12-16,0.08274485
2018-12-17,0.14384436
2018-12-18,0.12935769
2018-12-19,0.16297803
2018-12-20,0.16206795
2018-12-21,0.14812767
2018-12-22,0.11412251
2018-12-23,0.1213687
2018-12-24,0.15156848
2018-12-25,0.10541037
2018-12-26,0.10471715
2018-12-27,0.10996729
2018-12-28,0.13701145
2018-12-29,0.08993687
2018-12-30,0.09263971
2018-12-31,0.11494263
2019-01-01,0.10751581
2019-01-02,0.11731932
2019-01-03,0.13598664
2019-01-04,0.13210027
2019-01-05,0.10776099
2019-01-06,0.10607307
2019-01-07,0.13380638
2019-01-08,0.1438598
2019-01-09,0.13425999
2019-01-10,0.15358541
2019-01-11,0.13095958
2019-01-12,0.08624822
2019-01-13,0.08975334
2019-01-14,0.15923997
2019-01-15,0.1094562
2019-01-16,0.14932477
2019-01-17,0.15341193
2019-01-18,0.12395701
2019-01-19,0.1247505
2019-01-20,0.1033691
2019-01-21,0.07440965
2019-01-22,0.11570592
2019-01-23,0.10061131
2019-01-24,0.07761751
2019-01-25,0.0566302
2019-01-26,0.05769666
2019-01-27,0.07350484
2019-01-28,0.09514261
2019-01-29,0.07765095
2019-01-30,0.05947194
2019-01-31,0.0625469
2019-02-01,0.05821814
2019-02-02,0.03976611
2019-02-03,0.0749866
2019-02-04,0.0375361
2019-02-05,0.02839195
2019-02-06,0.02867947
2019-02-07,0.03885063
2019-02-08,0.04657552
2019-02-09,0.04383636
2019-02-10,0.09678583
2019-02-11,0.05180834
2019-02-12,0.03295731
2019-02-13,0.03219454
2019-02-14,0.03375144
2019-02-15,0.04782179
2019-02-16,0.08663755
2019-02-17,0.08082194
2019-02-18,0.11682812
2019-02-19,0.08608765
2019-02-20,0.09310959
2019-02-21,0.11706758
2019-02-22,0.08204164
2019-02-23,0.06998571
2019-02-24,0.13648766
2019-02-25,0.11200704
2019-02-26,0.07513899
2019-02-27,0.08106699
2019-02-28,0.08103231
2019-03-01,0.0791401
2019-03-02,0.03758518
2019-03-03,0.04557562
2019-03-04,0.07719157
2019-03-05,0.05418933
2019-03-06,0.09246998
2019-03-07,0.08801164
2019-03-08,0.0931003
2019-03-09,0.10171587
2019-03-10,0.10046916
2019-03-11,0.11586403
2019-03-12,0.08733143
2019-03-13,0.11006177
2019-03-14,0.10386188
2019-03-15,0.08573637
2019-03-16,0.09178503
2019-03-17,0.06844587
2019-03-18,0.06457994
2019-03-19,0.07914941
2019-03-20,0.11004619
2019-03-21,0.09985842
2019-03-22,0.06261719
2019-03-23,0.08542351
2019-03-24,0.08329255
2019-03-25,0.08822546
2019-03-26,0.10179906
2019-03-27,0.10677365
2019-03-28,0.08338841
2019-03-29,0.11473895
2019-03-30,0.085611
2019-03-31,0.07994399
2019-04-01,0.08932876
2019-04-02,0.09947835
2019-04-03,0.17724971
2019-04-04,0.16037634
2019-04-05,0.13389887
2019-04-06,0.10351453
2019-04-07,0.10604525
2019-04-08,0.12411659
2019-04-09,0.07301263
2019-04-10,0.10183058
2019-04-11,0.10119442
2019-04-12,0.09177053
2019-04-13,0.07840805
2019-04-14,0.07716857
2019-04-15,0.09891693
2019-04-16,0.07454033
2019-04-17,0.08859866
2019-04-18,0.0789153
2019-04-19,0.04618855
2019-04-20,0.05736227
2019-04-21,0.09363972
2019-04-22,0.05985107
2019-04-23,0.06125472
2019-04-24,0.10021501
2019-04-25,0.10465612
2019-04-26,0.15738001
2019-04-27,0.11034835
2019-04-28,0.10308117
2019-04-29,0.15423556
2019-04-30,0.0812692
2019-05-01,0.08906029
2019-05-02,0.12117491
2019-05-03,0.12115421
2019-05-04,0.10265473
2019-05-05,0.10215292
2019-05-06,0.09304577
2019-05-07,0.09446049
2019-05-08,0.08889898
2019-05-09,0.10310695
2019-05-10,0.09722959
2019-05-11,0.13215994
2019-05-12,0.1350111
2019-05-13,0.11453802
2019-05-14,0.13386454
2019-05-15,0.08018948
2019-05-16,0.14138961
2019-05-17,0.13272695
2019-05-18,0.08994187
2019-05-19,0.1038323
2019-05-20,0.10658009
2019-05-21,0.10874371
2019-05-22,0.1004383
2019-05-23,0.10529904
2019-05-24,0.09168653
2019-05-25,0.0680409
2019-05-26,0.08892919
2019-05-27,0.10412342
2019-05-28,0.08115285
2019-05-29,0.07979148
2019-05-30,0.11497125
2019-05-31,0.08422441
2019-06-01,0.05877021
2019-06-02,0.04809929
2019-06-03,0.08490619
2019-06-04,0.1068079
2019-06-05,0.06215116
2019-06-06,0.05486127
2019-06-07,0.06807182
2019-06-08,0.05817157
2019-06-09,0.0543271
2019-06-10,0.07347051
2019-06-11,0.05172101
2019-06-12,0.11347634
2019-06-13,0.09654813
2019-06-14,0.09465979
2019-06-15,0.07752701
2019-06-16,0.07998256
2019-06-17,0.0436116
2019-06-18,0.03735959
2019-06-19,0.05931646
2019-06-20,0.03185367
2019-06-21,0.07733179
2019-06-22,0.07701819
2019-06-23,0.08293823
2019-06-24,0.0778682
2019-06-25,0.07237223
2019-06-26,0.12428402
2019-06-27,0.12396154
2019-06-28,0.14920149
2019-06-29,0.05855926
2019-06-30,0.04992006
2019-07-01,0.06634302
2019-07-02,0.09786511
2019-07-03,0.07739887
2019-07-04,0.09606805
2019-07-05,0.06574932
2019-07-06,0.07535357
2019-07-07,0.06818593
2019-07-08,0.04065211
2019-07-09,0.05162131
2019-07-10,0.06320028
2019-07-11,0.05245487
2019-07-12,0.04703147
2019-07-13,0.04558793
2019-07-14,0.04230964
2019-07-15,0.06564153
2019-07-16,0.05704489
2019-07-17,0.08281041
2019-07-18,0.02605379
2019-07-19,0.11414734
2019-07-20,0.07387317
2019-07-21,0.03640511
2019-07-22,0.0145885
2019-07-23,0.08068265
2019-07-24,0.09692357
2019-07-25,0.0525139
2019-07-26,0.07601774
2019-07-27,0.11935007
2019-07-28,0.08028988
2019-07-29,0.21010426
2019-07-30,0.04128568
2019-07-31,0.0573699
2019-08-01,0.08175192
2019-08-02,0.12934898
2019-08-03,0.10228482
2019-08-04,0.07463308
2019-08-05,0.06574092
2019-08-06,0.09840933
2019-08-07,0.13476733
2019-08-08,0.05602606
2019-08-09,0.0676564
2019-08-10,0.03822533
2019-08-11,0.0586475
2019-08-12,0.04640087
2019-08-13,0.05625235
2019-08-14,0.06977123
2019-08-15,0.07811378
2019-08-16,0.0919227
2019-08-17,0.01997555
2019-08-18,0.0335311
2019-08-19,0.08561752
2019-08-20,0.00621779
2019-08-21,0.00389422
2019-08-22,0.00614587
2019-08-23,0.10260699
2019-08-24,0.09632892
2019-08-25,0.06352178
2019-08-26,0.07973079
2019-08-27,0.08599938
2019-08-28,0.0966939
2019-08-29,0.11360266
2019-08-30,0.0977054
2019-08-31,0.03958669
2019-09-01,0.03386097
2019-09-02,0.09648361
2019-09-03,0.1021814
2019-09-04,0.06242303
2019-09-05,0.065714
2019-09-06,0.08286372
2019-09-07,0.07594394
2019-09-08,0.05222999
2019-09-09,0.09563437
2019-09-10,0.07068852
2019-09-11,0.06416315
2019-09-12,0.0908377
2019-09-13,0.0955277
2019-09-14,0.05729941
2019-09-15,0.07297403
2019-09-16,0.07686792
2019-09-17,0.06849067
2019-09-18,0.11715414
2019-09-19,0.15031848
2019-09-20,0.10567641
2019-09-21,0.05089995
2019-09-22,0.02362861
2019-09-23,0.04872587
2019-09-24,0.1890953
2019-09-25,0.11646976
2019-09-26,0.1104934
2019-09-27,0.12428193
2019-09-28,0.09640559
2019-09-29,0.07921464
2019-09-30,0.10829042
2019-10-01,0.09218962
2019-10-02,0.08724578
2019-10-03,0.09225445
2019-10-04,0.1037958
2019-10-05,0.07079059
2019-10-06,0.09192588
2019-10-07,0.14199421
2019-10-08,0.09981287
2019-10-09,0.12880414
2019-10-10,0.13561118
2019-10-11,0.1478092
2019-10-12,0.07618072
2019-10-13,0.08961963
2019-10-14,0.49466287
2019-10-15,0.10170421
2019-10-16,0.09634798
2019-10-17,0.0975952
2019-10-18,0.10326803
2019-10-19,0.03994414
2019-10-20,0.0490742
2019-10-21,0.09770996
2019-10-22,0.07608343
2019-10-23,0.11264326
2019-10-24,0.11029757
2019-10-25,0.12499062
2019-10-26,0.15770051
2019-10-27,0.1000823
2019-10-28,0.11734158
2019-10-29,0.06906656
2019-10-30,0.04975188
2019-10-31,0.06871102
2019-11-01,0.16981589
2019-11-02,0.04604991
2019-11-03,0.04776373
2019-11-04,0.09993997
2019-11-05,0.08341457
2019-11-06,0.07061823
2019-11-07,0.0678058
2019-11-08,0.08130063
2019-11-09,0.04238761
2019-11-10,0.05277323
2019-11-11,0.08609812
2019-11-12,0.09095488
2019-11-13,0.06676818
2019-11-14,0.07963435
2019-11-15,0.08291297
2019-11-16,0.0551941
2019-11-17,0.0526432
2019-11-18,0.08472669
2019-11-19,0.11657784
2019-11-20,0.10707961
2019-11-21,0.08452873
2019-11-22,0.13987435
2019-11-23,0.08903283
2019-11-24,0.08849327
2019-11-25,0.1574226
2019-11-26,0.11016661
2019-11-27,0.1375894
2019-11-28,0.11533917
2019-11-29,0.1050083
2019-11-30,0.09090349
2019-12-01,0.07817204
2019-12-02,0.11993529
2019-12-03,0.10346516
2019-12-04,0.05905881
2019-12-05,0.10759317
2019-12-06,0.04123946
2019-12-07,0.04761338
2019-12-08,0.05426166
2019-12-09,0.09017332
2019-12-10,0.09642881
2019-12-11,0.08592284
2019-12-12,0.1066363
2019-12-13,0.14520858
2019-12-14,0.06740699
2019-12-15,0.05811517
2019-12-16,0.14481496
2019-12-17,0.13268607
2019-12-18,0.13552524
2019-12-19,0.14375288
2019-12-20,0.12273112
2019-12-21,0.06379129
2019-12-22,0.05172443
2019-12-23,0.13536186
2019-12-24,0.12080608
2019-12-25,0.08246746
2019-12-26,0.10392506
2019-12-27,0.12726869
2019-12-28,0.06888915
2019-12-29,0.08837411
2019-12-30,0.11098541
2019-12-31,0.11721643
2020-01-01,0.08355948
2020-01-02,0.12349442
2020-01-03,0.11471822
2020-01-04,0.10008397
2020-01-05,0.0688053
2020-01-06,0.10214814
2020-01-07,0.16398451
2020-01-08,0.1435705
2020-01-09,0.08276368
2020-01-10,0.14021481
2020-01-11,0.09773043
2020-01-12,0.07768978
2020-01-13,0.1412799
2020-01-14,0.15321851
2020-01-15,0.16510203
2020-01-16,0.15101774
2020-01-17,0.20142847
2020-01-18,0.09105834
2020-01-19,0.10866572
2020-01-20,0.09183126
2020-01-21,0.14332402
2020-01-22,0.12420252
2020-01-23,0.1204087
2020-01-24,0.1493379
2020-01-25,0.0676104
2020-01-26,0.07438283
2020-01-27,0.06064484
2020-01-28,0.09120688
2020-01-29,0.10901324
2020-01-30,0.1470534
2020-01-31,0.17226486
2020-02-01,0.17337373
2020-02-02,0.07486101
2020-02-03,0.06994041
2020-02-04,0.09728061
2020-02-05,0.14024741
2020-02-06,0.07576251
2020-02-07,0.06746585
2020-02-08,0.0769258
2020-02-09,0.11649148
2020-02-10,0.12923455
2020-02-11,0.12369854
2020-02-12,0.12641004
2020-02-13,0.14047224
2020-02-14,0.11686898
2020-02-15,0.09258202
2020-02-16,0.17898179
2020-02-17,0.16725713
2020-02-18,0.12711586
2020-02-19,0.16245479
2020-02-20,0.14745933
2020-02-21,0.12660984
2020-02-22,0.07846402
2020-02-23,0.0971088
2020-02-24,0.13480389
2020-02-25,0.12202274
2020-02-26,0.18019232
2020-02-27,0.13553823
2020-02-28,0.14550169
2020-02-29,0.08512672
2020-03-01,0.08657338
2020-03-02,0.13730426
2020-03-03,0.14998236
2020-03-04,0.09850975
2020-03-05,0.16565195
2020-03-06,0.119075
2020-03-07,0.07759983
2020-03-08,0.14959
2020-03-09,0.19971134
2020-03-10,0.15213949
2020-03-11,0.07953289
2020-03-12,0.26675245
2020-03-13,0.29922898
2020-03-14,0.20744225
2020-03-15,0.19488989
2020-03-16,0.24290337
2020-03-17,0.18678758
2020-03-18,0.18594641
2020-03-19,0.20119557
2020-03-20,0.20087171
2020-03-21,0.13074699
2020-03-22,0.22888655
2020-03-23,0.1811764
2020-03-24,0.21235733
2020-03-25,0.20194909
2020-03-26,0.15190662
2020-03-27,0.16012673
2020-03-28,0.17015137
2020-03-29,0.16989841
2020-03-30,0.1567112
2020-03-31,0.21614867
2020-04-01,0.12406188
2020-04-02,0.18006135
2020-04-03,0.14977298
2020-04-04,0.0884594
2020-04-05,0.11958115
2020-04-06,0.24679779
2020-04-07,0.30557668
2020-04-08,0.16599113
2020-04-09,0.23065923
2020-04-10,0.14555911
2020-04-11,0.11901228
2020-04-12,0.14399833
2020-04-13,0.16250938
2020-04-14,0.16208938
2020-04-15,0.19350675
2020-04-16,0.18215086
2020-04-17,0.17022102
2020-04-18,0.11310651
2020-04-19,0.12123997
2020-04-20,0.18556551
2020-04-21,0.18943714
2020-04-22,0.16807335
2020-04-23,0.18491255
2020-04-24,0.14892266
2020-04-25,0.10701973
2020-04-26,0.11958422
2020-04-27,0.15548221
2020-04-28,0.16864869
2020-04-29,0.15495541
2020-04-30,0.17363494
2020-05-01,0.15992865
2020-05-02,0.1192961
2020-05-03,0.11238239
2020-05-04,0.16906407
2020-05-05,0.12428247
2020-05-06,0.15169031
2020-05-07,0.16878814
2020-05-08,0.2591675
2020-05-09,0.17398193
2020-05-10,0.22846031
2020-05-11,0.18570815
2020-05-12,0.22853802
2020-05-13,0.25397728
2020-05-14,0.15670231
2020-05-15,0.15932654
2020-05-16,0.08987864
2020-05-17,0.12589543
2020-05-18,0.14415998
2020-05-19,0.11443149
2020-05-20,0.22040124
2020-05-21,0.26271892
2020-05-22,0.12807511
2020-05-23,0.10364118
2020-05-24,0.25734421
2020-05-25,0.36943935
2020-05-26,0.12322179
2020-05-27,0.19611164
2020-05-28,0.15672634
2020-05-29,0.21266636
2020-05-30,0.12702075
2020-05-31,0.211703
2020-06-01,0.1826136
2020-06-02,0.23396628
2020-06-03,0.13680534
2020-06-04,0.19133275
2020-06-05,0.21833385
2020-06-06,0.11033032
2020-06-07,0.13306833
2020-06-08,0.17515491
2020-06-09,0.13388503
2020-06-10,0.09673665
2020-06-11,0.2688821
2020-06-12,0.15394433
2020-06-13,0.08136776
2020-06-14,0.08765497
2020-06-15,0.24132561
2020-06-16,0.1620977
2020-06-17,0.21122262
2020-06-18,0.14745919
2020-06-19,0.11154036
2020-06-20,0.09198079
2020-06-21,0.10700275
2020-06-22,0.14161539
2020-06-23,0.1368814
2020-06-24,0.11346657
2020-06-25,0.12137898
2020-06-26,0.10565853
2020-06-27,0.11054517
2020-06-28,0.07891894
2020-06-29,0.12537891
2020-06-30,0.10360714
2020-07-01,0.12444725
2020-07-02,0.13459106
2020-07-03,0.11159111
2020-07-04,0.08193035
2020-07-05,0.07610218
2020-07-06,0.11523329
2020-07-07,0.12044222
2020-07-08,0.15786653
2020-07-09,0.13793286
2020-07-10,0.12753959
2020-07-11,0.08269619
2020-07-12,0.06854836
2020-07-13,0.11722824
2020-07-14,0.1297029
2020-07-15,0.15554868
2020-07-16,0.13348242
2020-07-17,0.12824636
2020-07-18,0.09148616
2020-07-19,0.07850777
2020-07-20,0.12913559
2020-07-21,0.15763982
2020-07-22,0.15994216
2020-07-23,0.18640082
2020-07-24,0.1501519
2020-07-25,0.11316762
2020-07-26,0.15679649
2020-07-27,0.21941067
2020-07-28,0.18163277
2020-07-29,0.15758821
2020-07-30,0.17655366
2020-07-31,0.20371634
2020-08-01,0.13752396
2020-08-02,0.15363911
2020-08-03,0.14395104
2020-08-04,0.1483823
2020-08-05,0.14618773
2020-08-06,0.14578449
2020-08-07,0.16788306
2020-08-08,0.09764943
2020-08-09,0.09314118
2020-08-10,0.16500851
2020-08-11,0.16073502
2020-08-12,0.14383915
2020-08-13,0.1498185
2020-08-14,0.13856192
2020-08-15,0.06105192
2020-08-16,0.03862681
2020-08-17,0.06418294
2020-08-18,0.0844806
2020-08-19,0.08929644
2020-08-20,0.07053668
2020-08-21,0.09111279
2020-08-22,0.0512329
2020-08-23,0.03826085
2020-08-24,0.05573527
2020-08-25,0.0882094
2020-08-26,0.072829
2020-08-27,0.06439072
2020-08-28,0.06573932
2020-08-29,0.04202107
2020-08-30,0.0399773
2020-08-31,0.0578943
2020-09-01,0.0673053
2020-09-02,0.08633888
2020-09-03,0.08016743
2020-09-04,0.10466098
2020-09-05,0.05710723
2020-09-06,0.03546376
2020-09-07,0.050285
2020-09-08,0.05830055
2020-09-09,0.04602258
2020-09-10,0.0465235
2020-09-11,0.04430402
2020-09-12,0.0325005
2020-09-13,0.03200327
2020-09-14,0.06171561
2020-09-15,0.05040776
2020-09-16,0.04880691
2020-09-17,0.03382372
2020-09-18,0.04055097
2020-09-19,0.02518232
2020-09-20,0.02820708
2020-09-21,0.04578312
2020-09-22,0.05386675
2020-09-23,0.05920397
2020-09-24,0.06990982
2020-09-25,0.0541608
2020-09-26,0.02642423
2020-09-27,0.0277519
2020-09-28,0.0655901
2020-09-29,0.06549557
2020-09-30,0.05079488
2020-10-01,0.07617734
2020-10-02,0.09084824
2020-10-03,0.0326717
2020-10-04,0.02732959
2020-10-05,0.06391707
2020-10-06,0.05796636
2020-10-07,0.07511809
2020-10-08,0.06862103
2020-10-09,0.05885213
2020-10-10,0.06878623
2020-10-11,0.03675731
2020-10-12,0.06544093
2020-10-13,0.05974966
2020-10-14,0.05172608
2020-10-15,0.05763242
2020-10-16,0.07239541
2020-10-17,0.02617381
2020-10-18,0.01995494
2020-10-19,0.0380677
2020-10-20,0.02850639
2020-10-21,0.05388406
2020-10-22,0.050868
2020-10-23,0.05355576
2020-10-24,0.03681954
2020-10-25,0.0445924
2020-10-26,0.06034592
2020-10-27,0.05837396
2020-10-28,0.06419057
2020-10-29,0.06890758
2020-10-30,0.07626068
2020-10-31,0.05779165
2020-11-01,0.02622733
2020-11-02,0.06386546
2020-11-03,0.05312748
2020-11-04,0.06925221
2020-11-05,0.07870192
2020-11-06,0.07081136
2020-11-07,0.06326745
2020-11-08,0.05351743
2020-11-09,0.0846147
2020-11-10,0.0796512
2020-11-11,0.07258743
2020-11-12,0.0891642
2020-11-13,0.10853743
2020-11-14,0.0350894
2020-11-15,0.04745285
2020-11-16,0.04171179
2020-11-17,0.06173825
2020-11-18,0.06750811
2020-11-19,0.05923223
2020-11-20,0.07486669
2020-11-21,0.04812344
2020-11-22,0.04538658
2020-11-23,0.06850823
2020-11-24,0.08629462
2020-11-25,0.08953143
2020-11-26,0.11874744
2020-11-27,0.1136598
2020-11-28,0.06416025
2020-11-29,0.07500106
2020-11-30,0.08854447
2020-12-01,0.10844235
2020-12-02,0.08107221
2020-12-03,0.09003605
2020-12-04,0.08550885
2020-12-05,0.04059213
2020-12-06,0.03803596
2020-12-07,0.07177404
2020-12-08,0.08509723
2020-12-09,0.08623504
2020-12-10,0.07567454
2020-12-11,0.10373435
2020-12-12,0.07653026
2020-12-13,0.05683111
2020-12-14,0.06476217
2020-12-15,0.07164411
2020-12-16,0.09997008
2020-12-17,0.10543735
2020-12-18,0.08583831
2020-12-19,0.06941765
2020-12-20,0.05415306
2020-12-21,0.10133366
2020-12-22,0.10891886
2020-12-23,0.1203731
2020-12-24,0.0783628
2020-12-25,0.04877675
2020-12-26,0.04883773
2020-12-27,0.06614898
2020-12-28,0.08157591
2020-12-29,0.09329316
2020-12-30,0.11234241
2020-12-31,0.10907394
2021-01-01,0.07911516
2021-01-02,0.10384391
2021-01-03,0.07075711
2021-01-04,0.11223031
2021-01-05,0.07740555
2021-01-06,0.11372719
2021-01-07,0.09828223
2021-01-08,0.09312932
2021-01-09,0.06533831
2021-01-10,0.0779573
2021-01-11,0.1048884
2021-01-12,0.09741492
2021-01-13,0.10247257
2021-01-14,0.09828223
2021-01-15,0.12115982
2021-01-16,0.05777994
2021-01-17,0.06704879
2021-01-18,0.07462819
2021-01-19,0.09601873
2021-01-20,0.09690213
2021-01-21,0.09535314
2021-01-22,0.0956676
2021-01-23,0.05005444
2021-01-24,0.03943394
2021-01-25,0.06178534
2021-01-26,0.09145893
2021-01-27,0.11398336
2021-01-28,0.10133721
2021-01-29,0.13190886
2021-01-30,0.06154639
2021-01-31,0.05533959
2021-02-01,0.08046747
2021-02-02,0.07389735
2021-02-03,0.08077682
2021-02-04,0.0858841
2021-02-05,0.09415084
2021-02-06,0.05405954
2021-02-07,0.05232524
2021-02-08,0.0999337
2021-02-09,0.06845561
2021-02-10,0.07347116
2021-02-11,0.06276802
2021-02-12,0.06340798
2021-02-13,0.05412905
2021-02-14,0.0408721
2021-02-15,0.049373
2021-02-16,0.05432098
2021-02-17,0.08323666
2021-02-18,0.06368319
2021-02-19,0.07467341
2021-02-20,0.06849501
2021-02-21,0.06590941
2021-02-22,0.10437931
2021-02-23,0.11334725
2021-02-24,0.08809441
2021-02-25,0.08351696
2021-02-26,0.11463864
2021-02-27,0.04783908
2021-02-28,0.05650104
2021-03-01,0.08421811
2021-03-02,0.06668063
2021-03-03,0.0682414
2021-03-04,0.07617198
2021-03-05,0.09923065
2021-03-06,0.04657759
2021-03-07,0.03676007
2021-03-08,0.07678469
2021-03-09,0.07300775
2021-03-10,0.08197555
2021-03-11,0.07526084
2021-03-12,0.09272609
2021-03-13,0.08351052
2021-03-14,0.07431187
2021-03-15,0.13432738
2021-03-16,0.09317597
2021-03-17,0.09491129
2021-03-18,0.08925839
2021-03-19,0.09444171
2021-03-20,0.06327484
2021-03-21,0.05185053
2021-03-22,0.10046715
2021-03-23,0.09561089
2021-03-24,0.08724009
2021-03-25,0.10316244
2021-03-26,0.11415939
2021-03-27,0.05620293
2021-03-28,0.05680664
2021-03-29,0.09785902
2021-03-30,0.08636713
2021-03-31,0.10207259
2021-04-01,0.10369436
2021-04-02,0.07986578
2021-04-03,0.05707224
2021-04-04,0.05758546
2021-04-05,0.0679558
2021-04-06,0.07543726
2021-04-07,0.08661558
2021-04-08,0.07542183
2021-04-09,0.06846802
2021-04-10,0.06314943
2021-04-11,0.0558937
2021-04-12,0.07941144
2021-04-13,0.09477332
2021-04-14,0.08337577
2021-04-15,0.07012916
2021-04-16,0.0905637
2021-04-17,0.06958293
2021-04-18,0.13397977
2021-04-19,0.108876
2021-04-20,0.10355101
2021-04-21,0.08430325
2021-04-22,0.10003633
2021-04-23,0.11535085
2021-04-24,0.0513487
2021-04-25,0.04491437
2021-04-26,0.06903595
2021-04-27,0.06311407
2021-04-28,0.05143683
2021-04-29,0.07748544
2021-04-30,0.06711508
2021-05-01,0.03981708
2021-05-02,0.03123855
2021-05-03,0.06094428
2021-05-04,0.05550023
2021-05-05,0.07819051
2021-05-06,0.08262789
2021-05-07,0.08374268
2021-05-08,0.0655701
2021-05-09,0.08241782
2021-05-10,0.11959932
2021-05-11,0.12045952
2021-05-12,0.12576835
2021-05-13,0.11301544
2021-05-14,0.09129253
2021-05-15,0.05434232
2021-05-16,0.07727675
2021-05-17,0.11467744
2021-05-18,0.10831367
2021-05-19,0.16212509
2021-05-20,0.10774178
2021-05-21,0.11411484
2021-05-22,0.06690779
2021-05-23,0.08625339
2021-05-24,0.097725
2021-05-25,0.08613697
2021-05-26,0.07279814
2021-05-27,0.06513625
2021-05-28,0.07218499
2021-05-29,0.05436102
2021-05-30,0.06672764
