date,Fees per Block USD (Mean)
2012-03-18,0.10651284
2012-03-19,0.13867056
2012-03-20,0.14573619
2012-03-21,0.10295053
2012-03-22,0.10075105
2012-03-23,0.157232
2012-03-24,0.37883368
2012-03-25,0.2000915
2012-03-26,0.10638091
2012-03-27,0.13168158
2012-03-28,0.15770643
2012-03-29,0.15227976
2012-03-30,0.13872621
2012-03-31,0.13042424
2012-04-01,0.12981151
2012-04-02,0.17960514
2012-04-03,0.18904795
2012-04-04,0.17681116
2012-04-05,0.20509136
2012-04-06,0.17526736
2012-04-07,0.13476163
2012-04-08,0.12434849
2012-04-09,0.12837716
2012-04-10,0.23003215
2012-04-11,0.18332863
2012-04-12,0.24290707
2012-04-13,0.16489897
2012-04-14,0.21715334
2012-04-15,0.17170647
2012-04-16,0.19657379
2012-04-17,0.24776368
2012-04-18,0.24463593
2012-04-19,0.19141648
2012-04-20,0.25087163
2012-04-21,0.16843218
2012-04-22,0.18087893
2012-04-23,0.15727585
2012-04-24,0.24220539
2012-04-25,0.22338882
2012-04-26,0.40810127
2012-04-27,0.26060979
2012-04-28,0.22495328
2012-04-29,0.11129682
2012-04-30,0.14194424
2012-05-01,0.19795555
2012-05-02,0.23455583
2012-05-03,0.36940685
2012-05-04,0.32908854
2012-05-05,0.2392774
2012-05-06,0.22671235
2012-05-07,0.40163874
2012-05-08,0.35506014
2012-05-09,0.429332
2012-05-10,0.33200867
2012-05-11,0.42625233
2012-05-12,0.42246079
2012-05-13,0.41574784
2012-05-14,1.00168708
2012-05-15,0.79012429
2012-05-16,0.54706818
2012-05-17,0.51510492
2012-05-18,0.60477508
2012-05-19,1.08999366
2012-05-20,0.73793414
2012-05-21,0.7919798
2012-05-22,0.56612644
2012-05-23,0.75507126
2012-05-24,0.79549724
2012-05-25,0.81976485
2012-05-26,0.56037775
2012-05-27,0.56775355
2012-05-28,0.70499079
2012-05-29,0.69380506
2012-05-30,0.73967187
2012-05-31,0.47026688
2012-06-01,0.56974732
2012-06-02,0.23409062
2012-06-03,0.65560496
2012-06-04,0.97711534
2012-06-05,1.11543842
2012-06-06,0.40231476
2012-06-07,0.86121934
2012-06-08,0.65899256
2012-06-09,0.73844686
2012-06-10,0.83463187
2012-06-11,0.72670409
2012-06-12,0.41142648
2012-06-13,1.49987195
2012-06-14,1.47786955
2012-06-15,1.37202686
2012-06-16,1.1325811
2012-06-17,0.99666344
2012-06-18,1.00547008
2012-06-19,1.11556356
2012-06-20,0.99821124
2012-06-21,1.54511869
2012-06-22,0.98228148
2012-06-23,0.69510609
2012-06-24,0.70977131
2012-06-25,0.66031559
2012-06-26,0.78752966
2012-06-27,0.74139252
2012-06-28,0.76031362
2012-06-29,0.53917675
2012-06-30,0.70658524
2012-07-01,0.45069688
2012-07-02,0.81695735
2012-07-03,0.49800524
2012-07-04,0.57660914
2012-07-05,0.58607872
2012-07-06,0.7027555
2012-07-07,1.74632218
2012-07-08,0.51114677
2012-07-09,0.68479842
2012-07-10,1.15351613
2012-07-11,1.02305535
2012-07-12,0.70034973
2012-07-13,0.67715237
2012-07-14,0.71784681
2012-07-15,0.95820868
2012-07-16,1.20618298
2012-07-17,1.0306195
2012-07-18,1.55222217
2012-07-19,1.32677538
2012-07-20,2.1570675
2012-07-21,1.25576553
2012-07-22,0.98232874
2012-07-23,1.30108806
2012-07-24,0.85396405
2012-07-25,0.83046287
2012-07-26,0.95754121
2012-07-27,0.85936255
2012-07-28,1.19458513
2012-07-29,0.96897937
2012-07-30,1.03278779
2012-07-31,1.51702237
2012-08-01,1.42700451
2012-08-02,1.26458887
2012-08-03,1.67879883
2012-08-04,1.15220337
2012-08-05,2.00788952
2012-08-06,1.93853523
2012-08-07,1.28131254
2012-08-08,3.5014235
2012-08-09,1.13101519
2012-08-10,3.25026743
2012-08-11,1.31118717
2012-08-12,1.25898526
2012-08-13,1.92250136
2012-08-14,1.6053772
2012-08-15,2.69575663
2012-08-16,2.4849913
2012-08-17,2.59083719
2012-08-18,1.39899743
2012-08-19,0.95693998
2012-08-20,1.59957673
2012-08-21,1.40783352
2012-08-22,1.43597134
2012-08-23,1.27521239
2012-08-24,1.37851959
2012-08-25,1.8234032
2012-08-26,1.2199422
2012-08-27,2.17643006
2012-08-28,1.81868282
2012-08-29,1.56963444
2012-08-30,2.03630676
2012-08-31,2.21240067
2012-09-01,2.18698772
2012-09-02,1.90109921
2012-09-03,2.26679155
2012-09-04,2.01349819
2012-09-05,1.60127667
2012-09-06,1.67089087
2012-09-07,1.30712087
2012-09-08,1.69322557
2012-09-09,1.52928119
2012-09-10,1.79156602
2012-09-11,2.40617811
2012-09-12,1.50340081
2012-09-13,1.72603977
2012-09-14,1.45659796
2012-09-15,1.20222611
2012-09-16,1.08864388
2012-09-17,1.03510897
2012-09-18,1.64320624
2012-09-19,1.91207786
2012-09-20,1.4536029
2012-09-21,2.14543502
2012-09-22,1.18754964
2012-09-23,1.40300601
2012-09-24,2.23246372
2012-09-25,1.2615565
2012-09-26,1.71358078
2012-09-27,1.2320943
2012-09-28,4.65777922
2012-09-29,1.05210514
2012-09-30,0.89343026
2012-10-01,1.57042424
2012-10-02,2.6791247
2012-10-03,1.78252167
2012-10-04,12.88092077
2012-10-05,2.57527308
2012-10-06,1.80199337
2012-10-07,2.49482943
2012-10-08,1.8026874
2012-10-09,2.15639768
2012-10-10,1.90676869
2012-10-11,1.96485575
2012-10-12,1.64700911
2012-10-13,1.68661994
2012-10-14,1.58204705
2012-10-15,1.52186711
2012-10-16,1.91207224
2012-10-17,5.55292439
2012-10-18,1.29513433
2012-10-19,1.37136526
2012-10-20,1.33487212
2012-10-21,1.79085927
2012-10-22,1.88142677
2012-10-23,1.88212291
2012-10-24,1.53205219
2012-10-25,1.26613109
2012-10-26,1.12482295
2012-10-27,0.7355184
2012-10-28,0.81916033
2012-10-29,1.16562247
2012-10-30,1.80332776
2012-10-31,1.78591747
2012-11-01,1.56002485
2012-11-02,1.98189872
2012-11-03,1.36691878
2012-11-04,1.34206663
2012-11-05,1.73069883
2012-11-06,2.07371662
2012-11-07,2.03423889
2012-11-08,1.79041692
2012-11-09,1.38046473
2012-11-10,1.62983411
2012-11-11,1.28928888
2012-11-12,1.4885093
2012-11-13,1.60638414
2012-11-14,1.76224745
2012-11-15,2.60524105
2012-11-16,2.58728995
2012-11-17,2.15619033
2012-11-18,2.1699877
2012-11-19,2.2584343
2012-11-20,2.24495052
2012-11-21,2.38407206
2012-11-22,1.88805057
2012-11-23,2.01450129
2012-11-24,1.78840475
2012-11-25,2.5232754
2012-11-26,2.06718212
2012-11-27,6.76084164
2012-11-28,3.12956296
2012-11-29,2.22471204
2012-11-30,2.26477902
2012-12-01,1.9894297
2012-12-02,1.32995287
2012-12-03,1.57748446
2012-12-04,3.37125565
2012-12-05,2.98576442
2012-12-06,3.02382212
2012-12-07,2.54632109
2012-12-08,2.50775377
2012-12-09,2.58430327
2012-12-10,2.8923252
2012-12-11,2.96526089
2012-12-12,3.01733585
2012-12-13,4.7201487
2012-12-14,4.11983818
2012-12-15,2.83065194
2012-12-16,3.33365082
2012-12-17,3.28458069
2012-12-18,4.25768005
2012-12-19,3.35159084
2012-12-20,3.97826546
2012-12-21,3.95870689
2012-12-22,3.57475221
2012-12-23,3.43160743
2012-12-24,2.84223331
2012-12-25,2.50991702
2012-12-26,2.55734007
2012-12-27,3.17787027
2012-12-28,2.96963818
2012-12-29,2.78049184
2012-12-30,2.83920359
2012-12-31,2.08820131
2013-01-01,2.08669679
2013-01-02,2.78342422
2013-01-03,3.11507089
2013-01-04,3.39733352
2013-01-05,2.98831197
2013-01-06,3.23508735
2013-01-07,2.90690708
2013-01-08,3.3486098
2013-01-09,3.47279907
2013-01-10,14.75523146
2013-01-11,5.13934527
2013-01-12,4.27865984
2013-01-13,4.15772026
2013-01-14,3.17688901
2013-01-15,3.95364809
2013-01-16,4.63515527
2013-01-17,5.28855973
2013-01-18,4.8811028
2013-01-19,6.4429975
2013-01-20,3.98407785
2013-01-21,3.76770488
2013-01-22,3.97713578
2013-01-23,6.16778215
2013-01-24,4.76805356
2013-01-25,5.26032559
2013-01-26,5.4913005
2013-01-27,5.631336
2013-01-28,5.49488691
2013-01-29,6.13158624
2013-01-30,4.49280531
2013-01-31,5.0548246
2013-02-01,7.29122168
2013-02-02,9.47979485
2013-02-03,5.76241039
2013-02-04,5.63327756
2013-02-05,5.2250848
2013-02-06,4.67765097
2013-02-07,6.9847359
2013-02-08,7.39257702
2013-02-09,7.46600089
2013-02-10,6.7306347
2013-02-11,7.56348106
2013-02-12,8.77881835
2013-02-13,7.9430605
2013-02-14,7.83323179
2013-02-15,8.67610779
2013-02-16,7.31190118
2013-02-17,6.67756417
2013-02-18,7.54758967
2013-02-19,8.58719315
2013-02-20,7.66827093
2013-02-21,8.7032088
2013-02-22,9.47413968
2013-02-23,8.75465416
2013-02-24,8.62699597
2013-02-25,9.92894193
2013-02-26,10.66438158
2013-02-27,8.73278896
2013-02-28,12.06306165
2013-03-01,15.43676914
2013-03-02,12.08546443
2013-03-03,9.6362405
2013-03-04,11.1568822
2013-03-05,14.91042628
2013-03-06,41.6203087
2013-03-07,16.18738567
2013-03-08,13.14950966
2013-03-09,14.44749797
2013-03-10,15.40920157
2013-03-11,14.73218744
2013-03-12,21.86630401
2013-03-13,15.74866834
2013-03-14,13.85927218
2013-03-15,17.74719638
2013-03-16,8.44348585
2013-03-17,7.18875323
2013-03-18,10.27457424
2013-03-19,17.96962959
2013-03-20,11.33614511
2013-03-21,16.44836029
2013-03-22,20.67665569
2013-03-23,15.59746237
2013-03-24,15.36987777
2013-03-25,22.67803479
2013-03-26,23.56744782
2013-03-27,40.74804403
2013-03-28,28.8035018
2013-03-29,31.5815753
2013-03-30,34.14689029
2013-03-31,25.24173771
2013-04-01,21.56446877
2013-04-02,36.17951093
2013-04-03,52.39146003
2013-04-04,66.06015466
2013-04-05,49.87040951
2013-04-06,33.95812987
2013-04-07,50.09154762
2013-04-08,54.25067445
2013-04-09,59.8683355
2013-04-10,74.76553838
2013-04-11,55.87203406
2013-04-12,29.01775878
2013-04-13,26.34489782
2013-04-14,34.67083733
2013-04-15,42.52045887
2013-04-16,19.50046328
2013-04-17,40.84489948
2013-04-18,27.27065189
2013-04-19,48.04009968
2013-04-20,36.34946269
2013-04-21,23.02220684
2013-04-22,37.33923826
2013-04-23,49.01672595
2013-04-24,58.72352088
2013-04-25,53.17184583
2013-04-26,31.96054958
2013-04-27,35.49901732
2013-04-28,24.55990166
2013-04-29,36.79702283
2013-04-30,43.75211884
2013-05-01,34.29690267
2013-05-02,43.21311688
2013-05-03,30.14992529
2013-05-04,30.16255794
2013-05-05,25.27887028
2013-05-06,37.69290278
2013-05-07,29.89763664
2013-05-08,35.731852
2013-05-09,44.85415796
2013-05-10,43.58615588
2013-05-11,39.34020579
2013-05-12,38.78381884
2013-05-13,39.27762203
2013-05-14,43.79913769
2013-05-15,47.29491504
2013-05-16,58.65130809
2013-05-17,39.80685033
2013-05-18,31.21040684
2013-05-19,35.59694802
2013-05-20,39.79196001
2013-05-21,36.28840221
2013-05-22,37.78081481
2013-05-23,39.05567943
2013-05-24,36.09804338
2013-05-25,36.87604081
2013-05-26,25.05287596
2013-05-27,35.91733603
2013-05-28,43.62145645
2013-05-29,39.58352331
2013-05-30,34.20500978
2013-05-31,32.87049834
2013-06-01,24.83451376
2013-06-02,30.23982147
2013-06-03,33.21070831
2013-06-04,30.78451919
2013-06-05,39.37000752
2013-06-06,27.39255823
2013-06-07,27.78740085
2013-06-08,27.90037222
2013-06-09,22.44710461
2013-06-10,20.31413352
2013-06-11,28.05628039
2013-06-12,22.59016978
2013-06-13,23.48164286
2013-06-14,20.20610329
2013-06-15,19.05587455
2013-06-16,16.90756709
2013-06-17,25.41760323
2013-06-18,28.07601324
2013-06-19,28.95083036
2013-06-20,48.05668453
2013-06-21,26.13992452
2013-06-22,31.70576909
2013-06-23,19.98201892
2013-06-24,25.85288827
2013-06-25,21.41861203
2013-06-26,22.8429608
2013-06-27,18.02325581
2013-06-28,26.27747451
2013-06-29,12.93839812
2013-06-30,16.97601304
2013-07-01,13.44878837
2013-07-02,19.924828
2013-07-03,13.09747987
2013-07-04,11.07419941
2013-07-05,12.70019424
2013-07-06,10.90580083
2013-07-07,6.65914247
2013-07-08,12.66967439
2013-07-09,13.84576876
2013-07-10,10.48333251
2013-07-11,17.42385755
2013-07-12,18.3756417
2013-07-13,19.19065061
2013-07-14,12.23573017
2013-07-15,12.56569534
2013-07-16,20.29616287
2013-07-17,16.75923759
2013-07-18,19.69546305
2013-07-19,10.45239554
2013-07-20,10.6628535
2013-07-21,10.50061439
2013-07-22,17.09706688
2013-07-23,13.18874979
2013-07-24,19.63196673
2013-07-25,20.67351326
2013-07-26,11.18110082
2013-07-27,15.81329671
2013-07-28,12.79076348
2013-07-29,15.86834157
2013-07-30,18.04286165
2013-07-31,25.71606434
2013-08-01,20.99361749
2013-08-02,14.71525406
2013-08-03,14.95326305
2013-08-04,16.92410122
2013-08-05,14.35763487
2013-08-06,21.46545954
2013-08-07,16.56645764
2013-08-08,22.85990895
2013-08-09,20.96781138
2013-08-10,13.13089868
2013-08-11,14.22263352
2013-08-12,11.05033242
2013-08-13,15.60334247
2013-08-14,26.13005682
2013-08-15,36.82691213
2013-08-16,27.26436526
2013-08-17,14.99277353
2013-08-18,23.45820894
2013-08-19,28.04649092
2013-08-20,18.65566876
2013-08-21,17.5947321
2013-08-22,19.97210246
2013-08-23,18.67189636
2013-08-24,16.39727717
2013-08-25,22.30305133
2013-08-26,27.49105765
2013-08-27,27.3871864
2013-08-28,173.38859331
2013-08-29,16.96864684
2013-08-30,25.70887014
2013-08-31,17.90550006
2013-09-01,14.71237254
2013-09-02,28.83920037
2013-09-03,20.90025039
2013-09-04,21.04916611
2013-09-05,22.1727791
2013-09-06,21.95102314
2013-09-07,20.05641037
2013-09-08,19.7599351
2013-09-09,17.9666344
2013-09-10,16.38443026
2013-09-11,13.85842359
2013-09-12,18.07294953
2013-09-13,13.11346553
2013-09-14,11.72135512
2013-09-15,19.02615379
2013-09-16,33.62364499
2013-09-17,214.63180072
2013-09-18,82.98629965
2013-09-19,60.9695007
2013-09-20,16.7484474
2013-09-21,17.45953299
2013-09-22,15.92822736
2013-09-23,23.16401026
2013-09-24,17.75529737
2013-09-25,18.7286532
2013-09-26,20.88437725
2013-09-27,58.1544216
2013-09-28,18.64686675
2013-09-29,19.3761871
2013-09-30,19.9319028
2013-10-01,26.58787697
2013-10-02,24.39320911
2013-10-03,20.8426983
2013-10-04,16.65767901
2013-10-05,14.47460725
2013-10-06,13.9293344
2013-10-07,25.53636656
2013-10-08,13.19713517
2013-10-09,21.14000289
2013-10-10,20.2031752
2013-10-11,15.52313055
2013-10-12,19.00781546
2013-10-13,17.86669522
2013-10-14,17.826642
2013-10-15,20.41061765
2013-10-16,32.26067765
2013-10-17,30.96798003
2013-10-18,29.7928818
2013-10-19,26.67031882
2013-10-20,23.55992868
2013-10-21,30.96684951
2013-10-22,31.86371747
2013-10-23,40.13116129
2013-10-24,45.51375133
2013-10-25,39.50101521
2013-10-26,35.70778196
2013-10-27,60.2692696
2013-10-28,34.15055099
2013-10-29,41.51063723
2013-10-30,30.61461863
2013-10-31,28.40513134
2013-11-01,34.32532325
2013-11-02,23.72800511
2013-11-03,43.96661436
2013-11-04,58.03073123
2013-11-05,64.36951533
2013-11-06,229.32383933
2013-11-07,251.42312468
2013-11-08,251.02597243
2013-11-09,129.81549006
2013-11-10,82.72806227
2013-11-11,110.66785098
2013-11-12,39.72144943
2013-11-13,52.88999941
2013-11-14,52.02988054
2013-11-15,44.11669522
2013-11-16,31.78219239
2013-11-17,43.03673286
2013-11-18,99.76629575
2013-11-19,128.70744069
2013-11-20,84.15451232
2013-11-21,116.06716675
2013-11-22,99.64528364
2013-11-23,104.01608661
2013-11-24,84.66871218
2013-11-25,91.31316883
2013-11-26,133.50203199
2013-11-27,164.64542638
2013-11-28,169.26631428
2013-11-29,160.787318
2013-11-30,130.34451737
2013-12-01,97.34691523
2013-12-02,134.72851874
2013-12-03,106.66990291
2013-12-04,132.49702917
2013-12-05,137.72156509
2013-12-06,85.88502595
2013-12-07,141.26430664
2013-12-08,42.67487447
2013-12-09,84.17263947
2013-12-10,85.49017299
2013-12-11,96.08123122
2013-12-12,76.46996114
2013-12-13,76.62480276
2013-12-14,54.16472505
2013-12-15,55.33002748
2013-12-16,60.59038995
2013-12-17,51.52454528
2013-12-18,52.12295566
2013-12-19,45.50786398
2013-12-20,61.0379516
2013-12-21,47.26947046
2013-12-22,42.65875321
2013-12-23,45.24855776
2013-12-24,46.66554923
2013-12-25,50.30127354
2013-12-26,53.5674564
2013-12-27,48.70857448
2013-12-28,56.53480412
2013-12-29,62.58357505
2013-12-30,50.10085888
2013-12-31,43.86885255
2014-01-01,34.16821776
2014-01-02,78.54367988
2014-01-03,68.4756738
2014-01-04,70.79050597
2014-01-05,63.07103982
2014-01-06,149.43844649
2014-01-07,77.69570233
2014-01-08,59.77602348
2014-01-09,50.89560323
2014-01-10,55.65575412
2014-01-11,51.41658816
2014-01-12,49.30071075
2014-01-13,58.2301381
2014-01-14,82.18598424
2014-01-15,76.80406371
2014-01-16,59.83907119
2014-01-17,77.41866863
2014-01-18,59.3920798
2014-01-19,55.48819787
2014-01-20,65.46803957
2014-01-21,77.89258875
2014-01-22,63.16795736
2014-01-23,77.6740778
2014-01-24,64.20414184
2014-01-25,57.58568339
2014-01-26,63.51279706
2014-01-27,62.0499882
2014-01-28,72.16494073
2014-01-29,70.06790295
2014-01-30,60.20147631
2014-01-31,62.9917281
2014-02-01,49.23512138
2014-02-02,47.78877189
2014-02-03,54.50478193
2014-02-04,66.63395498
2014-02-05,66.07099076
2014-02-06,64.70368186
2014-02-07,71.33788171
2014-02-08,47.76925976
2014-02-09,53.80420527
2014-02-10,56.82055562
2014-02-11,55.03811626
2014-02-12,60.04001229
2014-02-13,51.01124509
2014-02-14,57.12138128
2014-02-15,43.98462027
2014-02-16,37.08962899
2014-02-17,96.07133694
2014-02-18,51.85388625
2014-02-19,45.58179554
2014-02-20,50.13369146
2014-02-21,51.84427837
2014-02-22,39.91833873
2014-02-23,44.54204316
2014-02-24,45.4840951
2014-02-25,54.25338086
2014-02-26,46.46985275
2014-02-27,45.11834414
2014-02-28,52.14812273
2014-03-01,49.62140525
2014-03-02,44.55861463
2014-03-03,72.09680952
2014-03-04,79.37085272
2014-03-05,61.37561808
2014-03-06,56.67828042
2014-03-07,53.81648007
2014-03-08,43.58625811
2014-03-09,43.80052577
2014-03-10,69.2558398
2014-03-11,57.87622334
2014-03-12,58.29235861
2014-03-13,58.30945103
2014-03-14,65.94355878
2014-03-15,42.40055834
2014-03-16,46.24021657
2014-03-17,51.31758261
2014-03-18,41.16827135
2014-03-19,51.87564159
2014-03-20,46.4839421
2014-03-21,46.25516355
2014-03-22,58.25369903
2014-03-23,29.50943679
2014-03-24,39.37311781
2014-03-25,53.87593829
2014-03-26,55.40828238
2014-03-27,43.18678709
2014-03-28,35.78649958
2014-03-29,28.32708316
2014-03-30,36.31231982
2014-03-31,32.05360313
2014-04-01,34.41628364
2014-04-02,31.3447052
2014-04-03,28.87474287
2014-04-04,31.10718392
2014-04-05,29.7154527
2014-04-06,31.52533676
2014-04-07,42.99502119
2014-04-08,50.18387022
2014-04-09,57.35997923
2014-04-10,37.87807106
2014-04-11,33.68383431
2014-04-12,24.28989028
2014-04-13,23.07436526
2014-04-14,35.93526242
2014-04-15,44.51814708
2014-04-16,46.58281813
2014-04-17,44.93518618
2014-04-18,37.22035439
2014-04-19,39.19648017
2014-04-20,30.85538469
2014-04-21,36.70308438
2014-04-22,49.61040851
2014-04-23,43.37329292
2014-04-24,48.76877963
2014-04-25,34.95581251
2014-04-26,25.78416688
2014-04-27,30.13804401
2014-04-28,36.91275538
2014-04-29,32.968814
2014-04-30,42.25375866
2014-05-01,28.11648173
2014-05-02,33.39746303
2014-05-03,32.03944387
2014-05-04,28.62962831
2014-05-05,46.89409821
2014-05-06,33.26054965
2014-05-07,37.50100512
2014-05-08,36.13142512
2014-05-09,41.08567756
2014-05-10,25.46991151
2014-05-11,28.27060991
2014-05-12,37.39889893
2014-05-13,33.52786565
2014-05-14,35.68479424
2014-05-15,33.35523463
2014-05-16,28.93574876
2014-05-17,24.30895483
2014-05-18,22.79397842
2014-05-19,30.272308
2014-05-20,35.62752542
2014-05-21,36.13591128
2014-05-22,38.09774063
2014-05-23,40.86722363
2014-05-24,38.17029921
2014-05-25,35.58944298
2014-05-26,46.39897067
2014-05-27,51.42733134
2014-05-28,47.62256101
2014-05-29,48.38942167
2014-05-30,41.61870462
2014-05-31,40.84443028
2014-06-01,39.81540183
2014-06-02,38.76775337
2014-06-03,50.26795319
2014-06-04,42.66393753
2014-06-05,53.28405323
2014-06-06,51.07533615
2014-06-07,37.03237814
2014-06-08,42.58530968
2014-06-09,46.25689267
2014-06-10,45.57444536
2014-06-11,49.86497898
2014-06-12,46.82809792
2014-06-13,42.56886347
2014-06-14,29.48643355
2014-06-15,28.35704153
2014-06-16,38.13192846
2014-06-17,39.2556668
2014-06-18,49.70354162
2014-06-19,42.63259111
2014-06-20,34.13797858
2014-06-21,29.25709983
2014-06-22,30.09009311
2014-06-23,37.81253468
2014-06-24,34.69303241
2014-06-25,37.6818375
2014-06-26,33.95624582
2014-06-27,31.80041005
2014-06-28,30.40730308
2014-06-29,33.05430284
2014-06-30,56.1220982
2014-07-01,64.36715909
2014-07-02,60.49936697
2014-07-03,50.96253698
2014-07-04,38.95292995
2014-07-05,34.39922613
2014-07-06,41.18594999
2014-07-07,47.01522888
2014-07-08,50.98449588
2014-07-09,43.68341168
2014-07-10,46.477687
2014-07-11,43.41999442
2014-07-12,35.14445808
2014-07-13,37.04595769
2014-07-14,54.42443088
2014-07-15,49.12406103
2014-07-16,54.20232525
2014-07-17,42.41730491
2014-07-18,43.24651565
2014-07-19,36.77812761
2014-07-20,36.10486502
2014-07-21,42.45407068
2014-07-22,51.25798338
2014-07-23,46.62448006
2014-07-24,45.50272834
2014-07-25,37.91378693
2014-07-26,38.8527041
2014-07-27,34.78243419
2014-07-28,40.34534693
2014-07-29,40.74962015
2014-07-30,37.05221772
2014-07-31,42.28813813
2014-08-01,40.25198705
2014-08-02,30.81871653
2014-08-03,32.39705509
2014-08-04,50.95171039
2014-08-05,52.41795128
2014-08-06,46.53769157
2014-08-07,40.06367832
2014-08-08,41.71992254
2014-08-09,29.9716113
2014-08-10,32.73140889
2014-08-11,39.06843926
2014-08-12,40.92349592
2014-08-13,47.05309198
2014-08-14,35.05336838
2014-08-15,36.86771683
2014-08-16,41.57776311
2014-08-17,109.23338724
2014-08-18,28.10431237
2014-08-19,32.83548936
2014-08-20,34.98674105
2014-08-21,36.05323734
2014-08-22,35.49652699
2014-08-23,27.24633035
2014-08-24,31.90841632
2014-08-25,61.42881675
2014-08-26,34.16220726
2014-08-27,35.43082452
2014-08-28,30.57040235
2014-08-29,31.70723799
2014-08-30,25.67028793
2014-08-31,23.38221584
2014-09-01,38.68745467
2014-09-02,38.2056307
2014-09-03,33.15695999
2014-09-04,34.87030513
2014-09-05,36.6809323
2014-09-06,26.16951064
2014-09-07,62.95192247
2014-09-08,40.45038842
2014-09-09,45.52524477
2014-09-10,38.83112338
2014-09-11,28.37244279
2014-09-12,33.15237991
2014-09-13,25.09941435
2014-09-14,34.00702694
2014-09-15,37.17280072
2014-09-16,40.76382131
2014-09-17,31.03239778
2014-09-18,30.76112541
2014-09-19,25.82260748
2014-09-20,24.09512051
2014-09-21,23.28899027
2014-09-22,28.91640465
2014-09-23,35.90126692
2014-09-24,34.18228459
2014-09-25,31.91717134
2014-09-26,145.06646328
2014-09-27,31.69495747
2014-09-28,33.33913843
2014-09-29,33.88549794
2014-09-30,30.60699899
2014-10-01,32.64174252
2014-10-02,31.48489134
2014-10-03,30.60576563
2014-10-04,28.71763528
2014-10-05,22.31872786
2014-10-06,25.91034823
2014-10-07,33.16910682
2014-10-08,30.15330756
2014-10-09,34.29087681
2014-10-10,30.66195723
2014-10-11,26.21183052
2014-10-12,27.45241603
2014-10-13,32.25567321
2014-10-14,40.50605128
2014-10-15,32.86892375
2014-10-16,31.6876073
2014-10-17,31.1481898
2014-10-18,24.31092478
2014-10-19,30.64922585
2014-10-20,36.41520107
2014-10-21,32.77767249
2014-10-22,30.61256215
2014-10-23,31.14061502
2014-10-24,27.79270878
2014-10-25,25.00750248
2014-10-26,31.56032445
2014-10-27,30.06731143
2014-10-28,34.33274829
2014-10-29,31.79919326
2014-10-30,27.65649489
2014-10-31,23.43830398
2014-11-01,26.13200862
2014-11-02,26.6988354
2014-11-03,32.25021498
2014-11-04,27.4087711
2014-11-05,32.80109953
2014-11-06,32.24382442
2014-11-07,30.9505859
2014-11-08,24.37997879
2014-11-09,35.30245095
2014-11-10,33.33813604
2014-11-11,37.76071333
2014-11-12,41.04943536
2014-11-13,42.58550773
2014-11-14,33.858398
2014-11-15,30.77178807
2014-11-16,29.74256895
2014-11-17,41.53752863
2014-11-18,32.15137059
2014-11-19,35.14309069
2014-11-20,35.04767849
2014-11-21,35.2906923
2014-11-22,25.52621998
2014-11-23,30.23717022
2014-11-24,33.55803978
2014-11-25,35.40179333
2014-11-26,33.0330551
2014-11-27,31.55523981
2014-11-28,29.29163677
2014-11-29,26.76848592
2014-11-30,30.32841759
2014-12-01,40.75846862
2014-12-02,36.20279975
2014-12-03,44.68057838
2014-12-04,37.98371402
2014-12-05,29.69985042
2014-12-06,30.74269277
2014-12-07,32.59378756
2014-12-08,35.76471334
2014-12-09,31.25714382
2014-12-10,30.59958457
2014-12-11,28.5597623
2014-12-12,28.89203367
2014-12-13,24.77681262
2014-12-14,30.01451639
2014-12-15,35.01792411
2014-12-16,35.27609671
2014-12-17,38.30283178
2014-12-18,33.28995122
2014-12-19,33.97876885
2014-12-20,29.46581536
2014-12-21,27.87403521
2014-12-22,28.09825016
2014-12-23,31.49449122
2014-12-24,23.89291872
2014-12-25,18.92567967
2014-12-26,41.20747593
2014-12-27,36.22239648
2014-12-28,23.03686379
2014-12-29,27.8184275
2014-12-30,27.92130396
2014-12-31,23.74916031
2015-01-01,15.54963503
2015-01-02,22.69541355
2015-01-03,22.15811568
2015-01-04,34.50107509
2015-01-05,28.02301233
2015-01-06,22.80733704
2015-01-07,26.4260081
2015-01-08,32.13916927
2015-01-09,31.12030621
2015-01-10,29.24618318
2015-01-11,24.03161963
2015-01-12,62.86070021
2015-01-13,29.38920562
2015-01-14,20.77489642
2015-01-15,23.88456852
2015-01-16,22.27061031
2015-01-17,19.43524146
2015-01-18,18.88407528
2015-01-19,21.19629244
2015-01-20,25.77497264
2015-01-21,19.38426181
2015-01-22,23.16032069
2015-01-23,25.44988467
2015-01-24,21.85903296
2015-01-25,26.53933451
2015-01-26,35.86987879
2015-01-27,24.74119653
2015-01-28,17.87560019
2015-01-29,17.34095534
2015-01-30,18.8582355
2015-01-31,17.22117536
2015-02-01,15.87380735
2015-02-02,17.8277
2015-02-03,24.4422171
2015-02-04,17.85593616
2015-02-05,16.89703443
2015-02-06,14.59068633
2015-02-07,16.79462033
2015-02-08,20.07166148
2015-02-09,20.45473011
2015-02-10,21.80489798
2015-02-11,20.19349117
2015-02-12,23.23438345
2015-02-13,27.87693624
2015-02-14,23.10053783
2015-02-15,24.55503601
2015-02-16,23.03174311
2015-02-17,25.63784902
2015-02-18,21.43499933
2015-02-19,19.51891999
2015-02-20,23.30316961
2015-02-21,22.3690089
2015-02-22,19.72166557
2015-02-23,24.24392071
2015-02-24,26.71075691
2015-02-25,22.83846904
2015-02-26,22.27617394
