date,timestamp_utc,Fees per Transaction (Mean)
2018-06-28,2018-06-28T00:00:00Z,0.00014487
2018-06-29,2018-06-29T00:00:00Z,0.00013863
2018-06-30,2018-06-30T00:00:00Z,0.00013046
2018-07-01,2018-07-01T00:00:00Z,0.00010758
2018-07-02,2018-07-02T00:00:00Z,0.0001179
2018-07-03,2018-07-03T00:00:00Z,0.0001288
2018-07-04,2018-07-04T00:00:00Z,0.00010425
2018-07-05,2018-07-05T00:00:00Z,9.91e-05
2018-07-06,2018-07-06T00:00:00Z,0.00010806
2018-07-07,2018-07-07T00:00:00Z,9.747e-05
2018-07-08,2018-07-08T00:00:00Z,0.00010059
2018-07-09,2018-07-09T00:00:00Z,9.654e-05
2018-07-10,2018-07-10T00:00:00Z,0.00010588
2018-07-11,2018-07-11T00:00:00Z,0.00010097
2018-07-12,2018-07-12T00:00:00Z,9.161e-05
2018-07-13,2018-07-13T00:00:00Z,9.403e-05
2018-07-14,2018-07-14T00:00:00Z,8.513e-05
2018-07-15,2018-07-15T00:00:00Z,9.489e-05
2018-07-16,2018-07-16T00:00:00Z,0.00011368
2018-07-17,2018-07-17T00:00:00Z,0.00010668
2018-07-18,2018-07-18T00:00:00Z,0.00013339
2018-07-19,2018-07-19T00:00:00Z,0.0001282
2018-07-20,2018-07-20T00:00:00Z,0.00010244
2018-07-21,2018-07-21T00:00:00Z,9.411e-05
2018-07-22,2018-07-22T00:00:00Z,8.849e-05
2018-07-23,2018-07-23T00:00:00Z,0.00011391
2018-07-24,2018-07-24T00:00:00Z,0.00011436
2018-07-25,2018-07-25T00:00:00Z,0.00010728
2018-07-26,2018-07-26T00:00:00Z,0.00010315
2018-07-27,2018-07-27T00:00:00Z,9.041e-05
2018-07-28,2018-07-28T00:00:00Z,8.905e-05
2018-07-29,2018-07-29T00:00:00Z,9.315e-05
2018-07-30,2018-07-30T00:00:00Z,0.00010649
2018-07-31,2018-07-31T00:00:00Z,0.00010535
2018-08-01,2018-08-01T00:00:00Z,8.835e-05
2018-08-02,2018-08-02T00:00:00Z,0.00011218
2018-08-03,2018-08-03T00:00:00Z,0.00010107
2018-08-04,2018-08-04T00:00:00Z,8.98e-05
2018-08-05,2018-08-05T00:00:00Z,7.923e-05
2018-08-06,2018-08-06T00:00:00Z,8.125e-05
2018-08-07,2018-08-07T00:00:00Z,7.993e-05
2018-08-08,2018-08-08T00:00:00Z,8.824e-05
2018-08-09,2018-08-09T00:00:00Z,9.339e-05
2018-08-10,2018-08-10T00:00:00Z,9.034e-05
2018-08-11,2018-08-11T00:00:00Z,8.005e-05
2018-08-12,2018-08-12T00:00:00Z,7.748e-05
2018-08-13,2018-08-13T00:00:00Z,8.97e-05
2018-08-14,2018-08-14T00:00:00Z,0.0001069
2018-08-15,2018-08-15T00:00:00Z,9.013e-05
2018-08-16,2018-08-16T00:00:00Z,0.00010357
2018-08-17,2018-08-17T00:00:00Z,0.00010651
2018-08-18,2018-08-18T00:00:00Z,8.624e-05
2018-08-19,2018-08-19T00:00:00Z,0.00010192
2018-08-20,2018-08-20T00:00:00Z,0.00013533
2018-08-21,2018-08-21T00:00:00Z,0.00011374
2018-08-22,2018-08-22T00:00:00Z,0.00010546
2018-08-23,2018-08-23T00:00:00Z,8.89e-05
2018-08-24,2018-08-24T00:00:00Z,8.718e-05
2018-08-25,2018-08-25T00:00:00Z,0.00010731
2018-08-26,2018-08-26T00:00:00Z,0.00016111
2018-08-27,2018-08-27T00:00:00Z,0.00014613
2018-08-28,2018-08-28T00:00:00Z,0.00019006
2018-08-29,2018-08-29T00:00:00Z,9.962e-05
2018-08-30,2018-08-30T00:00:00Z,0.00010423
2018-08-31,2018-08-31T00:00:00Z,0.0001066
2018-09-01,2018-09-01T00:00:00Z,9.012e-05
2018-09-02,2018-09-02T00:00:00Z,8.718e-05
2018-09-03,2018-09-03T00:00:00Z,8.941e-05
2018-09-04,2018-09-04T00:00:00Z,0.00010385
2018-09-05,2018-09-05T00:00:00Z,0.0001292
2018-09-06,2018-09-06T00:00:00Z,0.00012411
2018-09-07,2018-09-07T00:00:00Z,0.00012106
2018-09-08,2018-09-08T00:00:00Z,9.213e-05
2018-09-09,2018-09-09T00:00:00Z,9.733e-05
2018-09-10,2018-09-10T00:00:00Z,8.968e-05
2018-09-11,2018-09-11T00:00:00Z,9.803e-05
2018-09-12,2018-09-12T00:00:00Z,0.00010259
2018-09-13,2018-09-13T00:00:00Z,8.672e-05
2018-09-14,2018-09-14T00:00:00Z,9.51e-05
2018-09-15,2018-09-15T00:00:00Z,7.443e-05
2018-09-16,2018-09-16T00:00:00Z,7.288e-05
2018-09-17,2018-09-17T00:00:00Z,7.274e-05
2018-09-18,2018-09-18T00:00:00Z,7.789e-05
2018-09-19,2018-09-19T00:00:00Z,6.813e-05
2018-09-20,2018-09-20T00:00:00Z,7.203e-05
2018-09-21,2018-09-21T00:00:00Z,9.385e-05
2018-09-22,2018-09-22T00:00:00Z,8.277e-05
2018-09-23,2018-09-23T00:00:00Z,7.233e-05
2018-09-24,2018-09-24T00:00:00Z,6.529e-05
2018-09-25,2018-09-25T00:00:00Z,8.064e-05
2018-09-26,2018-09-26T00:00:00Z,8.259e-05
2018-09-27,2018-09-27T00:00:00Z,9.517e-05
2018-09-28,2018-09-28T00:00:00Z,0.00011381
2018-09-29,2018-09-29T00:00:00Z,8.757e-05
2018-09-30,2018-09-30T00:00:00Z,7.416e-05
2018-10-01,2018-10-01T00:00:00Z,8.993e-05
2018-10-02,2018-10-02T00:00:00Z,0.00010515
2018-10-03,2018-10-03T00:00:00Z,8.823e-05
2018-10-04,2018-10-04T00:00:00Z,7.699e-05
2018-10-05,2018-10-05T00:00:00Z,8.724e-05
2018-10-06,2018-10-06T00:00:00Z,8.187e-05
2018-10-07,2018-10-07T00:00:00Z,5.951e-05
2018-10-08,2018-10-08T00:00:00Z,6.775e-05
2018-10-09,2018-10-09T00:00:00Z,7.07e-05
2018-10-10,2018-10-10T00:00:00Z,6.386e-05
2018-10-11,2018-10-11T00:00:00Z,7.021e-05
2018-10-12,2018-10-12T00:00:00Z,7.59e-05
2018-10-13,2018-10-13T00:00:00Z,6.482e-05
2018-10-14,2018-10-14T00:00:00Z,6.497e-05
2018-10-15,2018-10-15T00:00:00Z,8.657e-05
2018-10-16,2018-10-16T00:00:00Z,7.493e-05
2018-10-17,2018-10-17T00:00:00Z,7.244e-05
2018-10-18,2018-10-18T00:00:00Z,7.129e-05
2018-10-19,2018-10-19T00:00:00Z,6.961e-05
2018-10-20,2018-10-20T00:00:00Z,6.292e-05
2018-10-21,2018-10-21T00:00:00Z,5.897e-05
2018-10-22,2018-10-22T00:00:00Z,6.544e-05
2018-10-23,2018-10-23T00:00:00Z,6.547e-05
2018-10-24,2018-10-24T00:00:00Z,6.671e-05
2018-10-25,2018-10-25T00:00:00Z,6.893e-05
2018-10-26,2018-10-26T00:00:00Z,7.085e-05
2018-10-27,2018-10-27T00:00:00Z,5.606e-05
2018-10-28,2018-10-28T00:00:00Z,7.516e-05
2018-10-29,2018-10-29T00:00:00Z,7.271e-05
2018-10-30,2018-10-30T00:00:00Z,6.629e-05
2018-10-31,2018-10-31T00:00:00Z,5.78e-05
2018-11-01,2018-11-01T00:00:00Z,6.196e-05
2018-11-02,2018-11-02T00:00:00Z,6.264e-05
2018-11-03,2018-11-03T00:00:00Z,5.45e-05
2018-11-04,2018-11-04T00:00:00Z,5.676e-05
2018-11-05,2018-11-05T00:00:00Z,6.311e-05
2018-11-06,2018-11-06T00:00:00Z,6.724e-05
2018-11-07,2018-11-07T00:00:00Z,6.927e-05
2018-11-08,2018-11-08T00:00:00Z,7.568e-05
2018-11-09,2018-11-09T00:00:00Z,7.904e-05
2018-11-10,2018-11-10T00:00:00Z,6.597e-05
2018-11-11,2018-11-11T00:00:00Z,5.728e-05
2018-11-12,2018-11-12T00:00:00Z,6.394e-05
2018-11-13,2018-11-13T00:00:00Z,6.477e-05
2018-11-14,2018-11-14T00:00:00Z,8.825e-05
2018-11-15,2018-11-15T00:00:00Z,0.00013264
2018-11-16,2018-11-16T00:00:00Z,0.00013049
2018-11-17,2018-11-17T00:00:00Z,8.21e-05
2018-11-18,2018-11-18T00:00:00Z,7.526e-05
2018-11-19,2018-11-19T00:00:00Z,0.00014923
2018-11-20,2018-11-20T00:00:00Z,0.00024059
2018-11-21,2018-11-21T00:00:00Z,0.00019601
2018-11-22,2018-11-22T00:00:00Z,0.00014712
2018-11-23,2018-11-23T00:00:00Z,0.00013442
2018-11-24,2018-11-24T00:00:00Z,0.00012478
2018-11-25,2018-11-25T00:00:00Z,0.00013387
2018-11-26,2018-11-26T00:00:00Z,0.00014897
2018-11-27,2018-11-27T00:00:00Z,0.00013928
2018-11-28,2018-11-28T00:00:00Z,0.00015231
2018-11-29,2018-11-29T00:00:00Z,0.00018313
2018-11-30,2018-11-30T00:00:00Z,0.00016308
2018-12-01,2018-12-01T00:00:00Z,0.00012873
2018-12-02,2018-12-02T00:00:00Z,0.00010445
2018-12-03,2018-12-03T00:00:00Z,0.0001294
2018-12-04,2018-12-04T00:00:00Z,0.00011664
2018-12-05,2018-12-05T00:00:00Z,0.00010263
2018-12-06,2018-12-06T00:00:00Z,0.00010187
2018-12-07,2018-12-07T00:00:00Z,0.00012292
2018-12-08,2018-12-08T00:00:00Z,8.552e-05
2018-12-09,2018-12-09T00:00:00Z,7.06e-05
2018-12-10,2018-12-10T00:00:00Z,8.896e-05
2018-12-11,2018-12-11T00:00:00Z,9.277e-05
2018-12-12,2018-12-12T00:00:00Z,8.556e-05
2018-12-13,2018-12-13T00:00:00Z,8.233e-05
2018-12-14,2018-12-14T00:00:00Z,9.104e-05
2018-12-15,2018-12-15T00:00:00Z,6.993e-05
2018-12-16,2018-12-16T00:00:00Z,6.56e-05
2018-12-17,2018-12-17T00:00:00Z,7.023e-05
2018-12-18,2018-12-18T00:00:00Z,9.987e-05
2018-12-19,2018-12-19T00:00:00Z,0.00010895
2018-12-20,2018-12-20T00:00:00Z,9.622e-05
2018-12-21,2018-12-21T00:00:00Z,0.00011039
2018-12-22,2018-12-22T00:00:00Z,7.479e-05
2018-12-23,2018-12-23T00:00:00Z,6.166e-05
2018-12-24,2018-12-24T00:00:00Z,8.458e-05
2018-12-25,2018-12-25T00:00:00Z,6.903e-05
2018-12-26,2018-12-26T00:00:00Z,5.772e-05
2018-12-27,2018-12-27T00:00:00Z,5.642e-05
2018-12-28,2018-12-28T00:00:00Z,5.833e-05
2018-12-29,2018-12-29T00:00:00Z,5.782e-05
2018-12-30,2018-12-30T00:00:00Z,5.201e-05
2018-12-31,2018-12-31T00:00:00Z,6.13e-05
2019-01-01,2019-01-01T00:00:00Z,4.787e-05
2019-01-02,2019-01-02T00:00:00Z,6.644e-05
2019-01-03,2019-01-03T00:00:00Z,6.59e-05
2019-01-04,2019-01-04T00:00:00Z,6.952e-05
2019-01-05,2019-01-05T00:00:00Z,4.63e-05
2019-01-06,2019-01-06T00:00:00Z,6.423e-05
2019-01-07,2019-01-07T00:00:00Z,8.388e-05
2019-01-08,2019-01-08T00:00:00Z,6.58e-05
2019-01-09,2019-01-09T00:00:00Z,7.579e-05
2019-01-10,2019-01-10T00:00:00Z,7.899e-05
2019-01-11,2019-01-11T00:00:00Z,7.871e-05
2019-01-12,2019-01-12T00:00:00Z,6.086e-05
2019-01-13,2019-01-13T00:00:00Z,5.121e-05
2019-01-14,2019-01-14T00:00:00Z,6.123e-05
2019-01-15,2019-01-15T00:00:00Z,7.018e-05
2019-01-16,2019-01-16T00:00:00Z,8.207e-05
2019-01-17,2019-01-17T00:00:00Z,7.92e-05
2019-01-18,2019-01-18T00:00:00Z,6.84e-05
2019-01-19,2019-01-19T00:00:00Z,6.232e-05
2019-01-20,2019-01-20T00:00:00Z,4.906e-05
2019-01-21,2019-01-21T00:00:00Z,6.322e-05
2019-01-22,2019-01-22T00:00:00Z,7.063e-05
2019-01-23,2019-01-23T00:00:00Z,7.729e-05
2019-01-24,2019-01-24T00:00:00Z,7.464e-05
2019-01-25,2019-01-25T00:00:00Z,8.248e-05
2019-01-26,2019-01-26T00:00:00Z,6.9e-05
2019-01-27,2019-01-27T00:00:00Z,5.753e-05
2019-01-28,2019-01-28T00:00:00Z,7.847e-05
2019-01-29,2019-01-29T00:00:00Z,7.101e-05
2019-01-30,2019-01-30T00:00:00Z,6.594e-05
2019-01-31,2019-01-31T00:00:00Z,8.207e-05
2019-02-01,2019-02-01T00:00:00Z,9.762e-05
2019-02-02,2019-02-02T00:00:00Z,5.88e-05
2019-02-03,2019-02-03T00:00:00Z,4.914e-05
2019-02-04,2019-02-04T00:00:00Z,5.099e-05
2019-02-05,2019-02-05T00:00:00Z,4.863e-05
2019-02-06,2019-02-06T00:00:00Z,6.236e-05
2019-02-07,2019-02-07T00:00:00Z,4.744e-05
2019-02-08,2019-02-08T00:00:00Z,6.24e-05
2019-02-09,2019-02-09T00:00:00Z,5.713e-05
2019-02-10,2019-02-10T00:00:00Z,4.548e-05
2019-02-11,2019-02-11T00:00:00Z,7.332e-05
2019-02-12,2019-02-12T00:00:00Z,0.00012642
2019-02-13,2019-02-13T00:00:00Z,0.0001011
2019-02-14,2019-02-14T00:00:00Z,7.388e-05
2019-02-15,2019-02-15T00:00:00Z,8.923e-05
2019-02-16,2019-02-16T00:00:00Z,6.737e-05
2019-02-17,2019-02-17T00:00:00Z,5.858e-05
2019-02-18,2019-02-18T00:00:00Z,8.545e-05
2019-02-19,2019-02-19T00:00:00Z,0.00010513
2019-02-20,2019-02-20T00:00:00Z,0.00012019
2019-02-21,2019-02-21T00:00:00Z,0.0001167
2019-02-22,2019-02-22T00:00:00Z,0.00011142
2019-02-23,2019-02-23T00:00:00Z,7.754e-05
2019-02-24,2019-02-24T00:00:00Z,9.227e-05
2019-02-25,2019-02-25T00:00:00Z,0.00011547
2019-02-26,2019-02-26T00:00:00Z,9.783e-05
2019-02-27,2019-02-27T00:00:00Z,9.484e-05
2019-02-28,2019-02-28T00:00:00Z,8.24e-05
2019-03-01,2019-03-01T00:00:00Z,8.606e-05
2019-03-02,2019-03-02T00:00:00Z,7.542e-05
2019-03-03,2019-03-03T00:00:00Z,6.049e-05
2019-03-04,2019-03-04T00:00:00Z,9.36e-05
2019-03-05,2019-03-05T00:00:00Z,0.00010164
2019-03-06,2019-03-06T00:00:00Z,0.00013839
2019-03-07,2019-03-07T00:00:00Z,0.00013513
2019-03-08,2019-03-08T00:00:00Z,0.00012112
2019-03-09,2019-03-09T00:00:00Z,0.00010254
2019-03-10,2019-03-10T00:00:00Z,8.972e-05
2019-03-11,2019-03-11T00:00:00Z,0.00010462
2019-03-12,2019-03-12T00:00:00Z,0.00011034
2019-03-13,2019-03-13T00:00:00Z,0.0001261
2019-03-14,2019-03-14T00:00:00Z,0.00012531
2019-03-15,2019-03-15T00:00:00Z,0.00010486
2019-03-16,2019-03-16T00:00:00Z,8.532e-05
2019-03-17,2019-03-17T00:00:00Z,7.388e-05
2019-03-18,2019-03-18T00:00:00Z,7.68e-05
2019-03-19,2019-03-19T00:00:00Z,7.325e-05
2019-03-20,2019-03-20T00:00:00Z,8.924e-05
2019-03-21,2019-03-21T00:00:00Z,0.00011821
2019-03-22,2019-03-22T00:00:00Z,9.099e-05
2019-03-23,2019-03-23T00:00:00Z,7.139e-05
2019-03-24,2019-03-24T00:00:00Z,6.936e-05
2019-03-25,2019-03-25T00:00:00Z,9.067e-05
2019-03-26,2019-03-26T00:00:00Z,9.942e-05
2019-03-27,2019-03-27T00:00:00Z,0.00012537
2019-03-28,2019-03-28T00:00:00Z,0.0001215
2019-03-29,2019-03-29T00:00:00Z,0.00017173
2019-03-30,2019-03-30T00:00:00Z,0.00014478
2019-03-31,2019-03-31T00:00:00Z,0.00011694
2019-04-01,2019-04-01T00:00:00Z,0.00016771
2019-04-02,2019-04-02T00:00:00Z,0.00028526
2019-04-03,2019-04-03T00:00:00Z,0.00039461
2019-04-04,2019-04-04T00:00:00Z,0.0004357
2019-04-05,2019-04-05T00:00:00Z,0.00029675
2019-04-06,2019-04-06T00:00:00Z,0.00022493
2019-04-07,2019-04-07T00:00:00Z,0.00024399
2019-04-08,2019-04-08T00:00:00Z,0.00035067
2019-04-09,2019-04-09T00:00:00Z,0.00033221
2019-04-10,2019-04-10T00:00:00Z,0.00028203
2019-04-11,2019-04-11T00:00:00Z,0.00028632
2019-04-12,2019-04-12T00:00:00Z,0.00026702
2019-04-13,2019-04-13T00:00:00Z,0.00018047
2019-04-14,2019-04-14T00:00:00Z,0.00017044
2019-04-15,2019-04-15T00:00:00Z,0.00020709
2019-04-16,2019-04-16T00:00:00Z,0.00021366
2019-04-17,2019-04-17T00:00:00Z,0.00022005
2019-04-18,2019-04-18T00:00:00Z,0.00018917
2019-04-19,2019-04-19T00:00:00Z,0.00021668
2019-04-20,2019-04-20T00:00:00Z,0.0001817
2019-04-21,2019-04-21T00:00:00Z,0.00012882
2019-04-22,2019-04-22T00:00:00Z,0.00020512
2019-04-23,2019-04-23T00:00:00Z,0.00030959
2019-04-24,2019-04-24T00:00:00Z,0.00032336
2019-04-25,2019-04-25T00:00:00Z,0.00024561
2019-04-26,2019-04-26T00:00:00Z,0.00023998
2019-04-27,2019-04-27T00:00:00Z,0.00015164
2019-04-28,2019-04-28T00:00:00Z,0.00012516
2019-04-29,2019-04-29T00:00:00Z,0.00019544
2019-04-30,2019-04-30T00:00:00Z,0.00024682
2019-05-01,2019-05-01T00:00:00Z,0.00014936
2019-05-02,2019-05-02T00:00:00Z,0.00014302
2019-05-03,2019-05-03T00:00:00Z,0.00021227
2019-05-04,2019-05-04T00:00:00Z,0.00017041
2019-05-05,2019-05-05T00:00:00Z,0.00019017
2019-05-06,2019-05-06T00:00:00Z,0.00020171
2019-05-07,2019-05-07T00:00:00Z,0.00027991
2019-05-08,2019-05-08T00:00:00Z,0.00028582
2019-05-09,2019-05-09T00:00:00Z,0.00029594
2019-05-10,2019-05-10T00:00:00Z,0.0003833
2019-05-11,2019-05-11T00:00:00Z,0.00036286
2019-05-12,2019-05-12T00:00:00Z,0.00030755
2019-05-13,2019-05-13T00:00:00Z,0.0002875
2019-05-14,2019-05-14T00:00:00Z,0.00036133
2019-05-15,2019-05-15T00:00:00Z,0.00052165
2019-05-16,2019-05-16T00:00:00Z,0.00060951
2019-05-17,2019-05-17T00:00:00Z,0.00062867
2019-05-18,2019-05-18T00:00:00Z,0.00037488
2019-05-19,2019-05-19T00:00:00Z,0.00036247
2019-05-20,2019-05-20T00:00:00Z,0.00048791
2019-05-21,2019-05-21T00:00:00Z,0.00053182
2019-05-22,2019-05-22T00:00:00Z,0.00044776
2019-05-23,2019-05-23T00:00:00Z,0.0004213
2019-05-24,2019-05-24T00:00:00Z,0.00051343
2019-05-25,2019-05-25T00:00:00Z,0.00037876
2019-05-26,2019-05-26T00:00:00Z,0.00025644
2019-05-27,2019-05-27T00:00:00Z,0.00047397
2019-05-28,2019-05-28T00:00:00Z,0.00049441
2019-05-29,2019-05-29T00:00:00Z,0.00046196
2019-05-30,2019-05-30T00:00:00Z,0.0004996
2019-05-31,2019-05-31T00:00:00Z,0.00068602
2019-06-01,2019-06-01T00:00:00Z,0.00048027
2019-06-02,2019-06-02T00:00:00Z,0.00039367
2019-06-03,2019-06-03T00:00:00Z,0.0006771
2019-06-04,2019-06-04T00:00:00Z,0.00058171
2019-06-05,2019-06-05T00:00:00Z,0.00042766
2019-06-06,2019-06-06T00:00:00Z,0.00033535
2019-06-07,2019-06-07T00:00:00Z,0.00030439
2019-06-08,2019-06-08T00:00:00Z,0.00024933
2019-06-09,2019-06-09T00:00:00Z,0.00020943
2019-06-10,2019-06-10T00:00:00Z,0.00028809
2019-06-11,2019-06-11T00:00:00Z,0.00032496
2019-06-12,2019-06-12T00:00:00Z,0.00033158
2019-06-13,2019-06-13T00:00:00Z,0.00030052
2019-06-14,2019-06-14T00:00:00Z,0.00032385
2019-06-15,2019-06-15T00:00:00Z,0.00023791
2019-06-16,2019-06-16T00:00:00Z,0.00025196
2019-06-17,2019-06-17T00:00:00Z,0.00036705
2019-06-18,2019-06-18T00:00:00Z,0.00029527
2019-06-19,2019-06-19T00:00:00Z,0.00026382
2019-06-20,2019-06-20T00:00:00Z,0.00033888
2019-06-21,2019-06-21T00:00:00Z,0.0003739
2019-06-22,2019-06-22T00:00:00Z,0.00034605
2019-06-23,2019-06-23T00:00:00Z,0.00021383
2019-06-24,2019-06-24T00:00:00Z,0.00026303
2019-06-25,2019-06-25T00:00:00Z,0.00033526
2019-06-26,2019-06-26T00:00:00Z,0.00046079
2019-06-27,2019-06-27T00:00:00Z,0.00055444
2019-06-28,2019-06-28T00:00:00Z,0.0004479
2019-06-29,2019-06-29T00:00:00Z,0.00030509
2019-06-30,2019-06-30T00:00:00Z,0.00031738
2019-07-01,2019-07-01T00:00:00Z,0.00037699
2019-07-02,2019-07-02T00:00:00Z,0.00031585
2019-07-03,2019-07-03T00:00:00Z,0.00023843
2019-07-04,2019-07-04T00:00:00Z,0.00022627
2019-07-05,2019-07-05T00:00:00Z,0.00020065
2019-07-06,2019-07-06T00:00:00Z,0.00014525
2019-07-07,2019-07-07T00:00:00Z,0.00014568
2019-07-08,2019-07-08T00:00:00Z,0.0001781
2019-07-09,2019-07-09T00:00:00Z,0.00019504
2019-07-10,2019-07-10T00:00:00Z,0.00027142
2019-07-11,2019-07-11T00:00:00Z,0.00024372
2019-07-12,2019-07-12T00:00:00Z,0.00018691
2019-07-13,2019-07-13T00:00:00Z,0.0001458
2019-07-14,2019-07-14T00:00:00Z,0.00013436
2019-07-15,2019-07-15T00:00:00Z,0.00018316
2019-07-16,2019-07-16T00:00:00Z,0.00017264
2019-07-17,2019-07-17T00:00:00Z,0.00019861
2019-07-18,2019-07-18T00:00:00Z,0.00022845
2019-07-19,2019-07-19T00:00:00Z,0.00023719
2019-07-20,2019-07-20T00:00:00Z,0.00015504
2019-07-21,2019-07-21T00:00:00Z,0.00013232
2019-07-22,2019-07-22T00:00:00Z,0.00016878
2019-07-23,2019-07-23T00:00:00Z,0.00016154
2019-07-24,2019-07-24T00:00:00Z,0.00016892
2019-07-25,2019-07-25T00:00:00Z,0.00016696
2019-07-26,2019-07-26T00:00:00Z,0.00014562
2019-07-27,2019-07-27T00:00:00Z,0.00011645
2019-07-28,2019-07-28T00:00:00Z,9.702e-05
2019-07-29,2019-07-29T00:00:00Z,0.0001192
2019-07-30,2019-07-30T00:00:00Z,0.00018349
2019-07-31,2019-07-31T00:00:00Z,0.00014845
2019-08-01,2019-08-01T00:00:00Z,0.00013917
2019-08-02,2019-08-02T00:00:00Z,0.00012791
2019-08-03,2019-08-03T00:00:00Z,8.392e-05
2019-08-04,2019-08-04T00:00:00Z,6.604e-05
2019-08-05,2019-08-05T00:00:00Z,0.00012466
2019-08-06,2019-08-06T00:00:00Z,0.00012441
2019-08-07,2019-08-07T00:00:00Z,0.00019103
2019-08-08,2019-08-08T00:00:00Z,0.00020938
2019-08-09,2019-08-09T00:00:00Z,0.00019161
2019-08-10,2019-08-10T00:00:00Z,0.00013057
2019-08-11,2019-08-11T00:00:00Z,0.0001111
2019-08-12,2019-08-12T00:00:00Z,0.00017
2019-08-13,2019-08-13T00:00:00Z,0.00020262
2019-08-14,2019-08-14T00:00:00Z,0.00016313
2019-08-15,2019-08-15T00:00:00Z,0.00015148
2019-08-16,2019-08-16T00:00:00Z,0.0001587
2019-08-17,2019-08-17T00:00:00Z,0.0001228
2019-08-18,2019-08-18T00:00:00Z,0.00010561
2019-08-19,2019-08-19T00:00:00Z,0.00012615
2019-08-20,2019-08-20T00:00:00Z,0.00014015
2019-08-21,2019-08-21T00:00:00Z,0.0001692
2019-08-22,2019-08-22T00:00:00Z,0.00016754
2019-08-23,2019-08-23T00:00:00Z,0.00012196
2019-08-24,2019-08-24T00:00:00Z,9.888e-05
2019-08-25,2019-08-25T00:00:00Z,7.473e-05
2019-08-26,2019-08-26T00:00:00Z,0.00010428
2019-08-27,2019-08-27T00:00:00Z,0.00010429
2019-08-28,2019-08-28T00:00:00Z,9.931e-05
2019-08-29,2019-08-29T00:00:00Z,9.787e-05
2019-08-30,2019-08-30T00:00:00Z,9.873e-05
2019-08-31,2019-08-31T00:00:00Z,7.028e-05
2019-09-01,2019-09-01T00:00:00Z,7.031e-05
2019-09-02,2019-09-02T00:00:00Z,8.793e-05
2019-09-03,2019-09-03T00:00:00Z,0.00010521
2019-09-04,2019-09-04T00:00:00Z,0.00011505
2019-09-05,2019-09-05T00:00:00Z,0.00010417
2019-09-06,2019-09-06T00:00:00Z,0.00010235
2019-09-07,2019-09-07T00:00:00Z,8.501e-05
2019-09-08,2019-09-08T00:00:00Z,7.542e-05
2019-09-09,2019-09-09T00:00:00Z,0.00010329
2019-09-10,2019-09-10T00:00:00Z,0.00010995
2019-09-11,2019-09-11T00:00:00Z,0.00010286
2019-09-12,2019-09-12T00:00:00Z,8.791e-05
2019-09-13,2019-09-13T00:00:00Z,8.921e-05
2019-09-14,2019-09-14T00:00:00Z,7.014e-05
2019-09-15,2019-09-15T00:00:00Z,6.658e-05
2019-09-16,2019-09-16T00:00:00Z,8.428e-05
2019-09-17,2019-09-17T00:00:00Z,0.00010081
2019-09-18,2019-09-18T00:00:00Z,9.401e-05
2019-09-19,2019-09-19T00:00:00Z,0.00010563
2019-09-20,2019-09-20T00:00:00Z,9.401e-05
2019-09-21,2019-09-21T00:00:00Z,6.968e-05
2019-09-22,2019-09-22T00:00:00Z,6.444e-05
2019-09-23,2019-09-23T00:00:00Z,0.00011178
2019-09-24,2019-09-24T00:00:00Z,0.00010892
2019-09-25,2019-09-25T00:00:00Z,0.0001232
2019-09-26,2019-09-26T00:00:00Z,9.179e-05
2019-09-27,2019-09-27T00:00:00Z,0.00011279
2019-09-28,2019-09-28T00:00:00Z,7.371e-05
2019-09-29,2019-09-29T00:00:00Z,7.358e-05
2019-09-30,2019-09-30T00:00:00Z,0.00013176
2019-10-01,2019-10-01T00:00:00Z,0.00014318
2019-10-02,2019-10-02T00:00:00Z,0.00011397
2019-10-03,2019-10-03T00:00:00Z,0.00011608
2019-10-04,2019-10-04T00:00:00Z,8.249e-05
2019-10-05,2019-10-05T00:00:00Z,5.864e-05
2019-10-06,2019-10-06T00:00:00Z,5.943e-05
2019-10-07,2019-10-07T00:00:00Z,7.517e-05
2019-10-08,2019-10-08T00:00:00Z,8.227e-05
2019-10-09,2019-10-09T00:00:00Z,9.767e-05
2019-10-10,2019-10-10T00:00:00Z,9.704e-05
2019-10-11,2019-10-11T00:00:00Z,8.06e-05
2019-10-12,2019-10-12T00:00:00Z,6.885e-05
2019-10-13,2019-10-13T00:00:00Z,5.792e-05
2019-10-14,2019-10-14T00:00:00Z,7.827e-05
2019-10-15,2019-10-15T00:00:00Z,7.626e-05
2019-10-16,2019-10-16T00:00:00Z,8.612e-05
2019-10-17,2019-10-17T00:00:00Z,7.607e-05
2019-10-18,2019-10-18T00:00:00Z,7.353e-05
2019-10-19,2019-10-19T00:00:00Z,6.01e-05
2019-10-20,2019-10-20T00:00:00Z,5.47e-05
2019-10-21,2019-10-21T00:00:00Z,5.868e-05
2019-10-22,2019-10-22T00:00:00Z,6.509e-05
2019-10-23,2019-10-23T00:00:00Z,8.899e-05
2019-10-24,2019-10-24T00:00:00Z,9.535e-05
2019-10-25,2019-10-25T00:00:00Z,0.00010987
2019-10-26,2019-10-26T00:00:00Z,0.00015661
2019-10-27,2019-10-27T00:00:00Z,0.00013263
2019-10-28,2019-10-28T00:00:00Z,0.00012274
2019-10-29,2019-10-29T00:00:00Z,0.00011523
2019-10-30,2019-10-30T00:00:00Z,0.00010716
