date,Tokens Transferred (Mean)
2012-03-30,146.94851053
2012-03-31,145.33404738
2012-04-01,113.68835543
2012-04-02,109.69668797
2012-04-03,107.46905837
2012-04-04,108.59393992
2012-04-05,135.65931218
2012-04-06,89.1606802
2012-04-07,57.3037779
2012-04-08,217.80754181
2012-04-09,252.64340054
2012-04-10,98.87231883
2012-04-11,195.88000349
2012-04-12,156.73207643
2012-04-13,120.17604894
2012-04-14,125.57155645
2012-04-15,175.21043919
2012-04-16,191.3221826
2012-04-17,147.68672435
2012-04-18,122.28876631
2012-04-19,88.62581346
2012-04-20,351.33311646
2012-04-21,173.16360967
2012-04-22,152.5005245
2012-04-23,111.61007314
2012-04-24,98.74946058
2012-04-25,136.22412019
2012-04-26,186.04952415
2012-04-27,206.97548537
2012-04-28,121.18864557
2012-04-29,129.81266068
2012-04-30,118.66353275
2012-05-01,107.82529227
2012-05-02,109.52793696
2012-05-03,87.32741541
2012-05-04,80.26291483
2012-05-05,93.23130165
2012-05-06,59.23172441
2012-05-07,120.85145348
2012-05-08,221.74484522
2012-05-09,137.48870329
2012-05-10,102.4820694
2012-05-11,81.01261966
2012-05-12,175.63275516
2012-05-13,102.94023419
2012-05-14,81.53048861
2012-05-15,169.00940677
2012-05-16,191.10614451
2012-05-17,205.14395527
2012-05-18,76.79801189
2012-05-19,34.75166724
2012-05-20,64.23979169
2012-05-21,121.11213222
2012-05-22,173.6192835
2012-05-23,65.92958027
2012-05-24,42.41228305
2012-05-25,84.21695956
2012-05-26,208.53334292
2012-05-27,76.62384489
2012-05-28,71.60546605
2012-05-29,106.52359093
2012-05-30,93.69406542
2012-05-31,229.19380262
2012-06-01,110.04193507
2012-06-02,156.89826367
2012-06-03,51.53798039
2012-06-04,101.29443576
2012-06-05,102.39060625
2012-06-06,158.50889074
2012-06-07,146.20716413
2012-06-08,229.65943454
2012-06-09,42.14642644
2012-06-10,80.98227545
2012-06-11,93.76104333
2012-06-12,142.74539315
2012-06-13,42.79911117
2012-06-14,78.18208547
2012-06-15,63.12168307
2012-06-16,90.25991741
2012-06-17,32.16788081
2012-06-18,64.50845432
2012-06-19,58.97117905
2012-06-20,53.22156127
2012-06-21,39.01471553
2012-06-22,96.84601129
2012-06-23,136.21540366
2012-06-24,85.01533688
2012-06-25,63.42039798
2012-06-26,57.09770698
2012-06-27,64.47692489
2012-06-28,131.44065064
2012-06-29,110.76638737
2012-06-30,61.77033248
2012-07-01,70.00876172
2012-07-02,47.35891779
2012-07-03,63.63937199
2012-07-04,98.7236846
2012-07-05,93.47712362
2012-07-06,57.81356985
2012-07-07,161.86479634
2012-07-08,39.67282266
2012-07-09,85.09786219
2012-07-10,61.9347376
2012-07-11,36.90509999
2012-07-12,57.37281251
2012-07-13,101.3054107
2012-07-14,108.98693588
2012-07-15,51.75347339
2012-07-16,67.34524876
2012-07-17,72.06015666
2012-07-18,49.08288854
2012-07-19,39.52693287
2012-07-20,44.75037327
2012-07-21,68.89904637
2012-07-22,49.22596146
2012-07-23,66.43683523
2012-07-24,61.762193
2012-07-25,37.42941546
2012-07-26,75.64562338
2012-07-27,80.50735201
2012-07-28,49.44927536
2012-07-29,32.09816368
2012-07-30,28.36441652
2012-07-31,71.72725681
2012-08-01,74.53279717
2012-08-02,53.99149741
2012-08-03,51.5294441
2012-08-04,48.71402141
2012-08-05,59.40096031
2012-08-06,56.39029512
2012-08-07,66.39880084
2012-08-08,41.38765072
2012-08-09,48.52548738
2012-08-10,59.29289807
2012-08-11,47.53393181
2012-08-12,46.66885848
2012-08-13,38.46575742
2012-08-14,43.99263947
2012-08-15,33.73614562
2012-08-16,44.64330132
2012-08-17,68.63626207
2012-08-18,58.01478993
2012-08-19,161.06144418
2012-08-20,268.79972497
2012-08-21,129.56178044
2012-08-22,205.42723784
2012-08-23,241.06927365
2012-08-24,344.15619328
2012-08-25,131.93710261
2012-08-26,113.24250054
2012-08-27,191.49138502
2012-08-28,228.68502086
2012-08-29,431.65370566
2012-08-30,342.93278547
2012-08-31,221.71486247
2012-09-01,215.17359811
2012-09-02,178.31266739
2012-09-03,97.32338853
2012-09-04,162.770974
2012-09-05,226.31624454
2012-09-06,513.12717972
2012-09-07,552.40657608
2012-09-08,244.19982685
2012-09-09,124.30865164
2012-09-10,563.83637878
2012-09-11,531.0229511
2012-09-12,387.94938177
2012-09-13,780.34400288
2012-09-14,501.26035429
2012-09-15,255.18327563
2012-09-16,495.51640769
2012-09-17,537.6308249
2012-09-18,397.38204609
2012-09-19,975.96810138
2012-09-20,510.78724047
2012-09-21,858.0434192
2012-09-22,680.15748476
2012-09-23,280.47549508
2012-09-24,279.27812195
2012-09-25,73.65292649
2012-09-26,53.62836286
2012-09-27,48.64304611
2012-09-28,79.43365665
2012-09-29,54.32405804
2012-09-30,69.82688708
2012-10-01,65.80444937
2012-10-02,61.08504219
2012-10-03,47.21833115
2012-10-04,36.60917839
2012-10-05,72.54626268
2012-10-06,60.58481586
2012-10-07,51.46806063
2012-10-08,46.47636078
2012-10-09,38.43644445
2012-10-10,28.04966514
2012-10-11,44.99390109
2012-10-12,91.27535167
2012-10-13,82.08569727
2012-10-14,50.58444207
2012-10-15,27.77367817
2012-10-16,79.73821786
2012-10-17,105.06984806
2012-10-18,120.64330937
2012-10-19,106.51486912
2012-10-20,88.75453234
2012-10-21,57.6975333
2012-10-22,52.55722927
2012-10-23,81.53475963
2012-10-24,59.20622007
2012-10-25,54.20637976
2012-10-26,47.31983524
2012-10-27,103.96858945
2012-10-28,52.45137596
2012-10-29,47.21167195
2012-10-30,136.0272907
2012-10-31,136.8953511
2012-11-01,111.00240436
2012-11-02,30.20379449
2012-11-03,80.21811064
2012-11-04,92.75201021
2012-11-05,71.65699443
2012-11-06,59.31314742
2012-11-07,50.83476276
2012-11-08,40.98711063
2012-11-09,34.56546741
2012-11-10,15.99926489
2012-11-11,17.77776916
2012-11-12,20.14955386
2012-11-13,31.39426166
2012-11-14,43.44021366
2012-11-15,70.84151623
2012-11-16,94.07521913
2012-11-17,81.53835641
2012-11-18,60.50901413
2012-11-19,37.6394143
2012-11-20,42.64228316
2012-11-21,23.61867168
2012-11-22,46.6652824
2012-11-23,35.16960801
2012-11-24,39.620757
2012-11-25,21.95011978
2012-11-26,31.5299521
2012-11-27,51.80068819
2012-11-28,50.80745974
2012-11-29,32.38801722
2012-11-30,26.54227359
2012-12-01,18.73523344
2012-12-02,49.28383589
2012-12-03,80.35364606
2012-12-04,77.11073373
2012-12-05,83.83214468
2012-12-06,87.93475525
2012-12-07,64.96645203
2012-12-08,30.41590746
2012-12-09,43.95308373
2012-12-10,28.65669814
2012-12-11,43.95828777
2012-12-12,97.27776499
2012-12-13,90.49976525
2012-12-14,75.19689339
2012-12-15,51.30285095
2012-12-16,50.3249269
2012-12-17,43.94186521
2012-12-18,47.69553798
2012-12-19,25.40674241
2012-12-20,26.05289347
2012-12-21,37.38151722
2012-12-22,27.37655769
2012-12-23,23.66125651
2012-12-24,29.53588729
2012-12-25,21.02463505
2012-12-26,17.25272833
2012-12-27,18.57953928
2012-12-28,22.84786333
2012-12-29,26.08891344
2012-12-30,16.7942171
2012-12-31,45.67764807
2013-01-01,46.88753229
2013-01-02,49.47737382
2013-01-03,41.23644761
2013-01-04,47.9955386
2013-01-05,53.14471424
2013-01-06,33.38120617
2013-01-07,37.09964955
2013-01-08,55.71751891
2013-01-09,39.87366812
2013-01-10,25.41297512
2013-01-11,25.25873128
2013-01-12,21.45976126
2013-01-13,17.90351697
2013-01-14,25.12831461
2013-01-15,46.54207782
2013-01-16,41.71676262
2013-01-17,38.05355276
2013-01-18,33.70345674
2013-01-19,27.47187109
2013-01-20,29.00949938
2013-01-21,28.51600036
2013-01-22,33.48234088
2013-01-23,51.77467326
2013-01-24,35.01682318
2013-01-25,32.26780564
2013-01-26,25.67078623
2013-01-27,26.56508255
2013-01-28,32.41546746
2013-01-29,47.00261809
2013-01-30,65.46161936
2013-01-31,30.80429155
2013-02-01,30.55628714
2013-02-02,24.8599865
2013-02-03,22.70509826
2013-02-04,36.62290548
2013-02-05,37.59665246
2013-02-06,43.78677507
2013-02-07,28.23809385
2013-02-08,35.970787
2013-02-09,31.46682875
2013-02-10,24.28031326
2013-02-11,23.05676998
2013-02-12,21.74855269
2013-02-13,20.65173949
2013-02-14,29.51317056
2013-02-15,23.0936818
2013-02-16,24.65618094
2013-02-17,23.07140498
2013-02-18,24.55135065
2013-02-19,26.71874471
2013-02-20,20.08238902
2013-02-21,18.76087555
2013-02-22,25.3942893
2013-02-23,22.16803969
2013-02-24,29.88327224
2013-02-25,27.85639638
2013-02-26,25.7462055
2013-02-27,25.22135462
2013-02-28,23.57338299
2013-03-01,25.53558611
2013-03-02,26.80640876
2013-03-03,17.12933207
2013-03-04,15.25979875
2013-03-05,34.11556584
2013-03-06,37.05847083
2013-03-07,24.85418091
2013-03-08,21.63727696
2013-03-09,18.41797459
2013-03-10,16.7953019
2013-03-11,16.97073191
2013-03-12,30.78790429
2013-03-13,26.56927536
2013-03-14,20.46137523
2013-03-15,85.33192653
2013-03-16,67.72517134
2013-03-17,25.49908872
2013-03-18,86.98698844
2013-03-19,42.24079014
2013-03-20,40.87561219
2013-03-21,36.79462513
2013-03-22,25.09088049
2013-03-23,27.1936226
2013-03-24,19.37419833
2013-03-25,31.55433297
2013-03-26,37.72417475
2013-03-27,51.52668073
2013-03-28,29.96621645
2013-03-29,23.45329458
2013-03-30,30.81604896
2013-03-31,35.07115544
2013-04-01,27.46930592
2013-04-02,40.95467161
2013-04-03,37.11931017
2013-04-04,34.29556942
2013-04-05,33.62750376
2013-04-06,25.78193167
2013-04-07,17.12750153
2013-04-08,24.78538469
2013-04-09,31.06350718
2013-04-10,45.15027886
2013-04-11,35.1076599
2013-04-12,30.24382659
2013-04-13,24.40725295
2013-04-14,14.85486067
2013-04-15,19.2471802
2013-04-16,26.11108153
2013-04-17,30.41090362
2013-04-18,125.70340313
2013-04-19,31.49370243
2013-04-20,22.71887456
2013-04-21,22.2215952
2013-04-22,34.9893899
2013-04-23,25.62592502
2013-04-24,33.30680705
2013-04-25,26.1730514
2013-04-26,21.33107077
2013-04-27,18.19428466
2013-04-28,13.78919194
2013-04-29,36.53365723
2013-04-30,21.06677825
2013-05-01,24.41182564
2013-05-02,16.34793535
2013-05-03,15.71687965
2013-05-04,9.99387959
2013-05-05,12.63894253
2013-05-06,16.06529536
2013-05-07,17.14135661
2013-05-08,16.46912446
2013-05-09,10.37827711
2013-05-10,13.45291876
2013-05-11,9.15835499
2013-05-12,8.55601752
2013-05-13,18.37665996
2013-05-14,11.76913833
2013-05-15,11.70179456
2013-05-16,11.79745025
2013-05-17,14.50257384
2013-05-18,14.29889005
2013-05-19,8.80418621
2013-05-20,11.03752065
2013-05-21,12.46877637
2013-05-22,14.16396302
2013-05-23,11.8762049
2013-05-24,13.67896657
2013-05-25,14.31153815
2013-05-26,9.48305013
2013-05-27,12.59382248
2013-05-28,12.3300979
2013-05-29,14.38213755
2013-05-30,10.91957325
2013-05-31,12.44656326
2013-06-01,8.87748908
2013-06-02,8.5812563
2013-06-03,13.92575118
2013-06-04,11.43211519
2013-06-05,12.004033
2013-06-06,13.76142422
2013-06-07,12.95708512
2013-06-08,8.21269762
2013-06-09,15.14682322
2013-06-10,10.84627515
2013-06-11,12.00083445
2013-06-12,12.18632461
2013-06-13,14.01880984
2013-06-14,14.36200172
2013-06-15,11.52937511
2013-06-16,12.06277184
2013-06-17,12.55993633
2013-06-18,13.94428921
2013-06-19,12.35112054
2013-06-20,13.84156099
2013-06-21,15.12178083
2013-06-22,9.69486992
2013-06-23,8.76992474
2013-06-24,13.74992725
2013-06-25,16.04073286
2013-06-26,13.70241569
2013-06-27,12.19969586
2013-06-28,13.27766802
2013-06-29,14.52387471
2013-06-30,13.32742732
2013-07-01,22.19651604
2013-07-02,18.53296641
2013-07-03,22.99660244
2013-07-04,24.22109131
2013-07-05,29.03349409
2013-07-06,20.97065662
2013-07-07,21.18762436
2013-07-08,21.11902353
2013-07-09,28.44684556
2013-07-10,27.6693402
2013-07-11,24.36724425
2013-07-12,21.15450193
2013-07-13,23.08975814
2013-07-14,16.62715535
2013-07-15,19.09567166
2013-07-16,24.14805162
2013-07-17,26.6031325
2013-07-18,24.43051268
2013-07-19,22.27931429
2013-07-20,14.65784839
2013-07-21,13.94893526
2013-07-22,22.58527878
2013-07-23,26.34990905
2013-07-24,21.41298137
2013-07-25,19.07115296
2013-07-26,21.07640654
2013-07-27,12.45077838
2013-07-28,16.55366574
2013-07-29,17.85567372
2013-07-30,23.89793847
2013-07-31,17.4122828
2013-08-01,22.53002199
2013-08-02,17.64773274
2013-08-03,14.75581828
2013-08-04,11.83579188
2013-08-05,16.66812873
2013-08-06,13.95468967
2013-08-07,14.08541478
2013-08-08,12.45862198
2013-08-09,12.46771866
2013-08-10,9.94085352
2013-08-11,11.10177012
2013-08-12,16.8356961
2013-08-13,24.51947063
2013-08-14,25.97869287
2013-08-15,14.10097741
2013-08-16,15.07211732
2013-08-17,17.77150469
2013-08-18,13.92916643
2013-08-19,15.61319735
2013-08-20,15.34752392
2013-08-21,21.0613955
2013-08-22,12.28519246
2013-08-23,14.93717809
2013-08-24,10.91065759
2013-08-25,12.45889126
2013-08-26,12.5795661
2013-08-27,14.60976735
2013-08-28,12.07706114
2013-08-29,44.80088857
2013-08-30,13.24599081
2013-08-31,18.4669467
2013-09-01,17.63512335
2013-09-02,15.83799771
2013-09-03,18.18266543
2013-09-04,17.19364801
2013-09-05,14.57892787
2013-09-06,11.48871187
2013-09-07,12.07874897
2013-09-08,8.51584081
2013-09-09,17.8464976
2013-09-10,12.06592614
2013-09-11,16.86769116
2013-09-12,13.3968764
2013-09-13,14.5448771
2013-09-14,13.07443781
2013-09-15,7.45887249
2013-09-16,13.03688246
2013-09-17,9.1973696
2013-09-18,13.29561935
2013-09-19,13.90580765
2013-09-20,12.40448032
2013-09-21,8.55205248
2013-09-22,9.66754207
2013-09-23,15.2922633
2013-09-24,15.12939829
2013-09-25,15.12892583
2013-09-26,12.92198179
2013-09-27,14.66913807
2013-09-28,12.47571396
2013-09-29,13.40806163
2013-09-30,17.50684222
2013-10-01,19.01240587
2013-10-02,19.13949246
2013-10-03,15.53537877
2013-10-04,15.41100639
2013-10-05,9.7938888
2013-10-06,9.71792431
2013-10-07,15.42425221
2013-10-08,15.9274608
2013-10-09,17.82805008
2013-10-10,13.20905674
2013-10-11,15.94451895
2013-10-12,14.05915662
2013-10-13,13.84244647
2013-10-14,15.9879827
2013-10-15,16.52098068
2013-10-16,20.1022273
2013-10-17,18.05442322
2013-10-18,15.68506221
2013-10-19,18.18486661
2013-10-20,14.58348932
2013-10-21,17.49538967
2013-10-22,18.54077904
2013-10-23,19.6975818
2013-10-24,16.14229651
2013-10-25,49.12281567
2013-10-26,14.34280394
2013-10-27,11.61354681
2013-10-28,12.5927952
2013-10-29,33.80406562
2013-10-30,14.76069221
2013-10-31,11.73008889
2013-11-01,13.98591442
2013-11-02,16.5266006
2013-11-03,16.47367821
2013-11-04,21.38165626
2013-11-05,21.60845109
2013-11-06,16.63900403
2013-11-07,20.00409606
2013-11-08,18.0774934
2013-11-09,16.28691697
2013-11-10,13.89273569
2013-11-11,12.99598884
2013-11-12,18.99996457
2013-11-13,19.5246373
2013-11-14,16.61784767
2013-11-15,42.34409953
2013-11-16,31.63313432
2013-11-17,22.5582049
2013-11-18,26.88122618
2013-11-19,24.42271875
2013-11-20,21.78782749
2013-11-21,30.54499374
2013-11-22,31.11585799
2013-11-23,21.12709394
2013-11-24,24.95629664
2013-11-25,20.17517178
2013-11-26,48.35772248
2013-11-27,34.81135316
2013-11-28,34.57604169
2013-11-29,28.9019639
2013-11-30,24.82673946
2013-12-01,20.70388429
2013-12-02,18.83698541
2013-12-03,15.29727706
2013-12-04,16.92241428
2013-12-05,18.60380599
2013-12-06,16.11342155
2013-12-07,34.84856093
2013-12-08,25.68902693
2013-12-09,19.10690071
2013-12-10,12.34939803
2013-12-11,16.52715273
2013-12-12,15.69135636
2013-12-13,15.18420185
2013-12-14,11.42383992
2013-12-15,8.78980701
2013-12-16,30.17863412
2013-12-17,23.41780709
2013-12-18,24.49663404
2013-12-19,19.39097993
2013-12-20,14.41917122
2013-12-21,17.41011979
2013-12-22,17.37555264
2013-12-23,13.27196454
2013-12-24,15.84134497
2013-12-25,15.81748839
2013-12-26,12.05443644
2013-12-27,11.45776234
2013-12-28,12.75706002
2013-12-29,16.28976351
2013-12-30,14.61633555
2013-12-31,10.35069692
2014-01-01,12.45441018
2014-01-02,12.92094027
2014-01-03,14.69538233
2014-01-04,12.16661359
2014-01-05,15.89898825
2014-01-06,14.7858609
2014-01-07,14.67215439
2014-01-08,12.96776859
2014-01-09,10.06963106
2014-01-10,10.46104243
2014-01-11,7.54373004
2014-01-12,8.27283955
2014-01-13,9.86115472
2014-01-14,13.02009053
2014-01-15,9.78445242
2014-01-16,10.62762039
2014-01-17,7.17432513
2014-01-18,6.87821125
2014-01-19,11.76616539
2014-01-20,12.41171989
2014-01-21,8.53400461
2014-01-22,7.43835438
2014-01-23,8.01862855
2014-01-24,11.36121535
2014-01-25,8.55984792
2014-01-26,7.39889535
2014-01-27,14.0637092
2014-01-28,9.82379492
2014-01-29,8.09213598
2014-01-30,8.68957661
2014-01-31,6.73364208
2014-02-01,8.19664767
2014-02-02,9.33205377
2014-02-03,8.32300549
2014-02-04,11.32943458
2014-02-05,11.81717929
2014-02-06,9.43254591
2014-02-07,12.27310884
2014-02-08,8.71406655
2014-02-09,8.64127146
2014-02-10,11.96798999
2014-02-11,10.39753282
2014-02-12,9.92447728
2014-02-13,9.55695062
2014-02-14,9.69704644
2014-02-15,15.54026121
2014-02-16,10.87931622
2014-02-17,8.26462296
2014-02-18,7.61977044
2014-02-19,6.52023173
2014-02-20,7.87594039
2014-02-21,7.48175761
2014-02-22,6.79245331
2014-02-23,6.86305792
2014-02-24,10.48058302
2014-02-25,13.60195711
2014-02-26,9.49231635
2014-02-27,8.12350896
2014-02-28,8.39620298
2014-03-01,12.97604059
2014-03-02,9.76734124
2014-03-03,13.12988026
2014-03-04,12.11444546
2014-03-05,9.4744448
2014-03-06,8.88353651
2014-03-07,34.17369954
2014-03-08,24.55119627
2014-03-09,15.20921242
2014-03-10,21.45978577
2014-03-11,12.94135734
2014-03-12,13.84300153
2014-03-13,10.51455763
2014-03-14,8.87294821
2014-03-15,9.6626102
2014-03-16,6.50706442
2014-03-17,8.32679407
2014-03-18,48.92925849
2014-03-19,14.97889933
2014-03-20,9.60056169
2014-03-21,8.21496986
2014-03-22,6.26550747
2014-03-23,5.76565393
2014-03-24,9.47954249
2014-03-25,7.58644634
2014-03-26,7.59204877
2014-03-27,11.02283626
2014-03-28,12.30629576
2014-03-29,7.48629856
2014-03-30,10.54592552
2014-03-31,11.50195286
2014-04-01,10.67486769
2014-04-02,11.25570924
2014-04-03,11.73162124
2014-04-04,10.16305757
2014-04-05,13.076659
2014-04-06,8.82230988
2014-04-07,7.07013859
2014-04-08,6.74525592
2014-04-09,9.27198544
2014-04-10,12.20463953
2014-04-11,11.90925354
2014-04-12,8.42810579
2014-04-13,8.05636613
2014-04-14,8.76229683
2014-04-15,9.1569078
2014-04-16,11.76295298
2014-04-17,12.45502681
2014-04-18,13.6826408
2014-04-19,8.54862746
2014-04-20,8.48575
2014-04-21,12.47377862
2014-04-22,11.32995259
2014-04-23,9.16269562
2014-04-24,6.04447936
2014-04-25,7.63587218
2014-04-26,6.4360346
2014-04-27,5.72389422
2014-04-28,8.99221412
2014-04-29,8.61634115
2014-04-30,7.64067977
2014-05-01,7.47526236
2014-05-02,10.94434306
2014-05-03,10.25350291
2014-05-04,8.23537241
2014-05-05,9.32123483
2014-05-06,8.86041473
2014-05-07,12.00150656
2014-05-08,19.55881246
2014-05-09,18.91693348
2014-05-10,12.01370247
2014-05-11,8.50954044
2014-05-12,7.40408642
2014-05-13,9.74476183
2014-05-14,10.41301097
2014-05-15,11.00589674
2014-05-16,9.91872165
2014-05-17,9.04238863
2014-05-18,5.42159307
2014-05-19,8.21604332
2014-05-20,20.96501599
2014-05-21,10.47465333
2014-05-22,10.51808285
2014-05-23,17.1159041
2014-05-24,17.29169451
2014-05-25,14.58209257
2014-05-26,11.32116601
2014-05-27,13.86818228
2014-05-28,11.98655017
2014-05-29,10.06100865
2014-05-30,14.24788726
2014-05-31,11.23412129
2014-06-01,13.41258988
2014-06-02,14.74854802
2014-06-03,12.98314177
2014-06-04,15.87516369
2014-06-05,14.17738972
2014-06-06,16.81524561
2014-06-07,11.80433229
2014-06-08,15.96344686
2014-06-09,6.45479945
2014-06-10,9.36231513
2014-06-11,8.45942009
2014-06-12,17.14593913
2014-06-13,11.49895514
2014-06-14,8.53991749
2014-06-15,8.2318879
2014-06-16,10.81999826
2014-06-17,6.8509944
2014-06-18,8.56330792
2014-06-19,11.54978509
2014-06-20,9.76477815
2014-06-21,8.9685027
2014-06-22,10.48682346
2014-06-23,10.30952856
2014-06-24,13.56645019
2014-06-25,7.76570706
2014-06-26,8.30954851
2014-06-27,7.68992729
2014-06-28,6.16999762
2014-06-29,7.13011756
2014-06-30,9.74313111
2014-07-01,12.81527639
2014-07-02,14.12467571
2014-07-03,9.59031198
2014-07-04,6.50257865
2014-07-05,8.39615718
2014-07-06,7.11877073
2014-07-07,7.22957126
2014-07-08,5.21865947
2014-07-09,6.77715457
2014-07-10,7.97319138
2014-07-11,7.12535934
2014-07-12,8.73302687
2014-07-13,9.15869274
2014-07-14,8.06941536
2014-07-15,7.77272933
2014-07-16,9.15385447
2014-07-17,7.0195009
2014-07-18,7.98442983
2014-07-19,5.11441519
2014-07-20,5.40112775
2014-07-21,6.94293098
2014-07-22,5.71909553
2014-07-23,6.15850877
2014-07-24,8.06566582
2014-07-25,8.01727724
2014-07-26,5.44290749
2014-07-27,4.97161377
2014-07-28,7.52697588
2014-07-29,7.99497545
2014-07-30,6.31071747
2014-07-31,6.08644134
2014-08-01,6.81749109
2014-08-02,7.0272521
2014-08-03,7.80621837
2014-08-04,6.2851877
2014-08-05,8.46936445
2014-08-06,5.74984675
2014-08-07,6.16311322
2014-08-08,4.91479355
2014-08-09,5.92439934
2014-08-10,6.21288405
2014-08-11,7.3550315
2014-08-12,9.5494919
2014-08-13,9.32376318
2014-08-14,9.41372171
2014-08-15,10.50773707
2014-08-16,9.88021714
2014-08-17,8.29244762
2014-08-18,13.94262612
2014-08-19,8.40667289
2014-08-20,7.59829987
2014-08-21,10.49049683
2014-08-22,47.4375051
2014-08-23,12.1979586
2014-08-24,7.28435044
2014-08-25,13.59775713
2014-08-26,24.61363623
2014-08-27,19.28611108
2014-08-28,10.64888491
2014-08-29,8.6135282
2014-08-30,9.72299052
2014-08-31,8.87776326
2014-09-01,10.03128578
2014-09-02,7.95115117
2014-09-03,6.94718738
2014-09-04,6.34127542
2014-09-05,7.22355068
2014-09-06,4.93528367
2014-09-07,6.12085397
2014-09-08,6.59189036
2014-09-09,6.36171074
2014-09-10,6.47100849
2014-09-11,6.76029481
2014-09-12,6.71477598
2014-09-13,5.32539594
2014-09-14,5.43326543
2014-09-15,5.85837127
2014-09-16,4.94481879
2014-09-17,5.90023627
2014-09-18,9.06412632
2014-09-19,10.17717459
2014-09-20,11.84756839
2014-09-21,13.37742542
2014-09-22,7.32126493
2014-09-23,10.16894374
2014-09-24,12.14785406
2014-09-25,8.6123141
2014-09-26,7.74359653
2014-09-27,8.18581065
2014-09-28,7.40340836
2014-09-29,9.01131229
2014-09-30,8.51663316
2014-10-01,8.86588731
2014-10-02,8.2821578
2014-10-03,9.66058113
2014-10-04,9.77349649
2014-10-05,13.75694526
2014-10-06,14.45495468
2014-10-07,10.89123233
2014-10-08,11.45030699
2014-10-09,11.74763137
2014-10-10,12.1287176
2014-10-11,8.96424467
2014-10-12,7.42100236
2014-10-13,9.9505768
2014-10-14,10.94643627
2014-10-15,15.76855879
2014-10-16,13.91763562
2014-10-17,12.89735437
2014-10-18,9.00973177
2014-10-19,7.14060261
2014-10-20,10.01517239
2014-10-21,7.09083723
2014-10-22,10.80654706
2014-10-23,13.46441341
2014-10-24,9.095246
2014-10-25,12.58831108
2014-10-26,12.32285167
2014-10-27,12.78154654
2014-10-28,9.56859021
2014-10-29,8.5097259
2014-10-30,7.68203915
2014-10-31,15.060787
2014-11-01,9.96455571
2014-11-02,7.11709597
2014-11-03,11.9030682
2014-11-04,12.95637026
2014-11-05,10.69318158
2014-11-06,7.98735921
2014-11-07,10.21123713
2014-11-08,7.75212406
2014-11-09,7.39131785
2014-11-10,10.51024759
2014-11-11,8.13731473
2014-11-12,11.64596268
2014-11-13,17.80885214
2014-11-14,11.03254331
2014-11-15,11.05650347
2014-11-16,9.54601479
2014-11-17,9.46419892
2014-11-18,11.21684956
2014-11-19,11.00196355
2014-11-20,11.60650316
2014-11-21,16.0396494
2014-11-22,10.55030977
2014-11-23,7.73743512
2014-11-24,9.27766506
2014-11-25,11.24605278
2014-11-26,12.34733556
2014-11-27,11.76190391
2014-11-28,15.68143587
2014-11-29,12.3504421
2014-11-30,11.50903755
2014-12-01,13.40586113
2014-12-02,13.75848494
2014-12-03,12.28101701
2014-12-04,10.83342019
2014-12-05,12.73383423
2014-12-06,7.56632203
2014-12-07,10.93642
2014-12-08,18.21794119
2014-12-09,12.76323811
2014-12-10,14.90408693
2014-12-11,9.68749824
2014-12-12,11.9458918
2014-12-13,9.20684102
2014-12-14,7.74863223
2014-12-15,9.27090839
2014-12-16,9.78552602
2014-12-17,11.4777769
2014-12-18,12.05531989
2014-12-19,9.28666049
2014-12-20,8.22313135
2014-12-21,12.05420303
2014-12-22,10.46615438
2014-12-23,12.18593373
2014-12-24,10.05848663
2014-12-25,12.8007623
2014-12-26,9.30699029
2014-12-27,8.56483679
2014-12-28,9.15426644
2014-12-29,9.56082211
2014-12-30,12.87504326
2014-12-31,12.28009253
2015-01-01,7.85124013
2015-01-02,9.20227197
2015-01-03,10.19608533
2015-01-04,13.20960035
2015-01-05,11.88931342
2015-01-06,13.27660333
2015-01-07,13.82836694
2015-01-08,13.4711057
2015-01-09,12.30839419
2015-01-10,9.21169861
2015-01-11,13.65045187
2015-01-12,10.41682534
2015-01-13,17.36393755
2015-01-14,22.96274485
2015-01-15,21.4084927
2015-01-16,18.6622231
2015-01-17,12.46440102
2015-01-18,11.70009542
2015-01-19,10.24162551
2015-01-20,14.29853838
2015-01-21,14.72584731
2015-01-22,12.90021121
2015-01-23,11.19379429
2015-01-24,14.32147164
2015-01-25,10.83113258
2015-01-26,19.57094697
2015-01-27,11.74148219
2015-01-28,10.89700927
2015-01-29,10.80466899
2015-01-30,10.96487033
2015-01-31,9.06078416
2015-02-01,9.54778743
2015-02-02,11.53755072
2015-02-03,14.18905638
2015-02-04,13.37696222
2015-02-05,14.40967159
2015-02-06,10.96400841
2015-02-07,7.3267677
2015-02-08,7.7390592
2015-02-09,8.29543935
2015-02-10,8.11321883
2015-02-11,8.99799753
2015-02-12,8.45215146
2015-02-13,9.11773964
2015-02-14,7.11808078
2015-02-15,8.60999777
2015-02-16,6.99906226
2015-02-17,7.76518282
2015-02-18,8.11038133
2015-02-19,7.49592341
2015-02-20,8.01212083
2015-02-21,6.98893732
2015-02-22,5.55165011
2015-02-23,8.17431098
2015-02-24,6.95775699
2015-02-25,7.85333427
2015-02-26,11.43303412
2015-02-27,14.84771161
2015-02-28,6.98689939
2015-03-01,14.31033277
2015-03-02,18.27524093
2015-03-03,10.06400538
2015-03-04,9.12134481
2015-03-05,10.78793773
2015-03-06,8.78766659
2015-03-07,12.46041957
2015-03-08,25.99322964
2015-03-09,10.66008825
2015-03-10,10.68243003
